"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"rxraa",48,18,30,0.0478723404255319,0.0516592355629716,0.119106699751861,0.0446650124069479,0.0744416873449131,984,0.674256710855888,0.498172142325483,0.00467226177738159,0.0627508434510576,0.0239053412363821,2,1,4.35184776524266,0.598090277777778,"Connector Hub"
"tbr1b",6,0,6,0,0,0.0148883374689826,0,0.0148883374689826,0,6.30806232310063,0.139824602001458,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,-0.193531691483148,0.5,"Peripheral"
"sox5",12,0,12,0,0,0.0297766749379653,0,0.0297766749379653,0,4.44014870910536,0.118502282516586,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,1.25272540838415,0.152777777777778,"Peripheral"
"nr2f6b",39,0,39,0.0445344129554656,0.0392444837078003,0.0967741935483871,0,0.0967741935483871,0,0.5388587666988,0.784636737465523,0.00159865397086065,0.0627508434510576,0.0239053412363821,1,2,1.33538138590252,0.583826429980276,"Peripheral"
"rarga",7,0,7,0.142857142857143,0.209376173933172,0.0173697270471464,0,0.0173697270471464,0,0.255023377196677,0.167538262906507,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,0.0130764656407525,0.448979591836735,"Peripheral"
"irx3a",59,0,59,0.0151957919345412,0.0136927848644947,0.146401985111663,0,0.146401985111663,0,0.739931212420627,0.997475442888532,0.00159865397086065,0.0627508434510576,0.0239053412363821,1,1,3.11219882249926,0.683137029589199,"Connector Hub"
"sox11b",16,1,15,0.0916666666666667,0.0695147496380959,0.0397022332506203,0.00248138957816377,0.0372208436724566,7,0.933298995334474,0.323779506179906,0.00162588538243547,0.0627508434510576,0.0239053412363821,1,4,0.108591590668715,0.65625,"Connector"
"eomesa",5,0,5,0,0,0.0124069478908189,0,0.0124069478908189,0,11.1715763994729,0.0901724232842346,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,-0.400139848607048,0.56,"Peripheral"
"foxd1",10,0,10,0.0222222222222222,0.0148820141453924,0.0248138957816377,0,0.0248138957816377,0,2.61035417815392,0.143661679235757,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,4,-0.0892002351921596,0.64,"Connector"
"etv4",20,0,20,0.0526315789473684,0.0531318688254477,0.0496277915632754,0,0.0496277915632754,0,0.397355574413588,0.350356755236985,0.00159865397086065,0.0627508434510576,0.0239053412363821,1,4,0.899758894112211,0.62,"Connector"
"rfx4",9,0,9,0,0,0.0223325062034739,0,0.0223325062034739,0,6.87699686498343,0.0569117922939445,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,0.632900937012453,0.197530864197531,"Peripheral"
"rorb",8,0,8,0.107142857142857,0.118335190148621,0.0198511166253102,0,0.0198511166253102,0,0.432622090308767,0.0730208306900764,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,0.426292779888553,0.21875,"Peripheral"
"nr6a1b",8,0,8,0,0,0.0198511166253102,0,0.0198511166253102,0,2.57906948960111,0.0746679310395873,0.00159865397086065,0.0627508434510576,0.0239053412363821,2,1,0.426292779888553,0.21875,"Peripheral"
"hmga1a",63,29,34,0.153609831029186,0.1576448976136,0.156327543424318,0.0719602977667494,0.0843672456575682,1027,1.6704011491077,1,0.00438073645186028,0.0627508434510576,0.0239053412363821,1,2,3.83135601819152,0.485260770975056,"Connector Hub"
"foxf2b",22,0,22,0,0,0.054590570719603,0,0.054590570719603,0,3.34212950626173,0.271591550843958,0.00159865397086065,0.0627508434510576,0.0239053412363821,1,2,0.146822037193472,0.607438016528926,"Peripheral"
