"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"rxraa",12,3,9,0.121212121212121,0.167385538729818,0.0356083086053412,0.00890207715133531,0.0267062314540059,104,1.37495644416414,0.101455975638116,0.00263486367838466,-0.101971907428799,0.0139385894580859,5,0,0.560882531448509,0.416666666666667,"Peripheral"
"irx7",29,0,29,0.00492610837438424,0.0053150892881545,0.086053412462908,0,0.086053412462908,0,2.44627954463786,0.36888138897903,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,2.29451944683481,0.516052318668252,"Peripheral"
"hmga1a",69,39,30,0.186274509803922,0.186753427809793,0.204747774480712,0.115727002967359,0.0890207715133531,871,3.15955783562814,0.914396923255799,0.00562989476834213,-0.101971907428799,0.0139385894580859,1,1,2.62988769057265,0.65490443184205,"Connector Hub"
"irx3a",57,0,57,0.0231829573934837,0.0188642108690451,0.169139465875371,0,0.169139465875371,0,1.2366492703541,0.881682518835105,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,2.46788313837344,0.730070791012619,"Connector"
"irx1b",49,0,49,0.0246598639455782,0.0207502547364792,0.14540059347181,0,0.14540059347181,0,1.31597331203912,0.720283079179419,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,2.98797421298933,0.667221990837151,"Connector Hub"
"rarga",6,0,6,0.0666666666666667,0.108076711760586,0.0178041543026706,0,0.0178041543026706,0,0.837396567590672,0.0366983629474824,0.00194009928026069,-0.101971907428799,0.0139385894580859,5,0,0.0407914568326182,0,"Ultra peripheral"
"pknox2",30,0,30,0.0689655172413793,0.0545178337434751,0.0890207715133531,0,0.0890207715133531,0,1.33593608363326,0.445895897750536,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,1.42770098914166,0.666666666666667,"Connector"
"sox13",37,0,37,0.027027027027027,0.023217102927953,0.109792284866469,0,0.109792284866469,0,1.5945950855144,0.527911652484487,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,3,0.497782694174344,0.733382030679328,"Connector"
"FQ377628.1",40,0,40,0.0192307692307692,0.0174386952640647,0.118694362017804,0,0.118694362017804,0,1.37119729253716,0.560020738675557,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,3,0.995565388348688,0.69625,"Connector"
"irx6a",61,0,61,0.0120218579234973,0.0100824179682898,0.181008902077151,0,0.181008902077151,0,1.1545800244043,0.778130398249716,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,1,2.95710873963008,0.559527008868584,"Connector Hub"
"zic3",7,0,7,0,0,0.0207715133531157,0,0.0207715133531157,0,12.4743544891729,0.0807975375524173,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,1,-0.642322800001616,0.448979591836735,"Peripheral"
"myod1",3,0,3,0.333333333333333,0.400629456527395,0.00890207715133531,0,0.00890207715133531,0,0.837299480866085,0.0213687491537734,0.00194009928026069,-0.101971907428799,0.0139385894580859,5,0,-0.479299617783272,0,"Ultra peripheral"
"sox21a",16,0,16,0,0,0.0474777448071217,0,0.0474777448071217,0,6.31761341256721,0.256989637870068,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,0.387518839909879,0.6640625,"Connector"
"creb5b",10,0,10,0,0,0.029673590504451,0,0.029673590504451,0,9.68756807302715,0.171524299126941,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,3,-0.497782694174345,0.7,"Connector"
"msx1a",64,0,64,0.0183531746031746,0.0182930518983459,0.189910979228487,0,0.189910979228487,0,1.06430739766968,1,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,1,2.95710873963008,0.58740234375,"Connector Hub"
"pbx1b",8,0,8,0,0,0.0237388724035608,0,0.0237388724035608,0,8.96167417265128,0.172755005321378,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,0,-0.132572234706012,0.46875,"Peripheral"
"esr1",16,0,16,0.05,0.0516612464193676,0.0474777448071217,0,0.0474777448071217,0,1.1266350710859,0.185332019771095,0.00194009928026069,-0.101971907428799,0.0139385894580859,2,0,0.387518839909879,0.6484375,"Connector"
"rxrgb",13,0,13,0.0512820512820513,0.0408767295093967,0.0385756676557863,0,0.0385756676557863,0,3.16513783192641,0.201635332744277,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,3,-8.63515325519219e-16,0.662721893491124,"Connector"
"twist1a",3,0,3,0,0,0.00890207715133531,0,0.00890207715133531,0,21.3136674681245,0.0494516647092526,0.00194009928026069,-0.101971907428799,0.0139385894580859,2,0,-0.479299617783272,0,"Ultra peripheral"
"nr3c2",4,0,4,0,0,0.0118694362017804,0,0.0118694362017804,0,20.0004148086031,0.0461746030770518,0.00194009928026069,-0.101971907428799,0.0139385894580859,2,0,-0.479299617783272,0.375,"Peripheral"
"foxg1a",30,0,30,0.0735632183908046,0.0681424059434164,0.0890207715133531,0,0.0890207715133531,0,1.22129713846458,0.417217444700258,0.00194009928026069,-0.101971907428799,0.0139385894580859,1,1,0.448414030189807,0.651111111111111,"Connector"
