source,target,coef_abs
barx1,cirbpa,0.012889248
arxb,tpt1,0.012885587
dlx5a,rplp1,0.012880503
hmga1a,hmgn2,0.012869554
hmga1a,rpl18a,0.012867331
pbx3b,tuba1a,0.012860028
msx3,ppiaa,0.012856817
rfx4,stmn1a,0.012847128
tlx3b,hmga1a,0.01283133
myod1,apoc1,0.012824877
otpa,rplp0,0.012824667
her9,tpt1,0.012822731
pbx1b,pax6a,0.012822541
arxb,rpsa,0.0128182275
nr5a1b,gli3,0.0128137395
en1b,ckmb,0.012810265
en2a,snu13b,0.012801284
hoxd11a,hmga1a,0.012798665
sox13,boc,0.012798541
tfap2b,eef1a1l1,0.012794923
sox21a,banf1,0.012789884
meox1,rpsa,0.012784372
fli1a,eef1a1l1,0.012772551
klf7b,traf4a,0.012765347
meis3,fgfr2,0.012763211
bsx,tpt1,0.012753063
nr2f1b,bcam,0.01275271
hoxc10a,hspa8,0.012751462
scrt2,serbp1a,0.012747331
rarga,pax3a,0.0127452295
sox6,emp2,0.012744038
pbx1a,tuba1a,0.012742931
tlx3b,pcna,0.012740828
pitx2,h3f3d,0.012731859
isl2a,pcna,0.012731138
etv4,nme2b.1,0.012728894
bsx,nme2b.1,0.012726934
hmga1a,rpl24,0.01272442
olig2,cdh11,0.012720933
shox2,rps6,0.012719591
foxd3,igfn1.1,0.012719527
nr2f6b,tpt1,0.01271904
tbx4,si:ch73-21g5.7,0.01271762
zic4,rpsa,0.012706772
otpa,rplp1,0.0127028385
bsx,slc6a8,0.012702634
hmga1a,ptmab,0.012701846
foxa2,slc1a3a,0.0127016995
phox2bb,hmgb2a,0.012698043
