cluster_id,block_name,block_size,avg_similarity
19_5,HQ1,74,0.5633020396403529
0_0,HQ1,74,0.5633020396403529
19_7,HQ1,74,0.5633020396403529
7_3,HQ1,74,0.5633020396403529
7_7,HQ1,74,0.5633020396403529
7_5,HQ1,74,0.5633020396403529
1_1,HQ1,74,0.5633020396403529
29_9,HQ1,74,0.5633020396403529
7_9,HQ1,74,0.5633020396403529
1_11,HQ1,74,0.5633020396403529
1_13,HQ1,74,0.5633020396403529
1_2,HQ1,74,0.5633020396403529
1_3,HQ1,74,0.5633020396403529
7_2,HQ1,74,0.5633020396403529
1_0,HQ1,74,0.5633020396403529
1_12,HQ1,74,0.5633020396403529
9_3,HQ1,74,0.5633020396403529
1_7,HQ1,74,0.5633020396403529
1_9,HQ1,74,0.5633020396403529
1_8,HQ1,74,0.5633020396403529
1_4,HQ1,74,0.5633020396403529
2_6,HQ1,74,0.5633020396403529
11_8,HQ1,74,0.5633020396403529
7_6,HQ1,74,0.5633020396403529
12_1,HQ1,74,0.5633020396403529
30_4,HQ1,74,0.5633020396403529
22_10,HQ1,74,0.5633020396403529
12_13,HQ1,74,0.5633020396403529
12_3,HQ1,74,0.5633020396403529
22_12,HQ1,74,0.5633020396403529
22_14,HQ1,74,0.5633020396403529
12_5,HQ1,74,0.5633020396403529
12_7,HQ1,74,0.5633020396403529
7_8,HQ1,74,0.5633020396403529
13_12,HQ1,74,0.5633020396403529
32_14,HQ1,74,0.5633020396403529
13_15,HQ1,74,0.5633020396403529
24_12,HQ1,74,0.5633020396403529
24_4,HQ1,74,0.5633020396403529
14_4,HQ1,74,0.5633020396403529
24_7,HQ1,74,0.5633020396403529
25_12,HQ1,74,0.5633020396403529
15_13,HQ1,74,0.5633020396403529
15_14,HQ1,74,0.5633020396403529
35_13,HQ1,74,0.5633020396403529
35_12,HQ1,74,0.5633020396403529
15_3,HQ1,74,0.5633020396403529
35_2,HQ1,74,0.5633020396403529
35_4,HQ1,74,0.5633020396403529
35_6,HQ1,74,0.5633020396403529
35_7,HQ1,74,0.5633020396403529
16_2,HQ1,74,0.5633020396403529
16_5,HQ1,74,0.5633020396403529
4_0,HQ1,74,0.5633020396403529
4_1,HQ1,74,0.5633020396403529
27_4,HQ1,74,0.5633020396403529
4_3,HQ1,74,0.5633020396403529
4_4,HQ1,74,0.5633020396403529
18_11,HQ1,74,0.5633020396403529
29_14,HQ1,74,0.5633020396403529
18_2,HQ1,74,0.5633020396403529
5_5,HQ1,74,0.5633020396403529
7_12,HQ1,74,0.5633020396403529
19_1,HQ1,74,0.5633020396403529
19_10,HQ1,74,0.5633020396403529
19_11,HQ1,74,0.5633020396403529
19_12,HQ1,74,0.5633020396403529
7_0,HQ1,74,0.5633020396403529
19_15,HQ1,74,0.5633020396403529
7_10,HQ1,74,0.5633020396403529
19_17,HQ1,74,0.5633020396403529
29_17,HQ1,74,0.5633020396403529
19_3,HQ1,74,0.5633020396403529
19_4,HQ1,74,0.5633020396403529
0_1,HQ2,77,0.43825857503675336
10_6,HQ2,77,0.43825857503675336
11_11,HQ2,77,0.43825857503675336
11_9,HQ2,77,0.43825857503675336
12_4,HQ2,77,0.43825857503675336
12_8,HQ2,77,0.43825857503675336
13_11,HQ2,77,0.43825857503675336
13_16,HQ2,77,0.43825857503675336
13_3,HQ2,77,0.43825857503675336
13_4,HQ2,77,0.43825857503675336
13_6,HQ2,77,0.43825857503675336
14_0,HQ2,77,0.43825857503675336
14_6,HQ2,77,0.43825857503675336
15_10,HQ2,77,0.43825857503675336
15_11,HQ2,77,0.43825857503675336
15_12,HQ2,77,0.43825857503675336
15_4,HQ2,77,0.43825857503675336
17_7,HQ2,77,0.43825857503675336
18_1,HQ2,77,0.43825857503675336
18_10,HQ2,77,0.43825857503675336
18_12,HQ2,77,0.43825857503675336
18_5,HQ2,77,0.43825857503675336
18_6,HQ2,77,0.43825857503675336
19_13,HQ2,77,0.43825857503675336
1_6,HQ2,77,0.43825857503675336
21_1,HQ2,77,0.43825857503675336
21_2,HQ2,77,0.43825857503675336
21_3,HQ2,77,0.43825857503675336
21_4,HQ2,77,0.43825857503675336
21_6,HQ2,77,0.43825857503675336
22_15,HQ2,77,0.43825857503675336
22_7,HQ2,77,0.43825857503675336
22_8,HQ2,77,0.43825857503675336
22_9,HQ2,77,0.43825857503675336
24_9,HQ2,77,0.43825857503675336
25_4,HQ2,77,0.43825857503675336
25_9,HQ2,77,0.43825857503675336
26_6,HQ2,77,0.43825857503675336
26_7,HQ2,77,0.43825857503675336
28_0,HQ2,77,0.43825857503675336
28_10,HQ2,77,0.43825857503675336
28_11,HQ2,77,0.43825857503675336
28_12,HQ2,77,0.43825857503675336
28_2,HQ2,77,0.43825857503675336
28_3,HQ2,77,0.43825857503675336
28_5,HQ2,77,0.43825857503675336
28_7,HQ2,77,0.43825857503675336
28_8,HQ2,77,0.43825857503675336
28_9,HQ2,77,0.43825857503675336
29_13,HQ2,77,0.43825857503675336
29_15,HQ2,77,0.43825857503675336
29_4,HQ2,77,0.43825857503675336
29_8,HQ2,77,0.43825857503675336
2_12,HQ2,77,0.43825857503675336
2_17,HQ2,77,0.43825857503675336
2_18,HQ2,77,0.43825857503675336
2_19,HQ2,77,0.43825857503675336
2_2,HQ2,77,0.43825857503675336
30_0,HQ2,77,0.43825857503675336
30_6,HQ2,77,0.43825857503675336
31_0,HQ2,77,0.43825857503675336
32_15,HQ2,77,0.43825857503675336
34_0,HQ2,77,0.43825857503675336
34_4,HQ2,77,0.43825857503675336
35_0,HQ2,77,0.43825857503675336
35_1,HQ2,77,0.43825857503675336
35_15,HQ2,77,0.43825857503675336
35_3,HQ2,77,0.43825857503675336
3_1,HQ2,77,0.43825857503675336
3_10,HQ2,77,0.43825857503675336
3_3,HQ2,77,0.43825857503675336
3_4,HQ2,77,0.43825857503675336
3_5,HQ2,77,0.43825857503675336
3_8,HQ2,77,0.43825857503675336
3_9,HQ2,77,0.43825857503675336
5_1,HQ2,77,0.43825857503675336
7_11,HQ2,77,0.43825857503675336
7_4,HQ3,71,0.4415935899188936
10_10,HQ3,71,0.4415935899188936
29_7,HQ3,71,0.4415935899188936
10_2,HQ3,71,0.4415935899188936
10_4,HQ3,71,0.4415935899188936
2_0,HQ3,71,0.4415935899188936
8_2,HQ3,71,0.4415935899188936
10_5,HQ3,71,0.4415935899188936
8_4,HQ3,71,0.4415935899188936
8_5,HQ3,71,0.4415935899188936
11_0,HQ3,71,0.4415935899188936
2_15,HQ3,71,0.4415935899188936
11_15,HQ3,71,0.4415935899188936
20_4,HQ3,71,0.4415935899188936
11_5,HQ3,71,0.4415935899188936
11_6,HQ3,71,0.4415935899188936
11_7,HQ3,71,0.4415935899188936
21_0,HQ3,71,0.4415935899188936
21_5,HQ3,71,0.4415935899188936
12_11,HQ3,71,0.4415935899188936
22_0,HQ3,71,0.4415935899188936
22_1,HQ3,71,0.4415935899188936
22_11,HQ3,71,0.4415935899188936
12_2,HQ3,71,0.4415935899188936
31_1,HQ3,71,0.4415935899188936
22_16,HQ3,71,0.4415935899188936
31_6,HQ3,71,0.4415935899188936
22_17,HQ3,71,0.4415935899188936
22_2,HQ3,71,0.4415935899188936
22_5,HQ3,71,0.4415935899188936
22_6,HQ3,71,0.4415935899188936
32_12,HQ3,71,0.4415935899188936
