"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"rxraa",33,14,19,0.0662878787878788,0.0733014318756189,0.0694736842105263,0.0294736842105263,0.04,3248,0.128567469136937,0.204627782093106,0.00483640765495998,0.042700024605734,0.0691982165488225,1,2,4.45740890415763,0.396694214876033,"Connector Hub"
"sox6",43,16,27,0.0332225913621262,0.0393665898637306,0.0905263157894737,0.0336842105263158,0.0568421052631579,1482,0.967184595984426,0.209316592918738,0.00508153377542803,0.042700024605734,0.0691982165488225,2,2,6.16387567934669,0.379664683612764,"Connector Hub"
"hmga1a",80,27,53,0.0939873417721519,0.102529053847552,0.168421052631579,0.0568421052631579,0.111578947368421,2997,0.578599676303568,1,0.00384415965908479,0.042700024605734,0.0691982165488225,4,4,4.64725068287194,0.4740625,"Connector Hub"
"gli3",9,4,5,0.111111111111111,0.078327109137392,0.0189473684210526,0.00842105263157895,0.0105263157894737,1688,0.090810437256923,0.050023479554506,0.00274419807489708,0.042700024605734,0.0691982165488225,1,2,0.404550313083613,0.444444444444444,"Peripheral"
"foxd3",38,0,38,0.0170697012802276,0.0286104751418697,0.08,0,0.08,0,0.307772405081933,0.151918776123898,0.00142708131269621,0.042700024605734,0.0691982165488225,2,2,4.244100557259,0.541551246537396,"Connector Hub"
"myog",32,0,32,0.00403225806451613,0.00623624739715048,0.0673684210526316,0,0.0673684210526316,0,0.0936083777104298,0.14952578078224,0.00142708131269621,0.042700024605734,0.0691982165488225,2,2,3.6041755165631,0.505859375,"Connector Hub"
"sox21a",51,0,51,0.0196078431372549,0.0162578457941012,0.107368421052632,0,0.107368421052632,0,0.341672641943178,0.65682297191404,0.00142708131269621,0.042700024605734,0.0691982165488225,4,4,2.29032089883545,0.529796232218378,"Peripheral"
"zic4",1,0,1,0,0,0.00210526315789474,0,0.00210526315789474,0,0.044543928198392,0.0162960522149107,0.00142708131269621,0.042700024605734,0.0691982165488225,1,2,-0.661991421409551,0,"Ultra peripheral"
"irx3a",67,0,67,0.0113071008593397,0.010581398683548,0.141052631578947,0,0.141052631578947,0,0.101950532394078,0.640833386466674,0.00142708131269621,0.042700024605734,0.0691982165488225,4,0,4.40736602064353,0.639786143907329,"Connector Hub"
"zic1",11,0,11,0.0727272727272727,0.0670574887107844,0.0231578947368421,0,0.0231578947368421,0,0.0822614753311106,0.0769861131839827,0.00142708131269621,0.042700024605734,0.0691982165488225,4,2,0.404550313083613,0.59504132231405,"Peripheral"
"pax5",14,0,14,0.021978021978022,0.0208534731674708,0.0294736842105263,0,0.0294736842105263,0,0.106747672362721,0.138800106685911,0.00142708131269621,0.042700024605734,0.0691982165488225,4,0,0.20372019876732,0.704081632653061,"Connector"
"sox5",7,0,7,0,0,0.0147368421052632,0,0.0147368421052632,0,5.47053161110859,0.0329690129845382,0.00142708131269621,0.042700024605734,0.0691982165488225,1,2,0.19124196618498,0.448979591836735,"Peripheral"
"six1b",3,0,3,0,0,0.00631578947368421,0,0.00631578947368421,0,10.9630688743291,0.00188456152954322,0.00142708131269621,0.042700024605734,0.0691982165488225,3,2,-0.235374727612286,0,"Ultra peripheral"
"meis3",30,0,30,0.00689655172413793,0.00608905601854693,0.0631578947368421,0,0.0631578947368421,0,0.113799748489298,0.154828312328951,0.00142708131269621,0.042700024605734,0.0691982165488225,1,2,2.96425047586721,0.557777777777778,"Connector Hub"
"rarga",4,0,4,0.5,0.592943876433217,0.00842105263157895,0,0.00842105263157895,0,0.0774339722474821,0.0396196048610582,0.00142708131269621,0.042700024605734,0.0691982165488225,1,2,-0.0220663807136528,0,"Ultra peripheral"
"meis1a",24,2,22,0.0395256916996047,0.0456361084398427,0.0505263157894737,0.00421052631578947,0.0463157894736842,2322,0.127007449116057,0.0977663555004122,0.00198028533994375,0.042700024605734,0.0691982165488225,1,2,2.32432543517131,0.517958412098299,"Peripheral"
"nr6a1b",10,0,10,0,0,0.0210526315789474,0,0.0210526315789474,0,1.43903765738138,0.0502768233059899,0.00142708131269621,0.042700024605734,0.0691982165488225,1,2,0.404550313083613,0.56,"Peripheral"
