"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"hmga1a",73,27,46,0.111111111111111,0.116738054245617,0.176755447941889,0.0653753026634383,0.11138014527845,2961,0.3528054901355,1,0.00498526498427714,-0.0427241576412576,0.0571660390659411,2,2,4.29801835325171,0.427083333333334,"Connector Hub"
"sox21a",47,0,47,0.0185013876040703,0.0177816167109468,0.113801452784504,0,0.113801452784504,0,0.297887347128109,0.597046642166571,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.69719708528083,0.588501584427343,"Peripheral"
"rfx4",14,0,14,0,0,0.0338983050847458,0,0.0338983050847458,0,2.91687802729462,0.0712177078109738,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,0.98734410674561,0.520408163265306,"Peripheral"
"nr2f6b",18,0,18,0.0261437908496732,0.0284213191787113,0.0435835351089588,0,0.0435835351089588,0,0.193148691518607,0.122905020339548,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,1.91983576311647,0.450617283950617,"Peripheral"
"pbx3b",8,0,8,0.0357142857142857,0.0270540833609574,0.0193704600484262,0,0.0193704600484262,0,0.116284150904826,0.0414102738216893,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,0.521098278560183,0.21875,"Peripheral"
"sox11b",47,3,44,0.0231884057971014,0.0258439007303011,0.113801452784504,0.00726392251815981,0.106537530266344,735,0.328297873734993,0.632691242577521,0.00199660417629921,-0.0427241576412576,0.0571660390659411,2,2,1.48913138384316,0.609640831758034,"Peripheral"
"msx1b",16,1,15,0.0583333333333333,0.0486818293921196,0.0387409200968523,0.00242130750605327,0.036319612590799,60,0.186416733126943,0.126253359378538,0.00173858071378727,-0.0427241576412576,0.0571660390659411,2,3,0.822820944175485,0.6484375,"Connector"
"zic1",7,0,7,0,0,0.0169491525423729,0,0.0169491525423729,0,5.61059634731214,0.0555805383077528,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,3,-0.36416165036338,0.693877551020408,"Connector"
"meis3",12,0,12,0.0606060606060606,0.0595591311563465,0.0290556900726392,0,0.0290556900726392,0,0.12742432009063,0.0468922482364592,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,1.22046702083832,0.291666666666667,"Peripheral"
"irx3a",77,3,74,0.037593984962406,0.0378818399940661,0.186440677966102,0.00726392251815981,0.179176755447942,1468,0.213469289817788,0.65134826293738,0.00185091737398337,-0.0427241576412576,0.0571660390659411,2,3,6.52033739796203,0.684769775678867,"Connector Hub"
"rarga",3,0,3,0,0,0.00726392251815981,0,0.00726392251815981,0,10.4964401585613,0.0375716348509206,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,3,-0.601558169271153,0.666666666666667,"Connector"
"irx1b",67,0,67,0.0402532790592492,0.0362691570726593,0.162227602905569,0,0.162227602905569,0,0.192169552832211,0.722396204965369,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,2.84155844318802,0.591222989529962,"Connector Hub"
"myog",9,0,9,0,0,0.0217917675544794,0,0.0217917675544794,0,4.90118154449896,0.0922687592613391,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,-0.411393377810672,0.641975308641975,"Connector"
"foxd1",36,0,36,0.0396825396825397,0.033485866804418,0.0871670702179177,0,0.0871670702179177,0,0.305307889710614,0.339005293415263,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.17703283168666,0.533950617283951,"Peripheral"
"hmx2",8,0,8,0,0,0.0193704600484262,0,0.0193704600484262,0,5.7497769517776,0.0571617002224381,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,3,0.348027906359939,0.5625,"Peripheral"
"pax7a",14,6,8,0.131868131868132,0.168478439958521,0.0338983050847458,0.0145278450363196,0.0193704600484262,74,3.72445577814546,0.172971515240853,0.00218142694868864,-0.0427241576412576,0.0571660390659411,2,3,0.110631387452166,0.73469387755102,"Connector"
"hey2",20,0,20,0.0210526315789474,0.0238233373429745,0.0484261501210654,0,0.0484261501210654,0,0.213373891988959,0.171216661831339,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.136704324498305,0.53,"Peripheral"
"sox11a",59,23,36,0.0555230859146698,0.0586998041293792,0.142857142857143,0.0556900726392252,0.0871670702179177,2582,0.329680713453486,0.420902798663528,0.00749099630904408,-0.0427241576412576,0.0571660390659411,2,1,4.71731073222903,0.688307957483482,"Connector Hub"
"irx6a",30,0,30,0,0,0.0726392251815981,0,0.0726392251815981,0,1.65380717749107,0.25543014217189,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.17703283168666,0.388888888888889,"Peripheral"
"etv4",42,0,42,0.0232288037166086,0.0243536752565627,0.101694915254237,0,0.101694915254237,0,0.206239389984291,0.447842801386162,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.69719708528083,0.507936507936508,"Peripheral"
"hmx4",40,0,40,0,0,0.0968523002421307,0,0.0968523002421307,0,1.14470841501896,0.325786464373218,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,2.11332848815617,0.34375,"Peripheral"
"tbx2a",10,0,10,0,0,0.0242130750605327,0,0.0242130750605327,0,4.33339948412092,0.095686044854972,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,1.43613186269652,0.42,"Peripheral"
"dbx1b",6,0,6,0,0,0.0145278450363196,0,0.0145278450363196,0,7.33079608127604,0.0652762416274353,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.799591331971212,0.444444444444444,"Peripheral"
"lin28a",3,0,3,0,0,0.00726392251815981,0,0.00726392251815981,0,13.6611680328723,0.0300526732303939,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,-0.483450330016649,0.444444444444444,"Peripheral"
"zic2a",4,0,4,0,0,0.00968523002421308,0,0.00968523002421308,0,10.51169733796,0.0289619679480278,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,0,-0.867366768559281,0.625,"Connector"
"meis2a",13,0,13,0.0769230769230769,0.0897604530190226,0.0314769975786925,0,0.0314769975786925,0,0.0983530203605567,0.0773043441166371,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,1.22046702083832,0.378698224852071,"Peripheral"
"hoxb3a",15,4,11,0.0549450549450549,0.0547458218323077,0.036319612590799,0.00968523002421308,0.026634382566586,872,0.127056743163884,0.0446641465826702,0.00464589125198507,-0.0427241576412576,0.0571660390659411,3,1,1.45358993493104,0.36734693877551,"Peripheral"
"nr6a1b",11,0,11,0.0909090909090909,0.0794090877960423,0.026634382566586,0,0.026634382566586,0,0.133844812826558,0.0474113242837399,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,1.22046702083832,0.165289256198347,"Peripheral"
"gsx2",34,0,34,0.0374331550802139,0.0351987536177831,0.0823244552058111,0,0.0823244552058111,0,0.302690541198866,0.37544382524079,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.69719708528083,0.304498269896194,"Peripheral"
"vax2",8,0,8,0,0,0.0193704600484262,0,0.0193704600484262,0,5.68564801493814,0.0531539519105971,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,-0.411393377810672,0.6875,"Connector"
"foxn3",10,0,10,0,0,0.0242130750605327,0,0.0242130750605327,0,4.16986632672026,0.0603468109023525,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,0,0.66829898561125,0.66,"Connector"
"foxg1d",18,0,18,0.0065359477124183,0.00628786659148741,0.0435835351089588,0,0.0435835351089588,0,1.33639785576621,0.122495227980061,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,2,0.0326714737794693,0.512345679012346,"Peripheral"
"foxp1b",20,0,20,0,0,0.0484261501210654,0,0.0484261501210654,0,2.6473880480352,0.114295619920116,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,1,0.98734410674561,0.695,"Connector"
"pax2a",6,0,6,0.133333333333333,0.163548711589727,0.0145278450363196,0,0.0145278450363196,0,2.7697108947794,0.0277209968714334,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,0.66829898561125,0.277777777777778,"Peripheral"
"rxraa",17,0,17,0.0294117647058824,0.0269680013670719,0.0411622276029056,0,0.0411622276029056,0,0.0996403329384138,0.032597810425211,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,2.15295867720918,0.304498269896194,"Peripheral"
"sox13",13,3,10,0.0769230769230769,0.0669934442890725,0.0314769975786925,0.00726392251815981,0.0242130750605327,121,0.111568002299127,0.067934429158829,0.00203139807325078,-0.0427241576412576,0.0571660390659411,1,1,0.287975364467469,0.686390532544379,"Connector"
"gsx1",4,0,4,0,0,0.00968523002421308,0,0.00968523002421308,0,11.2006419491124,0.00988099268567429,0.00157467444757133,-0.0427241576412576,0.0571660390659411,3,1,-0.411393377810672,0.375,"Peripheral"
"her9",18,3,15,0.124183006535948,0.108261463644596,0.0435835351089588,0.00726392251815981,0.036319612590799,135,2.82721819843261,0.180343102268609,0.00163171006627583,-0.0427241576412576,0.0571660390659411,2,2,0.136704324498305,0.450617283950617,"Peripheral"
"pax6b",21,0,21,0.00952380952380952,0.0112021687506762,0.0508474576271186,0,0.0508474576271186,0,0.12407399739531,0.148643190685035,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.24073717521714,0.517006802721088,"Peripheral"
"nr2f1b",27,0,27,0.0199430199430199,0.0235809087722146,0.0653753026634383,0,0.0653753026634383,0,0.190877850410244,0.107816129412134,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,3.78481907585817,0.375857338820302,"Connector Hub"
"en2b",48,2,46,0.0292553191489362,0.0285029373771053,0.116222760290557,0.00484261501210654,0.11138014527845,169,0.296938468846244,0.350485016333137,0.00185400705005487,-0.0427241576412576,0.0571660390659411,2,2,2.11332848815617,0.516493055555556,"Peripheral"
"tbx2b",8,0,8,0,0,0.0193704600484262,0,0.0193704600484262,0,6.1911612159312,0.0655186997495961,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,1.05221542415388,0.375,"Peripheral"
"klf7b",5,0,5,0,0,0.0121065375302663,0,0.0121065375302663,0,9.43559168401675,0.0144293210916727,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,0,-0.0995338914740157,0.56,"Peripheral"
"neurod4",10,3,7,0.0888888888888889,0.0802817330774054,0.0242130750605327,0.00726392251815981,0.0169491525423729,303,5.21457912263674,0.0722506997421115,0.00180042670729252,-0.0427241576412576,0.0571660390659411,1,1,0.521098278560183,0.42,"Peripheral"
"fli1a",8,0,8,0.178571428571429,0.168673593616954,0.0193704600484262,0,0.0193704600484262,0,0.195603229377747,0.0384056046815718,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,0.754221192652897,0,"Ultra peripheral"
"rx1",44,0,44,0,0,0.106537530266344,0,0.106537530266344,0,1.1360345787841,0.334562352029812,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,2.00929563743734,0.47004132231405,"Peripheral"
"foxi2",12,0,12,0,0,0.0290556900726392,0,0.0290556900726392,0,0.115324651626747,0.093859412318796,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,0.284382547068617,0.625,"Connector"
"nr3c2",11,0,11,0,0,0.026634382566586,0,0.026634382566586,0,4.76892113932215,0.0850720337305116,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.383459929095871,0.429752066115702,"Peripheral"
"nkx3-1",3,0,3,0,0,0.00726392251815981,0,0.00726392251815981,0,14.877675085948,0.0389159808190198,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,-0.644516291903386,0.444444444444444,"Peripheral"
"ascl1a",15,0,15,0,0,0.036319612590799,0,0.036319612590799,0,3.25241410518268,0.144250836369648,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.0713613769393659,0.426666666666667,"Peripheral"
"barx1",9,0,9,0,0,0.0217917675544794,0,0.0217917675544794,0,5.15939781551819,0.0700626253048008,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,3,0.110631387452166,0.493827160493827,"Peripheral"
"barhl2",28,0,28,0.0343915343915344,0.02976754902266,0.0677966101694915,0,0.0677966101694915,0,0.31159266159529,0.245982292062642,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.86493427953015,0.451530612244898,"Peripheral"
"mafba",5,0,5,0.1,0.0858856484816697,0.0121065375302663,0,0.0121065375302663,0,0.258060215680406,0.0496974338020155,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,3,-0.126765131455607,0.56,"Peripheral"
"rx3",13,0,13,0,0,0.0314769975786925,0,0.0314769975786925,0,4.33339862031695,0.121882778749436,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.279427078377036,0.485207100591716,"Peripheral"
"foxb1a",19,0,19,0.0701754385964912,0.0744930793166376,0.0460048426150121,0,0.0460048426150121,0,0.258959019491356,0.196420823800707,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.0326714737794693,0.542936288088643,"Peripheral"
"thrab",9,0,9,0.111111111111111,0.122986648085193,0.0217917675544794,0,0.0217917675544794,0,0.192997352014571,0.0801892658037991,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,0.284382547068617,0.592592592592593,"Peripheral"
"en1b",13,0,13,0.102564102564103,0.101838364650588,0.0314769975786925,0,0.0314769975786925,0,0.219826146752598,0.116525889476944,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.279427078377036,0.485207100591716,"Peripheral"
"meis1a",8,1,7,0.142857142857143,0.115418329456372,0.0193704600484262,0.00242130750605327,0.0169491525423729,183,0.103238748876791,0.0464572220415207,0.00168686882202109,-0.0427241576412576,0.0571660390659411,1,1,0.0548524503747554,0.448979591836735,"Peripheral"
"msx1a",35,0,35,0.00504201680672269,0.00419253651475373,0.0847457627118644,0,0.0847457627118644,0,0.918114532251149,0.191364712174498,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,1.17703283168666,0.517551020408163,"Peripheral"
"meox1",20,0,20,0,0,0.0484261501210654,0,0.0484261501210654,0,2.79553334378826,0.163546933000643,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.44880287665481,0.34,"Peripheral"
"tp53",9,0,9,0.0555555555555556,0.0571843286818108,0.0217917675544794,0,0.0217917675544794,0,0.22004975112745,0.0865693349774699,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,-0.0995338914740157,0.567901234567901,"Peripheral"
"bhlhe22",6,0,6,0,0,0.0145278450363196,0,0.0145278450363196,0,8.9147685412064,0.0542379850757431,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.799591331971212,0.5,"Peripheral"
"pknox2",11,1,10,0.0909090909090909,0.0790325339049372,0.026634382566586,0.00242130750605327,0.0242130750605327,998,0.195343475523347,0.0524163940913928,0.00219726029253199,-0.0427241576412576,0.0571660390659411,1,1,1.22046702083832,0.165289256198347,"Peripheral"
"hoxa13a",5,0,5,0,0,0.0121065375302663,0,0.0121065375302663,0,10.8023281220778,0.0444686550882972,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.799591331971212,0.32,"Peripheral"
"rorb",14,0,14,0,0,0.0338983050847458,0,0.0338983050847458,0,3.62272486108757,0.123531519956031,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,0,-0.0995338914740157,0.683673469387755,"Connector"
"her6",18,0,18,0,0,0.0435835351089588,0,0.0435835351089588,0,2.78118891757347,0.119356490188671,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.24073717521714,0.376543209876543,"Peripheral"
"hoxb5b",16,0,16,0.075,0.0932178403338446,0.0387409200968523,0,0.0387409200968523,0,0.228647285169641,0.16311861070244,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,0.24073717521714,0.2265625,"Peripheral"
"msx3",18,0,18,0,0,0.0435835351089588,0,0.0435835351089588,0,2.80156940556216,0.0664311908143407,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,3,2.95938961434544,0.197530864197531,"Connector Hub"
"raraa",11,1,10,0.181818181818182,0.181475142184997,0.026634382566586,0.00242130750605327,0.0242130750605327,897,0.166933981403679,0.0930528062720975,0.00185720679193351,-0.0427241576412576,0.0571660390659411,2,1,0.0548524503747554,0.677685950413223,"Connector"
"hoxb2a",16,0,16,0.0583333333333333,0.0550695990903712,0.0387409200968523,0,0.0387409200968523,0,0.2697595934874,0.144042943841915,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,2,-0.279427078377036,0.609375,"Peripheral"
"irx7",12,0,12,0,0,0.0290556900726392,0,0.0290556900726392,0,0.108100415507243,0.0551777555343337,0.00157467444757133,-0.0427241576412576,0.0571660390659411,2,3,0.822820944175485,0.597222222222222,"Peripheral"
"neurod1",2,0,2,0,0,0.00484261501210654,0,0.00484261501210654,0,18.3929461285874,0.00461839897790617,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,-0.644516291903386,0,"Ultra peripheral"
"pax6a",24,7,17,0.0507246376811594,0.0493979087252498,0.0581113801452785,0.0169491525423729,0.0411622276029056,820,0.157452550645698,0.0911701070646316,0.0027821488851491,-0.0427241576412576,0.0571660390659411,1,1,2.85232741948732,0.46875,"Connector Hub"
"sox6",17,3,14,0.0333333333333333,0.0307740065454215,0.0411622276029056,0.00726392251815981,0.0338983050847458,130,0.0902489973537199,0.100548875887787,0.00200262828286711,-0.0427241576412576,0.0571660390659411,1,1,0.754221192652897,0.625,"Connector"
"esr1",2,0,2,0,0,0.00484261501210654,0,0.00484261501210654,0,22.6645645131984,0.00751573097001972,0.00157467444757133,-0.0427241576412576,0.0571660390659411,1,1,-0.644516291903386,0,"Ultra peripheral"
