source,target,coef_abs
hmga1a,hmgb2b,0.11370885
hmga1a,rrm2,0.09367642
sox21a,id1,0.07596332
rfx4,tenm4,0.07177849
nr2f6b,si:ch73-21g5.7,0.069703855
pbx3b,cep131,0.067587316
sox11b,mdka,0.066360876
msx1b,mdkb,0.06493009
zic1,histh1l,0.062296316
meis3,tenm4,0.059983153
irx3a,pax3a,0.059510823
rarga,tenm4,0.05839815
sox11b,id1,0.05800391
irx1b,mdka,0.057811778
myog,apoc1,0.055392742
irx3a,pax7a,0.0551333
hmga1a,rplp0,0.055079166
sox21a,si:ch73-21g5.7,0.054594643
foxd1,histh1l,0.053938635
hmga1a,stmn1a,0.053864386
hmga1a,rplp1,0.05383934
irx3a,rrm2,0.052770704
irx3a,mdka,0.051155824
sox21a,nucks1a,0.05077265
hmga1a,apoc1,0.05054777
irx3a,tenm4,0.05046375
foxd1,rpl3,0.049063157
hmga1a,eef2b,0.047832668
irx3a,nucks1a,0.04719706
hmx2,tenm4,0.047193386
hmga1a,marcksl1a,0.04699826
irx1b,mcm2,0.046240926
pax7a,mdka,0.046173956
hey2,rpl3,0.046149835
sox11b,nucks1a,0.0460177
sox11a,dla,0.045942686
hmga1a,hsp90ab1,0.045361593
irx6a,rbm28,0.044872526
hmga1a,si:ch73-21g5.7,0.04462168
hmga1a,rpl12,0.04394262
etv4,rpl3,0.04307029
sox11b,dla,0.042896867
hmx4,snu13b,0.042841014
hmga1a,rps6,0.042256795
tbx2a,nucks1a,0.041933183
dbx1b,rpl3,0.04169083
lin28a,nucks1a,0.041614074
irx1b,rrm2,0.041505344
irx1b,stmn1a,0.04137715
zic2a,histh1l,0.041111387
meis2a,cep131,0.04079917
hmga1a,rps2,0.040734716
etv4,hspa8,0.040699556
irx6a,mcm2,0.03993719
hoxb3a,tenm4,0.03963416
nr6a1b,slc1a3a,0.039627478
sox11b,hspa8,0.039490297
sox21a,mdka,0.039318625
gsx2,marcksl1a,0.039186392
hmga1a,rpl18a,0.039150614
hmga1a,hmgn2,0.039137132
sox11b,lrrn1,0.039016522
vax2,cep131,0.03886357
irx3a,rbm28,0.038853522
sox21a,rps20,0.038788803
foxn3,id1,0.038636006
etv4,tpt1,0.038534913
hmga1a,rpl7a,0.038245935
foxg1d,cep131,0.038118295
foxp1b,rnf220a,0.03806271
pax2a,pax5,0.038040716
sox11b,rps20,0.03792832
rxraa,apoc1,0.037537653
sox11b,ppiaa,0.03730979
irx1b,si:ch211-121a2.2,0.03709163
irx1b,rps20,0.036659837
foxn3,cdon,0.03658482
hmga1a,prmt1,0.036375523
sox13,cdon,0.0362795
hmga1a,tuba8l4,0.036187824
hmga1a,ptmab,0.03607695
