,Total_IC,Motif_Length,IC_per_Position,Max_Deviation_Ratio,Peak_to_Median_Ratio,Percentile_90_Ratio,Binarity_Score,Gini_Index,Discrete_MI,CV,STD
M08130_2.00,11.736238789704128,11,1.0669307990640116,0.585051032967208,6.254369297229554,3.5253374756717704,0.5216049382716049,0.4515416331059833,0.30056665964557944,6.277951570238118,1.2801132705152003
M09600_2.00,9.104574085108105,10,0.9104574085108105,0.5968327507186012,4.330949731486896,2.245374411902102,0.5216049382716049,0.45064757722684184,0.3655253822954626,2.407933850743717,0.7881031588706559
M03539_2.00,22.067425025284134,17,1.2980838250167137,0.5587519728422713,4.927966418131229,2.869420655356305,0.4444444444444444,0.44503229753654616,0.36217031566721203,2.794737088154431,1.0540024615885182
M06313_2.00,7.819679005077228,8,0.9774598756346535,0.5873867542062425,3.999712207605237,3.192394839253262,0.308641975308642,0.4429418116941048,0.38473189653311235,1.8015381076907928,1.3731351221134995
M05803_2.00,17.91616034432745,21,0.8531504925870215,0.6030570045035649,5.4615017901012,2.919965402097607,0.4444444444444444,0.43833686846930564,0.35396753639883693,1.5527385387512083,1.0181830798594675
M05779_2.00,11.0099756759815,9,1.2233306306646112,0.6015835811788597,5.328401803054302,2.5086762253519663,0.6944444444444444,0.43774743579001957,0.3321986956687427,4.712602863473072,0.8753298739923969
M05897_2.00,9.449172854298212,10,0.9449172854298211,0.6039221795706762,4.002073717125483,2.7368539874655573,0.19753086419753085,0.4367052664198235,0.37631303078436384,1.719153172440134,1.1962159549473426
M05785_2.00,12.45032159419552,10,1.245032159419552,0.608391672913461,5.267667152738185,2.774072480773413,0.4444444444444444,0.4351971777186494,0.3716003711803651,26.644530032015197,0.9378640271711599
M02522_2.00,8.682284819687474,8,1.0852856024609343,0.5037642751194216,3.190851840603592,2.586981830336178,0.15123456790123457,0.4349392833314261,0.3848434011270663,1.4272530614456074,1.2745162273400836
M04157_2.00,16.367937351469827,12,1.3639947792891522,0.6950382278039359,4.059319684281925,1.9487875453555423,0.6049382716049383,0.43168226004401344,0.35542133249663854,5.678753496724801,1.4457494966932842
M09058_2.00,9.173568398872664,13,0.7056591076055896,0.5073137701105683,3.4756061956608644,2.4103965472764752,0.15123456790123457,0.43135865544270213,0.41604953862649485,5.472047663789812,1.64553067832032
M04174_2.00,10.502683955669617,10,1.0502683955669618,0.5999933058603443,4.193465321650145,2.3581536541876207,0.5216049382716049,0.42938286821716926,0.34217830254993736,4.085062424041221,1.4337160869102368
M10816_2.00,17.426538587522945,13,1.3405029682709957,0.5584524084423914,3.1403510075029915,1.94510839467699,0.308641975308642,0.4248797636880026,0.3749997706178963,4.045629631758374,0.7277697560422786
M03731_2.00,20.24462327148183,13,1.55727871319091,0.5956517813361564,3.6107481746174575,2.350478470563734,0.19753086419753085,0.42275572570552983,0.40859082129762203,12.281380402524551,1.4440501658773985
M09057_2.00,12.834856205536807,13,0.987296631195139,0.6794323705941286,4.818122798282518,2.066060351028698,0.7901234567901234,0.4222812464257576,0.3295808503474847,4.094790868388277,1.2436779198524532
M10092_2.00,9.879513690118076,9,1.0977237433464528,0.5628487984410332,3.084469290183595,2.1952215759153555,0.11111111111111116,0.42181222538130997,0.41452588904714827,3.6136214746019037,0.8212475155699992
M05392_2.00,8.856728463861673,9,0.9840809404290748,0.6005865169219643,3.2496516205539745,2.183914852506854,0.3734567901234568,0.42169489352382517,0.3942215863274467,2.653696002074705,1.1394902661590072
M03413_2.00,24.747150536741593,17,1.4557147374553878,0.5148648995081563,2.9613300122216164,2.3156988857420386,0.11111111111111116,0.41816791636502015,0.4295787227074008,2.211415827737402,0.9183373609341575
M04021_2.00,16.415274993377555,11,1.4922977266706867,0.5370037006501216,4.3406304144873245,3.034242057668207,0.3734567901234568,0.4180480864466833,0.3787968287835862,4.188700747714364,1.5068990718124147
M06063_2.00,16.391465939713516,13,1.260881995362578,0.5342956302482763,4.342591817538925,2.7335396073477045,0.308641975308642,0.41565061907062345,0.3832883196356748,4.024526196870655,1.207372065780038
M05588_2.00,15.46578371229506,15,1.0310522474863373,0.6023848013669924,4.463743644593796,2.6389498218956247,0.4444444444444444,0.41495396221849534,0.37416993892899075,1.2129105212582438,1.008972014725465
M06010_2.00,14.574271253738994,8,1.8217839067173742,0.5360022668818579,3.619707829135378,2.4799512978353735,0.19753086419753085,0.414748374036748,0.4047937631319322,3.010852742897494,1.0840315935133682
M09419_2.00,9.80799350076261,12,0.8173327917302174,0.6281700900040406,5.409878124237867,2.8270780430941396,0.5216049382716049,0.4145215812504809,0.33724482016040946,1.2711495007275133,0.868700026505112
M04417_2.00,20.639833317084808,15,1.3759888878056539,0.5605908631904827,4.344914940022155,2.897635219441981,0.4444444444444444,0.41448114631314675,0.37069025263726446,2.3214977258950635,1.1871341932455106
M01720_2.00,7.800522488529933,10,0.7800522488529933,0.5272263964689297,4.720875702255408,2.9580781916257237,0.19753086419753085,0.4126927587657169,0.38910858629841755,4.3535030748033705,0.7219075065735765
M03528_2.00,20.620159232407293,13,1.586166094800561,0.5035322611967049,3.0568145278653414,2.397901916472243,0.25,0.4111774064329476,0.4191629981021076,4.5891905377916755,1.0384747706119415
M03072_2.00,12.262990496815288,10,1.2262990496815287,0.5630459172673766,4.816464649106577,2.3496437236349714,0.6049382716049383,0.4077230163057336,0.35911710526873825,8.259928906145719,1.3422170416539754
M00453_2.00,3.6864512148582205,10,0.36864512148582207,0.5473694747879176,3.0141288825449863,2.301197902179258,0.15123456790123457,0.40772135065141485,0.41057237868226615,2.455880281798452,0.9849189720411841
M07994_2.00,10.42337108249373,15,0.6948914054995821,0.557355106969511,3.3418500673751685,2.389957003468874,0.3734567901234568,0.40460659176327246,0.4010826888879318,6.495648326242746,1.343688947551348
M00621_2.00,6.370660506634573,10,0.6370660506634573,0.6560680192439201,4.837836456190293,2.671306471520752,0.6049382716049383,0.40308534114718325,0.3527504793544227,3.313643307193337,1.1531209482108273
M10805_2.00,11.917625257624172,13,0.9167404044326286,0.5246568474509066,4.645514257415098,2.2250527087821643,0.6944444444444444,0.4028396169063013,0.34787154897453937,4.517055596717664,0.8424907975524807
M09000_2.00,14.417835898451944,9,1.6019817664946605,0.5371099682151211,3.524437645815382,1.9244782089319312,0.3734567901234568,0.3974408635481546,0.38199036094110767,2.2703453828973577,0.7649422580859883
M03591_2.00,15.755757379083361,12,1.3129797815902802,0.5554850331486034,3.768368868724035,2.3394988824612355,0.308641975308642,0.3972710129819565,0.405347874059283,1.2978043693403571,0.8692907510790202
M01306_2.00,2.3847684065303163,10,0.23847684065303162,0.5608946028130836,4.011442525697443,2.1909804002104627,0.4444444444444444,0.396669499044636,0.3716003711803651,4.860336043912352,0.6859687612317595
M06453_2.00,9.589261546745124,8,1.1986576933431405,0.5240861931686643,2.501620181539038,2.352831583429636,0.0771604938271605,0.3958015461983916,0.40216456110212534,2.6468863237798734,0.9708897956505148
M09441_2.00,22.80331372361736,22,1.0365142601644255,0.6772014986233542,3.555390667760492,1.8536504379756749,0.5216049382716049,0.3949729049637843,0.3686927789847621,10.97148146610123,0.9342965167217228
M00132_2.00,8.567450030578312,10,0.8567450030578312,0.5242401047838864,2.872700251193012,2.086088174041377,0.19753086419753085,0.3935421900056494,0.40577943222407226,1.0951976449463046,0.49101649716045437
M00210_2.00,5.815883132952113,9,0.6462092369946792,0.616682814519985,2.4215871267809446,2.01065833282347,0.012345679012345734,0.3917767125441657,0.4191027490249687,1.9055677718706716,1.0197496911560768
M02249_2.00,4.339504398016494,10,0.43395043980164943,0.5145155822548786,2.8811971075492573,2.086246991470826,0.19753086419753085,0.3889849612186895,0.4142238186450854,5.726461879573093,0.6108447081783173
M03371_2.00,23.27169280152326,17,1.3689231059719564,0.6332280869178268,4.0844653873407815,1.9473206189877321,0.6944444444444444,0.3872913250884836,0.3429221503171534,6.933587741286485,1.3019584982415324
M01909_2.00,4.268779894183465,7,0.6098256991690665,0.5727832738194574,4.380819824838616,2.4485968992095946,0.5216049382716049,0.3851133409678665,0.36994640487004843,2.0814056198584496,0.9970840483524495
M09430_2.00,12.75967221677448,14,0.9114051583410342,0.5633903906232586,3.195751390002816,2.480366228245518,0.3734567901234568,0.38436661007545975,0.39925696890652224,2.7025767822814424,1.30598090328709
M05719_2.00,15.394657343631701,16,0.9621660839769813,0.6847955314920017,4.983948149086847,2.034530364260959,0.6944444444444444,0.38375681345099233,0.29600510113965967,17.538170136742277,1.215761684364199
M05682_2.00,17.38108025374828,14,1.2415057324105914,0.592130074564408,3.8842530686458434,2.0419075842910517,0.5216049382716049,0.3833930831012249,0.3559934265927618,1.030423385732544,1.0095824813039815
M00199_2.00,4.676764509520933,9,0.5196405010578815,0.5649422574841553,3.118925260302843,2.227497901291081,0.25,0.3828940683661126,0.4104165412790316,3.9550965347566405,1.4613788302135455
M09504_2.00,19.770024911554394,20,0.9885012455777197,0.5946686375329889,3.573715517717309,2.4006033553538404,0.25,0.3826932771855589,0.37942079319248223,3.9378975510672896,1.6740486722243715
M09382_2.00,8.824497758685636,12,0.735374813223803,0.5122372455133434,2.814489022443086,1.8639343334876248,0.19753086419753085,0.3823863700079718,0.39005260427814886,1.666803289856401,1.0610852481407131
M04248_2.00,21.930966759480356,20,1.0965483379740177,0.579024139639304,3.171554639885784,1.9536526593893302,0.308641975308642,0.38168667184674837,0.39249206946809045,3.7910317824795117,0.8432967091786936
M00813_2.00,8.847497583157512,10,0.8847497583157512,0.5565615167789251,2.588928560184601,2.2074997728460475,0.012345679012345734,0.3813719750228841,0.4412064220855715,5.075319632756492,1.3156109680348367
M04399_2.00,24.184314495991543,21,1.1516340236186449,0.5753307906441456,3.500572769978129,2.285349662247233,0.3734567901234568,0.38078634909986386,0.39347835335618825,5.527579626501974,1.3049745423280015
M05416_2.00,17.07875116517161,15,1.1385834110114408,0.5144284622308771,3.1205225845489695,2.2547041299729664,0.15123456790123457,0.3801673122407438,0.43193220397565296,12.08129068138809,1.0947095966764533
M08075_2.00,16.328082789645737,19,0.8593727784024072,0.5297875613049008,2.87628417001063,2.3808293424131013,0.0771604938271605,0.3800755747642509,0.4254097406581029,0.984902241750356,1.028231203581021
M00294_2.00,8.251507127503041,8,1.0314383909378801,0.5592133421516681,2.384932958941981,2.239056053125155,0.04938271604938271,0.3778310698170119,0.42874889101849517,1.8539258794797269,1.27487280655769
M04894_2.00,12.351457898043126,18,0.6861921054468403,0.5529686265756684,2.5720708467548454,2.2585398851381813,0.19753086419753085,0.3770315034300926,0.4184890038164365,6.371393996278093,1.600047588787239
M10577_2.00,6.678640177538599,10,0.6678640177538598,0.6768500635862117,3.052371907019158,1.9183001990524078,0.15123456790123457,0.37338399631723485,0.39842713721761663,2.2105392138265234,0.9197433689860817
M09563_2.00,9.406709158986022,10,0.9406709158986022,0.6216093446749932,3.3533674352808727,1.8887967341828493,0.3734567901234568,0.3730271878793289,0.3793245900704287,18.922473040403833,1.3162781231631877
M05772_2.00,20.44153722065864,15,1.3627691480439093,0.5209798018690056,2.3460374118234317,1.757048326215547,0.04938271604938271,0.369769103562772,0.4296749258294541,7.207121961671248,1.3241503823121228
M00539_2.00,5.083323901149638,9,0.5648137667944042,0.5348652409028586,3.123544349539285,2.281213539315562,0.15123456790123457,0.36820202324174633,0.42092846900637815,7.8516815160772815,1.1018828154624258
M00336_2.00,13.545741462855817,8,1.6932176828569772,0.541549797090719,2.33753996195957,2.132281246667531,0.012345679012345734,0.3656092230399621,0.4390087782205538,0.7001277811185223,0.8881458268897071
M02428_2.00,2.435357310588432,10,0.2435357310588432,0.6267026409698541,3.045485557538501,2.042046202983996,0.308641975308642,0.36520065789232753,0.4082291166143779,5.709365246192271,1.302632381944983
M06184_2.00,19.48038706366069,14,1.3914562188329065,0.5288485595155107,2.3348740587795267,1.936402604572686,0.02777777777777779,0.36369918998317624,0.43656931303061225,4.777017589266796,0.6872085275893746
M09755_2.00,9.656219202298285,9,1.0729132446998095,0.6597570816459611,3.3595561119033155,2.116711633798589,0.4444444444444444,0.36167497659819225,0.38077838616823034,3.7764357656159766,1.8452839733860202
M08457_2.00,8.148583869443126,8,1.0185729836803907,0.5365226901975094,2.7705488016658233,2.113843544694539,0.0771604938271605,0.35866412840569295,0.4100446173954235,1.6397056671547776,0.9794449978538603
M07814_2.00,13.1054965645707,19,0.6897629770826684,0.504914311392173,3.36152651620171,1.8094655458455222,0.15123456790123457,0.35852472738762003,0.3665656033972472,1.4210788757715322,0.8280568741647045
M07988_2.00,14.735202166476823,15,0.9823468110984549,0.5169832888883629,2.855929921341244,2.215225564652063,0.19753086419753085,0.3561902360512768,0.42540974065810294,1.0831249350317353,0.9426005116219096
M04026_2.00,16.105100493993323,11,1.464100044908484,0.5199154483099585,2.317916438926239,2.0396187373146213,0.0771604938271605,0.3557016979685156,0.41347997087786925,8.9866107987452,1.177935342138934
M04665_2.00,10.641917804871614,12,0.8868264837393012,0.5540864967264006,3.0176344132410913,2.0892679083715526,0.3734567901234568,0.3550332371705755,0.38845318997747663,2.6364667605204537,1.486525891156237
M10024_2.00,6.56222982062302,14,0.46873070147307283,0.5128250114954609,3.1100815834986384,1.7193401275565767,0.25,0.35488479478295415,0.38071875188704907,1.0421080142286083,0.6185374940441967
M08175_2.00,11.293989134867774,13,0.8687683949898287,0.5061514338038077,2.104078421501112,1.5793058244494877,0.02777777777777779,0.35068133729700496,0.4106685818043195,5.440318112824758,1.9527343048967967
M04320_2.00,18.52502566622758,13,1.4250019743251985,0.6125841440400056,3.275249117963991,1.540814552913943,0.6944444444444444,0.3482560749979717,0.346961644603725,12.635313958934418,1.3338089074007478
M02421_2.00,3.6379425528036107,9,0.40421583920040116,0.6729325857885521,2.9598364886100668,1.7489817183054752,0.308641975308642,0.34784881049531124,0.37889303190563944,3.4259030725933663,0.9132499227385903
M11368_2.00,5.395283232141123,8,0.6744104040176404,0.561762839262899,2.256252559359405,1.8721474202906063,0.02777777777777779,0.3457699035997568,0.40738906572510847,1.3559715236030638,0.75489455473186
M06476_2.00,8.28753434858142,7,1.1839334783687743,0.5180940419144129,2.734471412290444,1.9366755100815902,0.02777777777777779,0.3432956806558967,0.42874889101849517,1.257165406934128,0.954890119121518
M02256_2.00,12.863873510048709,10,1.286387351004871,0.5423245459229284,3.052200244955252,1.8605220863787402,0.3734567901234568,0.3418256916370432,0.3729579641561133,2.6170190325494693,1.1488253418637235
M02741_2.00,9.854036549678987,8,1.2317545687098734,0.6253020040080621,1.9863681136741271,1.752950205631129,0.0030864197530864335,0.33849571461971767,0.4436458872755131,1.0675658044231557,0.7432458953095896
M03444_2.00,23.490455916611253,17,1.3817915245065444,0.5783869874990037,2.473738112583074,2.063426713146987,0.012345679012345734,0.3374387394014464,0.42874889101849517,2.9987731360294383,1.6168302949346556
M02017_2.00,2.9164911011652883,8,0.36456138764566104,0.5981770425167028,2.5233194504354666,1.8374809412288664,0.04938271604938271,0.3351108646760997,0.4265512471534776,9.02411674662734,1.4910619673353083
M08968_2.00,19.75132799426602,20,0.9875663997133011,0.5604057433624169,2.5975606951881933,1.843387812687385,0.11111111111111116,0.3327261919059462,0.41666328383502693,11.620774605214141,1.81722266990678
M06518_2.00,6.992868753571535,5,1.398573750714307,0.5252919021441874,2.982462144266184,2.2142394330003516,0.012345679012345734,0.3309543461878242,0.4090589483032835,1.177827600054449,1.2853473304768213
M00296_2.00,8.701594003810413,8,1.0876992504763017,0.5044164228640158,2.628028677024409,1.8472262602429277,0.012345679012345734,0.3286670361913861,0.4231261128713958,0.7514762325297808,0.6039412893146325
M01937_2.00,1.4658793882744683,8,0.18323492353430854,0.5538764770343868,2.2923386747911647,1.7779051310042835,0.0030864197530864335,0.32650178703370464,0.41666328383502704,3.8878980205807565,0.903063735911104
M01691_2.00,1.308111878957802,7,0.18687312556540028,0.5555619711874247,1.8504995682581047,1.5604962799983968,0.02777777777777779,0.3261032725521735,0.44073829507991014,0.6164847706471894,0.8387580691622181
M10869_2.00,5.7792396279310365,5,1.1558479255862073,0.5087853015736462,2.1768277431237935,1.86515905186152,0.04938271604938271,0.3241215798338889,0.42114455548675167,2.4421657598751323,1.7512376864827337
M10784_2.00,8.18298238944384,16,0.51143639934024,0.539284137175941,2.2417827034508724,1.4711897034804873,0.11111111111111116,0.32053786249052,0.4085311870164408,3.253673082879592,1.4399171023730881
M09637_2.00,8.742354760375582,8,1.0927943450469477,0.5140868041169376,2.4420862143189153,1.99245930749701,0.04938271604938271,0.3129475881615987,0.4133241334746347,0.5754367604612868,0.5799466678120548
M06375_2.00,7.661992420215583,6,1.2769987367025972,0.5966043284373648,2.0265038736075796,1.7111959495707434,0.0,0.3100031519885602,0.4393807021041619,0.800234487299682,0.9655667644893731
M00216_2.00,2.134567717648904,7,0.30493824537841485,0.5562835933172153,1.8674932291238135,1.6194730222756628,0.012345679012345734,0.293716730008411,0.4297345601106353,3.8588300557434696,0.9825517768545289
M08452_2.00,8.316401604706218,5,1.6632803209412437,0.6202788068837759,1.6087935114659435,1.4466589860463763,0.04938271604938271,0.2931965821827354,0.4375549821227522,1.044595437158852,1.6275843807302088
M04731_2.00,13.753939637294621,12,1.1461616364412184,0.6273082992508294,1.9558333028901747,1.6513064828540227,0.0030864197530864335,0.29176937533515085,0.4376511852448057,1.878090368852932,1.4212559764452706
M09431_2.00,13.120479871919597,25,0.5248191948767839,0.5846383221710508,2.196179196192763,1.6534314226549562,0.012345679012345734,0.28814475711526594,0.4071472444001844,10.22434964816913,1.627887653698725
M02651_2.00,8.53444702038117,6,1.422407836730195,0.605554569909638,1.8277422058781376,1.6570061960189428,0.012345679012345734,0.27824513213478363,0.426767333633851,2.443091036034819,1.0979327072513045
M02708_2.00,11.712631353722259,7,1.6732330505317512,0.5055451072950311,2.223124968811837,1.4762080389194845,0.04938271604938271,0.27038230774799465,0.39354820683773345,3.120087106306736,1.083752772727281
M09256_2.00,14.63827812228567,11,1.3307525565714244,0.553242099127562,2.072654473217742,1.5861289544572754,0.0,0.2701839686109452,0.41224226126044117,13.163646278553001,1.405743191628695
M08572_2.00,5.827699426919576,6,0.9712832378199293,0.6411091626149246,2.361209130966283,1.8204149840197927,0.0771604938271605,0.2585587833927056,0.40380809403979206,3.5868062165374552,1.3258423081639754
M06244_2.00,7.094227220955808,10,0.7094227220955809,0.535140084760223,1.8381118700588026,1.6042417547883976,0.02777777777777779,0.24831401406932033,0.4239559445603013,0.4347652997626654,0.6122431054012357
M10186_2.00,5.929194559009784,7,0.8470277941442549,0.5389362224490011,2.3329866685938208,1.2752506514617885,0.308641975308642,0.22639409784043446,0.340330792487329,2.10404872219749,1.176971742905989
M07915_2.00,18.0204544094802,21,0.8581168766419144,0.5621589902358101,1.729619513532181,1.5330387154072573,0.19753086419753085,0.22193104826789115,0.44182016729410356,16.504143088995736,2.8851060222216884
M06336_2.00,6.911348439301545,8,0.8639185549126931,0.5257635832979662,1.7535368339758655,1.3885210907704304,0.19753086419753085,0.18061418694070797,0.3993684735004762,0.33172479128135296,0.6298044515140965
