'ABCA7'
'BX649558.1'
'BX649590.1'
'BX649596.1'
'BX649602.1'
'BX649612.1'
'BX649639.1'
'BX663503.2'
'BX663503.3'
'BX663515.1'
'BX663519.1'
'BX663520.2'
'BX663611.1'
'BX663611.2'
'BX663611.3'
'BX664603.1'
'BX664610.1'
'BX664625.6'
'BX664630.1'
'BX664716.2'
'BX664742.1'
'BX664750.2'
'BX664752.1'
'BX677667.2'
'BX682557.1'
'BX769173.3'
'BX842670.1'
'BX842683.1'
'BX842687.1'
'BX842700.1'
'BX842702.1'
'BX855623.1'
'BX890543.1'
'BX890559.1'
'BX890562.2'
'BX890576.1'
'BX890598.1'
'BX890602.1'
'BX890629.1'
'BX897670.1'
'BX897691.1'
'BX897692.2'
'BX897740.1'
'BX897750.1'
'BX901878.2'
'BX901881.1'
'BX901901.1'
'BX901907.3'
'BX901919.1'
'BX901952.1'
'BX908385.2'
'BX908388.1'
'BX908401.1'
'BX908401.2'
'BX908722.1'
'BX908740.1'
'BX908750.1'
'BX908753.1'
'BX908756.3'
'BX908776.1'
'BX908803.2'
'BX914197.1'
'BX914214.1'
'BX914220.1'
'BX927078.1'
'BX927121.1'
'BX927123.1'
'BX927192.2'
'BX927244.2'
'BX927260.1'
'BX927282.1'
'BX927333.1'
'BX927351.1'
'BX927376.1'
'BX927394.1'
'BX927394.3'
'BX928746.1'
'BX928751.7'
'BX928756.1'
'BX936303.1'
'BX936308.2'
'BX936323.1'
'BX936342.1'
'BX936342.2'
'BX936364.1'
'BX936381.1'
'BX936406.1'
'BX936406.2'
'BX936417.1'
'BX936418.1'
'BX936421.1'
'BX936433.1'
'BX936433.2'
'BX936447.3'
'BX942846.1'
'BX950179.1'
'BX950184.1'
'BX950188.1'
'BX950204.1'
'BX950217.1'
'BX950224.1'
'BX950865.1'
'BX950874.1'
'BX957258.1'
'BX957260.1'
'BX957270.1'
'BX957306.1'
'BX957308.1'
'BX957317.2'
'BX957317.3'
'BX957328.1'
'BX957336.2'
'BX957344.1'
'BX957345.1'
'BX957346.1'
'BX957352.1'
'BX957357.1'
'C16H1orf43'
'C17H14orf132'
'C17H14orf28'
'C18H15orf61'
'C18H19orf12'
'C18H19orf54'
'C1H3orf70'
'C20H6orf58'
'C22H1orf53'
'C24H8orf34'
'C2CD4C'
'C3H16orf72'
'C7H20orf27'
'C7H4orf54'
'CABP7'
'CABZ01000591.1'
'CABZ01005325.1'
'CABZ01007222.2'
'CABZ01008730.1'
'CABZ01009247.1'
'CABZ01009248.1'
'CABZ01009812.1'
'CABZ01010098.1'
'CABZ01011390.1'
'CABZ01012885.1'
'CABZ01014721.1'
'CABZ01015105.1'
'CABZ01015393.1'
'CABZ01016692.1'
'CABZ01021926.1'
'CABZ01023973.1'
'CABZ01024659.1'
'CABZ01024683.1'
'CABZ01026153.1'
'CABZ01026681.1'
'CABZ01026684.1'
'CABZ01027551.1'
'CABZ01027646.1'
'CABZ01030033.1'
'CABZ01030259.1'
'CABZ01031768.1'
'CABZ01032671.1'
'CABZ01033394.1'
'CABZ01034698.2'
'CABZ01034948.1'
'CABZ01034956.1'
'CABZ01034962.1'
'CABZ01036526.1'
'CABZ01037174.1'
'CABZ01038494.1'
'CABZ01039304.1'
'CABZ01039859.2'
'CABZ01040021.1'
'CABZ01040166.1'
'CABZ01040175.1'
'CABZ01040999.1'
'CABZ01041494.1'
'CABZ01041495.1'
'CABZ01042417.1'
'CABZ01043166.1'
'CABZ01043503.1'
'CABZ01043508.1'
'CABZ01044048.1'
'CABZ01044099.1'
'CABZ01044154.1'
'CABZ01044156.1'
'CABZ01044731.1'
'CABZ01044746.1'
'CABZ01044816.1'
'CABZ01045413.1'
'CABZ01045414.1'
'CABZ01045760.1'
'CABZ01046407.1'
'CABZ01046427.2'
'CABZ01046895.1'
'CABZ01046949.1'
'CABZ01046950.1'
'CABZ01046980.1'
'CABZ01047589.1'
'CABZ01048053.1'
'CABZ01048582.1'
'CABZ01049361.1'
'CABZ01049362.1'
'CABZ01049847.1'
'CABZ01050061.1'
'CABZ01050062.1'
'CABZ01050238.1'
'CABZ01050944.1'
'CABZ01052320.1'
'CABZ01052423.1'
'CABZ01052743.1'
'CABZ01052756.1'
'CABZ01053592.1'
'CABZ01053739.1'
'CABZ01053748.1'
'CABZ01054023.1'
'CABZ01054394.1'
'CABZ01055343.1'
'CABZ01055347.1'
'CABZ01055365.1'
'CABZ01056051.1'
'CABZ01056821.1'
'CABZ01056919.1'
'CABZ01057496.1'
'CABZ01058107.1'
'CABZ01058261.1'
'CABZ01058277.1'
'CABZ01058452.1'
'CABZ01058721.1'
'CABZ01059403.1'
'CABZ01059408.1'
'CABZ01059623.1'
'CABZ01060373.1'
'CABZ01060891.1'
'CABZ01061349.1'
'CABZ01061501.1'
'CABZ01061524.1'
'CABZ01061591.1'
'CABZ01061993.1'
'CABZ01062996.1'
'CABZ01063034.1'
'CABZ01063203.1'
'CABZ01063288.1'
'CABZ01063651.1'
'CABZ01063971.1'
'CABZ01064248.1'
'CABZ01064405.1'
'CABZ01064408.1'
'CABZ01064472.1'
'CABZ01064929.1'
'CABZ01064972.1'
'CABZ01065131.1'
'CABZ01065328.1'
'CABZ01065328.2'
'CABZ01065417.1'
'CABZ01065423.1'
'CABZ01066312.1'
'CABZ01066611.1'
'CABZ01066727.1'
'CABZ01066915.1'
'CABZ01067001.1'
'CABZ01067002.1'
'CABZ01067151.2'
'CABZ01067169.1'
'CABZ01067348.1'
'CABZ01067581.1'
'CABZ01067754.1'
'CABZ01067968.1'
'CABZ01068050.1'
'CABZ01068244.1'
'CABZ01068352.1'
'CABZ01068356.1'
'CABZ01068359.1'
'CABZ01068362.1'
'CABZ01068366.1'
'CABZ01068367.1'
'CABZ01068469.1'
'CABZ01068499.1'
'CABZ01068600.1'
'CABZ01069020.1'
'CABZ01069040.1'
'CABZ01069569.1'
'CABZ01069945.1'
'CABZ01070017.1'
'CABZ01070222.1'
'CABZ01070258.1'
'CABZ01070631.2'
'CABZ01070983.1'
'CABZ01071326.1'
'CABZ01071677.1'
'CABZ01071903.1'
'CABZ01071972.1'
'CABZ01072361.1'
'CABZ01073166.1'
'CABZ01073424.1'
'CABZ01073424.2'
'CABZ01073736.1'
'CABZ01073795.1'
'CABZ01073834.1'
'CABZ01074085.1'
'CABZ01074290.1'
'CABZ01075068.1'
'CABZ01075242.1'
'CABZ01075319.1'
'CABZ01075572.1'
'CABZ01075627.1'
'CABZ01075745.1'
'CABZ01076737.1'
'CABZ01076996.1'
'CABZ01077176.1'
'CABZ01077956.1'
'CABZ01078320.1'
'CABZ01078505.1'
'CABZ01078663.1'
'CABZ01079080.1'
'CABZ01079183.1'
'CABZ01079192.1'
'CABZ01079241.1'
'CABZ01079251.1'
'CABZ01079260.1'
'CABZ01079550.1'
'CABZ01079853.1'
'CABZ01080023.2'
'CABZ01080056.1'
'CABZ01080059.1'
'CABZ01080550.1'
'CABZ01080781.1'
'CABZ01081294.2'
'CABZ01081490.1'
'CABZ01083448.1'
'CABZ01084131.1'
'CABZ01084273.1'
'CABZ01084564.1'
'CABZ01084603.1'
'CABZ01084774.2'
'CABZ01084961.1'
'CABZ01086127.1'
'CABZ01086755.1'
'CABZ01086877.1'
'CABZ01087415.1'
'CABZ01087502.1'
'CABZ01087503.1'
'CABZ01087533.1'
'CABZ01087807.1'
'CABZ01088484.1'
'CABZ01088576.1'
'CABZ01089081.1'
'CABZ01090219.1'
'CABZ01092745.1'
'CABZ01092746.1'
'CABZ01092781.1'
'CABZ01100396.1'
'CABZ01101667.1'
'CABZ01102201.1'
'CABZ01110881.1'
'CABZ01111575.1'
'CABZ01113830.1'
'CABZ01117357.1'
'CABZ01117603.1'
'CABZ01117780.1'
'CABZ01117863.1'
'CABZ01117963.1'
'CABZ01118770.1'
'CACFD1'
'CACNA2D1'
'CACNA2D3'
'CAPN1'
'CCKBR'
'CDCP1'
'CDH18'
'CDIN1'
'CDK18'
'CELF6'
'CHST13'
'CHST8'
'CLPB'
'CLSTN2'
'COX5B'
'CPNE8'
'CR293501.2'
'CR293531.1'
'CR318590.1'
'CR318590.2'
'CR318598.1'
'CR318600.3'
'CR318620.1'
'CR318624.1'
'CR318624.2'
'CR318668.1'
'CR318673.1'
'CR339055.1'
'CR352218.1'
'CR352226.5'
'CR352246.1'
'CR352253.1'
'CR352292.1'
'CR352297.2'
'CR352297.3'
'CR352310.1'
'CR352324.1'
'CR352332.1'
'CR352338.1'
'CR354385.1'
'CR354398.1'
'CR354429.1'
'CR354434.1'
'CR354538.1'
'CR354540.2'
'CR354549.10'
'CR354564.2'
'CR356227.7'
'CR356235.1'
'CR356240.1'
'CR356242.1'
'CR361560.1'
'CR361560.2'
'CR376723.1'
'CR376741.1'
'CR376741.6'
'CR376747.1'
'CR376748.1'
'CR376761.1'
'CR376762.1'
'CR376776.1'
'CR376776.2'
'CR376825.1'
'CR376827.1'
'CR376835.1'
'CR376838.1'
'CR376846.1'
'CR376850.1'
'CR376850.2'
'CR376853.1'
'CR376857.2'
'CR377220.1'
'CR377220.2'
'CR377229.1'
'CR381531.2'
'CR381534.1'
'CR381544.2'
'CR381576.1'
'CR381618.1'
'CR381621.1'
'CR381646.1'
'CR381647.4'
'CR381664.1'
'CR381673.1'
'CR381673.3'
'CR381684.1'
'CR381686.1'
'CR381686.5'
'CR381701.1'
'CR382300.5'
'CR382326.1'
'CR382337.3'
'CR382363.1'
'CR382370.1'
'CR382383.2'
'CR382384.1'
'CR383669.1'
'CR384075.1'
'CR384089.1'
'CR384099.1'
'CR385026.2'
'CR385035.1'
'CR385040.2'
'CR385054.1'
'CR385065.1'
'CR385067.1'
'CR387919.1'
'CR387927.3'
'CR387935.1'
'CR388008.1'
'CR388040.1'
'CR388047.3'
'CR388049.1'
'CR388050.2'
'CR388067.1'
'CR388079.2'
'CR388079.3'
'CR388121.1'
'CR388132.2'
'CR388143.1'
'CR388145.1'
'CR388156.1'
'CR388157.1'
'CR388176.1'
'CR388178.2'
'CR388184.1'
'CR388184.2'
'CR388191.1'
'CR388207.2'
'CR388209.2'
'CR388209.3'
'CR388225.1'
'CR388373.3'
'CR388417.1'
'CR388417.2'
'CR388421.1'
'CR391930.1'
'CR391930.2'
'CR391937.1'
'CR391940.1'
'CR391943.1'
'CR391953.1'
'CR391978.1'
'CR391990.1'
'CR391995.1'
'CR392001.1'
'CR392001.4'
'CR392042.1'
'CR392045.1'
'CR392363.2'
'CR394532.2'
'CR394543.1'
'CR394546.3'
'CR394556.1'
'CR396595.3'
'CR407547.1'
'CR407561.1'
'CR407584.1'
'CR407590.2'
'CR450716.1'
'CR450727.1'
'CR450738.1'
'CR450740.1'
'CR450741.1'
'CR450753.1'
'CR450780.3'
'CR450781.1'
'CR450782.1'
'CR450787.1'
'CR450787.2'
'CR450813.1'
'CR450833.3'
'CR450847.1'
'CR456627.1'
'CR456628.1'
'CR456628.2'
'CR456642.2'
'CR456684.1'
'CR457444.1'
'CR457459.1'
'CR513782.2'
'CR513789.1'
'CR522881.1'
'CR533430.1'
'CR533571.1'
'CR533578.2'
'CR547131.1'
'CR550302.1'
'CR555293.1'
'CR555297.1'
'CR559941.1'
'CR559944.1'
'CR589875.1'
'CR589875.4'
'CR589876.1'
'CR589882.1'
'CR589941.1'
'CR589944.2'
'CR589947.2'
'CR626884.4'
'CR626886.1'
'CR626886.2'
'CR626907.2'
'CR626941.1'
'CR628324.1'
'CR628327.1'
'CR628341.3'
'CR628389.1'
'CR631124.1'
'CR677617.1'
'CR678070.1'
'CR678435.1'
'CR735102.1'
'CR749162.1'
'CR749163.2'
'CR749163.3'
'CR749762.1'
'CR749762.2'
'CR749774.1'
'CR749775.3'
'CR751227.2'
'CR751234.1'
'CR751608.1'
'CR753816.2'
'CR753823.1'
'CR753838.1'
'CR753844.1'
'CR759764.1'
'CR759791.1'
'CR759797.1'
'CR759810.1'
'CR759878.1'
'CR759879.1'
'CR759885.1'
'CR759895.1'
'CR759952.1'
'CR759955.2'
'CR759968.2'
'CR762400.1'
'CR762407.2'
'CR762470.1'
'CR769766.1'
'CR769769.2'
'CR769769.3'
'CR769772.4'
'CR769777.1'
'CR769777.2'
'CR769786.1'
'CR774179.2'
'CR774189.1'
'CR774192.1'
'CR774194.1'
'CR786577.1'
'CR788226.1'
'CR788230.2'
'CR788236.1'
'CR788248.1'
'CR788316.4'
'CR790365.1'
'CR790366.2'
'CR790382.3'
'CR792424.1'
'CR792426.1'
'CR792437.1'
'CR792438.2'
'CR792443.1'
'CR792454.1'
'CR812468.1'
'CR812896.2'
'CR846082.1'
'CR847509.1'
'CR847568.1'
'CR847799.1'
'CR847803.1'
'CR847870.2'
'CR847870.4'
'CR847887.1'
'CR847895.1'
'CR847936.10'
'CR847944.4'
'CR847947.1'
'CR847953.1'
'CR847968.1'
'CR847971.1'
'CR847976.1'
'CR847983.2'
'CR847998.1'
'CR848055.1'
'CR848661.1'
'CR848683.2'
'CR848717.1'
'CR848723.1'
'CR848724.1'
'CR848788.2'
'CR848812.1'
'CR848833.1'
'CR848840.1'
'CR848844.1'
'CR853291.1'
'CR854831.1'
'CR854833.1'
'CR854839.1'
'CR854981.1'
'CR854988.1'
'CR854990.1'
'CR855117.2'
'CR855123.1'
'CR855258.1'
'CR855277.3'
'CR855300.2'
'CR855318.1'
'CR855320.3'
'CR855328.1'
'CR855393.2'
'CR925720.1'
'CR925737.1'
'CR925755.1'
'CR925755.2'
'CR925763.1'
'CR925802.1'
'CR925803.1'
'CR925863.1'
'CR926130.1'
'CR926469.1'
'CR927368.1'
'CR927456.1'
'CR931761.1'
'CR931782.1'
'CR931813.1'
'CR931815.1'
'CR931819.2'
'CR932000.1'
'CR932077.1'
'CR932364.1'
'CR932978.3'
'CR933001.1'
'CR933103.1'
'CR933523.1'
'CR933730.1'
'CR936442.1'
'CR936459.1'
'CR936479.1'
'CR936482.1'
'CR936518.2'
'CR936540.1'
'CR936966.1'
'CR936968.1'
'CR936968.2'
'CR936972.1'
'CR936977.2'
'CR974456.1'
'CRACD'
'CRACR2A'
'CRHR2'
'CSRNP3'
'CT009714.1'
'CT009746.1'
'CT025546.1'
'CT025546.3'
'CT025585.1'
'CT025739.1'
'CT025875.1'
'CT025888.2'
'CT025909.3'
'CT027551.1'
'CT027612.1'
'CT027631.1'
'CT027674.1'
'CT027704.1'
'CT027807.1'
'CT027820.1'
'CT027825.1'
'CT030017.1'
'CT030043.1'
'CT030129.1'
'CT030712.1'
'CT033790.2'
'CT033796.2'
'CT033816.1'
'CT033823.1'
'CT573006.1'
'CT573012.1'
'CT573148.1'
'CT573186.1'
'CT573222.1'
'CT573252.1'
'CT573279.1'
'CT573344.1'
'CT573356.1'
'CT573383.1'
'CT573408.1'
'CT573453.1'
'CT573787.1'
'CT573787.3'
'CT573793.2'
'CT573799.1'
'CT573799.2'
'CT574585.1'
'CT583625.2'
'CT583626.1'
'CT583636.1'
'CT583642.1'
'CT583650.1'
'CT583726.2'
'CT737129.1'
'CT737148.1'
'CT737162.1'
'CT737162.3'
'CT737196.1'
'CT827808.1'
'CT868708.1'
'CT955962.1'
'CT955962.3'
'CT955963.1'
'CT956055.1'
'CT963136.1'
'CT990561.1'
'CT990618.1'
'CT997819.5'
'CT998554.1'
'CU013534.2'
'CU019647.1'
'CU019650.1'
'CU019662.1'
'CU024870.2'
'CU024870.3'
'CU062454.1'
'CU062487.2'
'CU062501.2'
'CU062632.1'
'CU062647.1'
'CU074310.1'
'CU074421.1'
'CU074421.2'
'CU075735.2'
'CU104743.1'
'CU137645.2'
'CU137649.2'
'CU137680.1'
'CU138544.1'
'CU138544.2'
'CU138547.1'
'CU138548.6'
'CU138553.1'
'CU151886.3'
'CU179643.1'
'CU179656.2'
'CU179658.1'
'CU179658.2'
'CU179756.1'
'CU179758.1'
'CU179759.2'
'CU184872.1'
'CU207217.1'
'CU207241.1'
'CU207269.4'
'CU207281.2'
'CU207388.1'
'CU280645.1'
'CU302200.1'
'CU302223.1'
'CU302253.1'
'CU302321.1'
'CU302321.2'
'CU326349.1'
'CU367852.2'
'CU459001.1'
'CU459012.3'
'CU459145.1'
'CU459147.1'
'CU462859.1'
'CU462980.1'
'CU463284.2'
'CU463847.1'
'CU464066.1'
'CU464118.1'
'CU466278.2'
'CU466285.1'
'CU467042.1'
'CU467070.1'
'CU467633.1'
'CU467823.1'
'CU467837.1'
'CU467862.1'
'CU467961.1'
'CU468227.1'
'CU468826.1'
'CU468896.1'
'CU469493.1'
'CU469524.1'
'CU469524.2'
'CU469531.2'
'CU469539.1'
'CU469568.3'
'CU499330.1'
'CU550697.1'
'CU550714.1'
'CU570682.1'
'CU570897.1'
'CU570972.1'
'CU570984.1'
'CU571061.1'
'CU571064.1'
'CU571076.1'
'CU571161.1'
'CU571247.1'
'CU571315.3'
'CU611053.1'
'CU633479.1'
'CU633479.2'
'CU633775.2'
'CU633785.1'
'CU633804.1'
'CU633933.1'
'CU634008.1'
'CU634018.1'
'CU638702.1'
'CU639468.1'
'CU639469.1'
'CU639469.2'
'CU651669.1'
'CU655829.1'
'CU657925.1'
'CU657976.1'
'CU657977.1'
'CU660013.1'
'CU681836.1'
'CU681855.1'
'CU682640.1'
'CU682780.1'
'CU682811.1'
'CU683879.1'
'CU693368.5'
'CU693379.1'
'CU693484.1'
'CU694206.1'
'CU694442.1'
'CU694486.1'
'CU694495.1'
'CU694757.1'
'CU694808.1'
'CU695077.1'
'CU695133.1'
'CU695141.2'
'CU855552.1'
'CU855580.1'
'CU855799.2'
'CU856516.1'
'CU856523.1'
'CU856539.1'
'CU856539.2'
'CU861459.1'
'CU861469.1'
'CU861477.1'
'CU861893.1'
'CU862020.1'
'CU862078.1'
'CU896588.1'
'CU896674.1'
'CU905509.1'
'CU914142.1'
'CU914487.1'
'CU914602.1'
'CU914617.1'
'CU914622.1'
'CU914622.2'
'CU914776.1'
'CU915256.1'
'CU915272.1'
'CU915566.1'
'CU915770.1'
'CU915770.2'
'CU915775.1'
'CU915778.1'
'CU927890.1'
'CU927934.2'
'CU927934.3'
'CU928069.1'
'CU928117.1'
'CU928131.1'
'CU928205.1'
'CU928847.1'
'CU929073.1'
'CU929110.1'
'CU929144.1'
'CU929145.2'
'CU929150.2'
'CU929154.1'
'CU929160.1'
'CU929161.1'
'CU929192.1'
'CU929195.1'
'CU929203.2'
'CU929241.1'
'CU929259.1'
'CU929304.1'
'CU929317.1'
'CU929359.2'
'CU929391.2'
'CU929414.1'
'CU929416.1'
'CU929444.1'
'CU929544.1'
'CU929568.2'
'CU984579.1'
'DAB2'
'DHX35'
'DISP3'
'DNAH10'
'DNAI3'
'DOCK4'
