,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,-0.0013680602,0.0013680602,0.00018905477266025665,3.723412354461984
1,fli1b,adamts10,0.002602694,0.002602694,4.102888230030475e-06,5.38691031382572
2,ebf3a,adamts10,0.00081618974,0.00081618974,0.007171456256712746,2.144392646279585
3,tfap2a,adamts10,-0.001421664,0.001421664,0.00011000487249143853,3.958588078030142
4,mafbb,adamts10,0.0005360468,0.0005360468,0.1226672014870077,0.911271542548727
5,ebf3b,adamts10,-0.00052624784,0.00052624784,0.0002504560573589999,3.601268460297979
6,foxg1a,adamts10,-0.003783624,0.003783624,1.842281890156214e-08,7.73464391704211
7,spi1b,adamts10,-0.0025964922,0.0025964922,1.7294459503075002e-06,5.7620930062717655
8,esr2a,adamts10,0.00081164844,0.00081164844,0.00032766376274127336,3.4845715858123367
9,ebf1b,adamts10,7.832573e-05,7.832573e-05,0.7850839478110282,0.10508390233522469
10,bcl11ab,adamts10,0.0027831483,0.0027831483,1.2780394824016616e-08,7.893455729335435
11,mef2b,adamts10,-0.0011453504,0.0011453504,1.9017230274847575e-06,5.720852734714118
12,tbx16,adamts10,0.0007320648,0.0007320648,0.2579899094071868,0.5883972799843574
13,foxa2,adamts10,1.5555683e-05,1.5555683e-05,0.9281544918524304,0.03237972919632943
14,foxn3,adamts10,0.007251598,0.007251598,6.429535575433922e-10,9.191820396330945
15,nhlh2,adamts10,-0.000539874,0.000539874,0.06904793538634786,1.1608493028018119
16,ebf2,adamts10,-0.00052190974,0.00052190974,0.03124201946276623,1.5052609013891838
17,tbx4,adamts10,0.000756398,0.000756398,0.0009115559813907966,3.0402166548613936
18,elk3,adamts10,0.00057285925,0.00057285925,0.05217447700129249,1.2825418956231431
19,myod1,adamts10,0.012226504,0.012226504,1.0235533966765293e-10,9.989889496160172
20,etv4,adamts10,0.0049463455,0.0049463455,2.9684554251563376e-14,13.527469468130539
21,foxp1b,adamts10,0.0033237194,0.0033237194,4.7336859417784896e-07,6.324800558886245
22,tbx20,adamts10,0.00084179844,0.00084179844,0.0003588534381713852,3.4450828884404228
23,mef2aa,adamts10,-0.0027104993,0.0027104993,8.82016092900901e-09,8.054523490838363
24,foxi3b,adamts10,0.0008595427,0.0008595427,2.102805226143983e-06,5.677200952291489
25,dmrt2a,adamts10,0.001795557,0.001795557,9.507895683617884e-05,4.021915591802676
26,tbx5a,adamts10,-0.0029098608,0.0029098608,8.372669834521354e-09,8.077136034299008
27,mef2ca,adamts10,0.0033173144,0.0033173144,1.1862565334909527e-08,7.925821382614173
28,foxi3a,adamts10,-0.00081938895,0.00081938895,5.48277648305388e-06,5.260999458686091
29,dmrt2b,adamts10,0.0007306592,0.0007306592,0.0002578663605925178,3.5886053091296946
30,myog,adamts10,0.004308637,0.004308637,1.6876669900158026e-08,7.772713244124013
31,tbx2b,adamts10,-0.0019574964,0.0019574964,6.887568531646744e-05,4.161934066867135
32,mef2d,adamts10,0.01489674,0.01489674,1.1814036439813293e-11,10.927601693916241
33,fli1a,adamts10,3.322082e-05,3.322082e-05,0.8785464545054269,0.05623526956769982
34,tal1,adamts10,-0.0016538721,0.0016538721,1.4591903490461883e-05,4.835888051390827
35,foxi2,adamts10,0.0006435828,0.0006435828,0.003031941058768695,2.5182792456852092
36,etv1,adamts10,0.0024274213,0.0024274213,2.136490136758336e-07,6.670299107790064
37,tfap2e,adamts10,-0.0008503068,0.0008503068,0.0001772442475779356,3.7514278508455994
38,nr2e3,adamts10,0.0008136361,0.0008136361,0.0019939634544000914,2.70028280575246
39,tcf21,adamts10,-0.0005230653,0.0005230653,0.002181265965628761,2.6612913768960134
40,etv2,adamts10,-0.00031127234,0.00031127234,0.2835271829441239,0.5474052971354486
