,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,0.0006746221,0.0006746221,4.0236112199979905e-07,6.395383989474639
1,fli1b,adamts10,-0.00061082124,0.00061082124,0.0009334065979852558,3.0299291335360774
2,ebf3a,adamts10,0.00082109816,0.00082109816,7.853021247785285e-05,4.104963227482935
3,tfap2a,adamts10,0.0016651864,0.0016651864,7.992129558999207e-07,6.09733748445395
4,mafbb,adamts10,0.00091989577,0.00091989577,0.0015536872218582466,2.8086364060583326
5,ebf3b,adamts10,-0.0003037414,0.0003037414,0.00022406422887869765,3.649627471624685
6,foxg1a,adamts10,-0.00011660775,0.00011660775,0.31964770717270935,0.495328406405501
7,spi1b,adamts10,-0.00047368524,0.00047368524,6.0973552654102996e-05,4.214858499858787
8,esr2a,adamts10,-0.0004820511,0.0004820511,1.0215554671834064e-06,5.9907380475947365
9,ebf1b,adamts10,-0.00020087637,0.00020087637,0.014283129246606515,1.8451766339007614
10,bcl11ab,adamts10,-0.00107763,0.00107763,4.286913343879029e-06,5.367855295275355
11,mef2b,adamts10,-0.00032862753,0.00032862753,0.0036341519351723423,2.4395969198382192
12,tbx16,adamts10,0.0010617888,0.0010617888,4.151453234605477e-08,7.3817998499645485
13,foxa2,adamts10,-0.00043094865,0.00043094865,0.003393030577245378,2.469412226570885
14,foxn3,adamts10,0.0009090773,0.0009090773,0.0004978494681447539,3.3029019524945817
15,nhlh2,adamts10,0.0005036057,0.0005036057,1.051773914246631e-06,5.978077604618997
16,ebf2,adamts10,0.00045028527,0.00045028527,4.673507886599357e-05,4.330357020096613
17,tbx4,adamts10,0.00039653116,0.00039653116,0.0009031110470752137,3.044258845293519
18,elk3,adamts10,0.0008852119,0.0008852119,2.2729200127414008e-06,5.643415847441006
19,myod1,adamts10,0.003914504,0.003914504,2.714038069702775e-06,5.566384064802337
20,etv4,adamts10,0.00054787105,0.00054787105,0.00035270606029625854,3.4525870780965815
21,foxp1b,adamts10,0.00042267516,0.00042267516,0.024673850175100674,1.607763076722931
