,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,-0.00029756717,0.00029756717,0.0001558115203226951,3.8074004348046033
1,fli1b,adamts10,-0.0009198168,0.0009198168,3.0408368226247312e-05,4.517006884339607
2,ebf3a,adamts10,0.00173906,0.00173906,9.352841494516025e-07,6.029056425714487
3,tfap2a,adamts10,0.0007946474,0.0007946474,0.00029618129150369137,3.528442377460039
4,mafbb,adamts10,0.000978953,0.000978953,9.538188190545561e-11,10.020534113092213
5,ebf3b,adamts10,-0.00030390604,0.00030390604,2.938422542460493e-08,7.531885752907846
6,foxg1a,adamts10,0.000472217,0.000472217,0.03164986637105559,1.4996281192780856
7,spi1b,adamts10,-0.0015175346,0.0015175346,3.8318939651273347e-10,9.416586517077112
8,esr2a,adamts10,-0.00055237603,0.00055237603,7.071723783701983e-10,9.150474710884797
9,ebf1b,adamts10,-0.00015522173,0.00015522173,0.004341592661738878,2.362350925482617
10,bcl11ab,adamts10,-0.0004516816,0.0004516816,0.0013763152395274102,2.8612820812843323
11,mef2b,adamts10,-0.00010905517,0.00010905517,0.006537815051878301,2.184567369329953
12,tbx16,adamts10,-0.0018161538,0.0018161538,5.256632417591613e-10,9.279292390984818
13,foxa2,adamts10,0.0008019473,0.0008019473,2.1446168078719386e-12,11.66865029466496
14,foxn3,adamts10,0.00033181213,0.00033181213,0.06525442016079619,1.185390065040633
15,nhlh2,adamts10,0.0002348264,0.0002348264,0.004840742685542964,2.3150880020975633
16,ebf2,adamts10,0.00018239213,0.00018239213,0.023294745655642136,1.6327420270468036
17,tbx4,adamts10,-0.0008158171,0.0008158171,3.8085997293032756e-13,12.419234667793052
18,elk3,adamts10,0.0011703216,0.0011703216,2.6584015487083424e-07,6.575379418721788
19,myod1,adamts10,0.0039368435,0.0039368435,2.143701044365712e-09,8.668835780469527
20,etv4,adamts10,0.0012696974,0.0012696974,3.269256470094285e-14,13.48555100808967
21,foxp1b,adamts10,-0.0010149574,0.0010149574,1.6415193729458732e-07,6.784753987431234
22,tbx20,adamts10,0.00026880644,0.00026880644,0.06476574210108249,1.1886546538614766
23,mef2aa,adamts10,0.00021991886,0.00021991886,0.06323952825785349,1.1990113783947187
24,foxi3b,adamts10,0.00024567006,0.00024567006,3.4384100260527872e-06,5.463642335492391
25,dmrt2a,adamts10,0.0034820936,0.0034820936,1.5210659015485898e-07,6.81785196934024
26,tbx5a,adamts10,-3.4046273e-06,3.4046273e-06,0.9770026667383868,0.010104250868549899
27,mef2ca,adamts10,0.0030720201,0.0030720201,9.630642906735265e-15,14.016344719985772
28,foxi3a,adamts10,-0.00015597312,0.00015597312,0.0012333972525513364,2.908897023319413
29,dmrt2b,adamts10,0.0027170894,0.0027170894,9.773194115647355e-10,9.009963475166339
30,myog,adamts10,0.0019621814,0.0019621814,2.8796356583266523e-08,7.54066245723655
31,tbx2b,adamts10,-0.00042342982,0.00042342982,0.0004180392799800751,3.378782908949571
32,mef2d,adamts10,0.01008903,0.01008903,4.4069893964497826e-13,12.355857994434235
33,fli1a,adamts10,-0.00095030817,0.00095030817,1.5644123735127123e-05,4.8056487577115705
34,tal1,adamts10,-0.00089648395,0.00089648395,8.232866872787203e-05,4.084448907166077
35,foxi2,adamts10,-0.00030644907,0.00030644907,0.00011668896522363946,3.9329702113845437
36,etv1,adamts10,0.0004519486,0.0004519486,0.00032053141963875916,3.4941293929566135
37,tfap2e,adamts10,-0.00037066423,0.00037066423,4.333173961190292e-05,4.363193875270159
38,nr2e3,adamts10,8.943626e-05,8.943626e-05,0.03322753535020424,1.4785018712853262
39,tcf21,adamts10,-0.00017943422,0.00017943422,0.005493698537526246,2.2601351758366346
40,etv2,adamts10,-0.0013390022,0.0013390022,4.837286857194377e-12,11.315398157638906
41,im:7142702,adamts10,0.00042219096,0.00042219096,5.886993896408407e-06,5.230106414460894
42,rxrab,adamts10,0.0008112021,0.0008112021,0.0012127763815820009,2.9162192693707345
43,tfap2c,adamts10,-0.0015550927,0.0015550927,9.465330700138188e-08,7.023864208035501
44,mef2cb,adamts10,0.0022105672,0.0022105672,8.608008274747354e-08,7.06509732419681
45,foxd5,adamts10,-0.00024198288,0.00024198288,0.00022938062346532722,3.639443271166675
46,myf5,adamts10,-0.0010677022,0.0010677022,2.3286876259168023e-08,7.632888764552139
47,ascl1a,adamts10,-0.00039556084,0.00039556084,1.5637596884936137e-05,4.805829986557497
48,tbx2a,adamts10,0.0005945026,0.0005945026,0.0004987957189182063,3.302077282655761
49,bhlha15,adamts10,-1.7851538e-05,1.7851538e-05,0.6915316306061982,0.16018795050252066
50,tbx3a,adamts10,5.117875e-05,5.117875e-05,0.4529445258273901,0.3439549847472752
51,irf8,adamts10,0.00021942878,0.00021942878,0.0006050487718460266,3.218209616273342
52,bcl11aa,adamts10,0.00028646062,0.00028646062,4.236678495718047e-05,4.372974491588652
53,foxd3,adamts10,0.0012930381,0.0012930381,2.4509700532823647e-07,6.610661995061131
