,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,-0.00011988405,0.00011988405,0.14119053630438047,0.8501944121264681
1,fli1b,adamts10,-0.0010164286,0.0010164286,0.0004922702829152091,3.3077963806714554
2,ebf3a,adamts10,0.00036566815,0.00036566815,0.009525731459769208,2.0211016658628793
3,tfap2a,adamts10,0.002433659,0.002433659,6.396001648353031e-09,8.194091433001079
4,mafbb,adamts10,0.00021741634,0.00021741634,0.044849318945833265,1.3482441474986457
5,ebf3b,adamts10,0.00023853307,0.00023853307,8.403686928917014e-06,5.075530135178076
6,foxg1a,adamts10,0.00068622135,0.00068622135,0.0024653079913321703,2.6081288165163965
7,spi1b,adamts10,-0.00012649011,0.00012649011,0.2563763273182072,0.5911220781770403
8,esr2a,adamts10,-0.0011319981,0.0011319981,2.038652589207502e-08,7.690656776892367
9,ebf1b,adamts10,0.00095132686,0.00095132686,6.2027728655752515e-09,8.207414121629386
10,bcl11ab,adamts10,0.00025721535,0.00025721535,0.1396714869717833,0.8548922432393659
11,mef2b,adamts10,-7.471168e-05,7.471168e-05,0.11058198717496179,0.95631560998992
12,tbx16,adamts10,-0.0033900177,0.0033900177,2.2773924921810526e-09,8.64256211541075
13,foxa2,adamts10,-0.0002815176,0.0002815176,0.0019334096425905414,2.713676119759154
14,foxn3,adamts10,0.00086045277,0.00086045277,0.0003217059498072179,3.492540906942145
15,nhlh2,adamts10,-0.001611753,0.001611753,5.0127129284238384e-08,7.299927166157207
16,ebf2,adamts10,0.001557773,0.001557773,2.5895496391926586e-08,7.58677575955598
17,tbx4,adamts10,0.0002690701,0.0002690701,0.006203342359289562,2.207374249683447
18,elk3,adamts10,0.0024266408,0.0024266408,2.1235943022048783e-15,14.672928448580599
19,myod1,adamts10,0.008517751,0.008517751,6.026931260327703e-09,8.219903761814088
20,etv4,adamts10,-0.00088047003,0.00088047003,1.2303005298990031e-05,4.909988788939156
21,foxp1b,adamts10,-0.00021150714,0.00021150714,0.1960544656202471,0.7076232611314655
22,tbx20,adamts10,0.00020111985,0.00020111985,0.12313199948451126,0.9096290681605457
23,mef2aa,adamts10,-0.0014488011,0.0014488011,8.144338015032599e-08,7.089144210078887
24,foxi3b,adamts10,-0.0004711571,0.0004711571,5.010967752193347e-09,8.300078392126721
25,dmrt2a,adamts10,0.006174927,0.006174927,6.270294899166914e-14,13.202712033320935
26,tbx5a,adamts10,-0.0006622208,0.0006622208,5.442702757162388e-07,6.264185383200678
27,mef2ca,adamts10,0.002739495,0.002739495,6.697209021561146e-09,8.17410614641338
28,foxi3a,adamts10,-0.00018166105,0.00018166105,0.005133737725841781,2.289566322483664
29,dmrt2b,adamts10,0.0005191468,0.0005191468,1.471973789338459e-11,10.832099923182637
30,myog,adamts10,0.0060714637,0.0060714637,6.14922054313241e-13,12.21117993060996
31,tbx2b,adamts10,-0.00016315264,0.00016315264,0.17992039859952036,0.7449195954260235
32,mef2d,adamts10,0.013055731,0.013055731,1.863793580356778e-16,15.729602188482108
33,fli1a,adamts10,-7.893763e-05,7.893763e-05,0.724306685946233,0.14007750588563847
34,tal1,adamts10,-0.00068901747,0.00068901747,0.00032829275982551907,3.483738695103428
35,foxi2,adamts10,-0.0003789698,0.0003789698,0.0012239437175208966,2.9122385525598187
36,etv1,adamts10,-0.0006073374,0.0006073374,8.638140800626308e-08,7.063579721284504
37,tfap2e,adamts10,-0.00040631738,0.00040631738,0.0003405689994058981,3.467794886613271
38,nr2e3,adamts10,0.0005350042,0.0005350042,3.160099630956449e-07,6.500299224820674
39,tcf21,adamts10,-0.00085374137,0.00085374137,1.856921629968405e-14,13.731206424957303
40,etv2,adamts10,-0.0010837106,0.0010837106,3.3654933334148823e-06,5.472951265384756
41,im:7142702,adamts10,-0.0002795071,0.0002795071,0.03320588820604695,1.4787848985654495
42,rxrab,adamts10,-0.002251875,0.002251875,1.2024836436395346e-07,6.919920822251765
43,tfap2c,adamts10,-0.00012584822,0.00012584822,0.4796997530225555,0.31903050513420483
44,mef2cb,adamts10,-0.0012799395,0.0012799395,6.766316494010595e-07,6.169647691976998
45,foxd5,adamts10,0.0003188575,0.0003188575,0.012469838387982815,1.9041391750428762
46,myf5,adamts10,-0.002507506,0.002507506,1.0891851626507759e-08,7.962898283438191
47,ascl1a,adamts10,-0.0003472606,0.0003472606,2.38956470330115e-05,4.621681205400059
48,tbx2a,adamts10,0.00019890157,0.00019890157,0.1178848509568312,0.9285420012541032
49,bhlha15,adamts10,-0.0003209248,0.0003209248,0.000732444425978466,3.1352253216994543
50,tbx3a,adamts10,-0.0006063146,0.0006063146,3.373478227017878e-08,7.471922088507503
51,irf8,adamts10,-0.00028355917,0.00028355917,4.926796368308532e-06,5.30743538737955
52,bcl11aa,adamts10,0.0005880476,0.0005880476,1.196137703843682e-05,4.922218819865263
53,foxd3,adamts10,-0.0013113493,0.0013113493,2.178127083005808e-05,4.661916784893347
54,foxj1a,adamts10,0.00018210303,0.00018210303,0.002253675478948023,2.647108620609746
55,rxraa,adamts10,-1.4904472e-05,1.4904472e-05,0.9309198482792975,0.031087709940795953
56,foxd1,adamts10,-0.0007340265,0.0007340265,6.656652507855376e-07,6.176744113599609
57,mafba,adamts10,-0.0014543419,0.0014543419,2.877529972746036e-10,9.540980144003846
58,esrrga,adamts10,0.0013086321,0.0013086321,2.128412887100672e-05,4.671944120175916
59,tfap2b,adamts10,-0.00010185822,0.00010185822,0.16027685314201884,0.795129193045383
60,smad3a,adamts17,-0.00066562905,0.00066562905,0.00011105836538207297,3.954448723000766
61,uncx4.1,adamts17,0.0005573827,0.0005573827,0.0031971446301296788,2.495237716982459
62,esr2a,adamts17,-0.0007219371,0.0007219371,8.516811121542694e-06,5.0697229840543905
63,meis3,adamts17,-0.0008748344,0.0008748344,3.496816277106746e-05,4.456327184944054
64,lhx2b,adamts17,-0.00012827922,0.00012827922,0.42429772201777316,0.3723292998802536
65,gfi1b,adamts17,0.0005345459,0.0005345459,4.383534463236011e-06,5.358175574684095
66,dlx5a,adamts17,0.00021536698,0.00021536698,0.03050561553398597,1.5156202075076362
67,egr3,adamts17,0.00020186571,0.00020186571,3.748080898566273e-07,6.426191043872371
68,barx1,adamts17,-8.4494524e-05,8.4494524e-05,0.13115877775876128,0.882202639083328
69,rorb,adamts17,0.00086923153,0.00086923153,0.0011629064824079814,2.934455208579521
70,gata2a,adamts17,-0.0009838836,0.0009838836,4.4188635899338655e-07,6.354689404876582
71,otpa,adamts17,-0.00026488164,0.00026488164,0.00016120386382811048,3.7926245529830553
72,etv4,adamts17,-0.00034514154,0.00034514154,0.019974639220546524,1.69952105611614
73,sox3,adamts17,-0.0014048682,0.0014048682,2.4319863867998032e-05,4.61403886038379
74,meis1a,adamts17,0.00045298156,0.00045298156,0.006876793318004192,2.1626140281807573
75,rarab,adamts17,0.0023489743,0.0023489743,3.4422383151654805e-10,9.463159065624238
76,emx3,adamts17,0.000499141,0.000499141,0.013710653504444746,1.8629418445095167
77,thrab,adamts17,0.00082108285,0.00082108285,2.22455630490168e-07,6.65275659751376
78,hoxa4a,adamts17,-0.00047651178,0.00047651178,0.020383562218056213,1.6907199166761868
79,hoxc1a,adamts17,0.00044714203,0.00044714203,0.004101460761923166,2.387061438925094
80,foxi3b,adamts17,0.0002815967,0.0002815967,4.1840656875122294e-08,7.378401505904607
81,uncx,adamts17,0.0011622653,0.0011622653,8.949927358538947e-10,9.04818048959065
82,hoxa11b,adamts17,-0.00070639775,0.00070639775,0.0001539756092609275,3.812548068789029
83,lmx1ba,adamts17,-0.000726774,0.000726774,5.455152771600226e-05,4.263193082484635
84,rx2,adamts17,0.00014787157,0.00014787157,0.3877960459743903,0.41139662336525057
85,dmrt2b,adamts17,0.00017381199,0.00017381199,0.0031920898014776906,2.49592489935839
86,tbx2b,adamts17,-0.0012369533,0.0012369533,0.00013323323852824408,3.8753874154913945
87,lhx2a,adamts17,0.00027244975,0.00027244975,0.004664028845248663,2.331238772294157
88,nr2e3,adamts17,0.00031694246,0.00031694246,3.609288867390959e-08,7.4425783580365135
89,meox1,adamts17,-0.0012735376,0.0012735376,6.530847889418835e-05,4.185030431314323
90,noto,adamts17,3.154937e-06,3.154937e-06,0.9709105290079938,0.012820789194385038
91,egr2b,adamts17,0.00018328243,0.00018328243,0.30663626349563466,0.5133764858001247
92,mitfb,adamts17,0.00024660188,0.00024660188,9.005438705559622e-07,6.045495125402714
93,alx1,adamts17,-0.0026636794,0.0026636794,2.678921151581391e-10,9.572040068749777
94,foxp4,adamts17,0.00072143174,0.00072143174,0.0005432029669365642,3.265037866635031
95,hoxa9b,adamts17,0.00093820156,0.00093820156,1.943278857224161e-05,4.7114648744058725
96,lmx1bb,adamts17,0.0008363276,0.0008363276,1.9435403585681875e-05,4.711406436601289
97,sox1a,adamts17,-0.0005379043,0.0005379043,2.0489167104306036e-05,4.68847569554492
98,nkx6.1,adamts17,-0.00047034057,0.00047034057,5.831745864103933e-06,5.234201409968224
99,tbx2a,adamts17,0.0011745504,0.0011745504,2.5410008359212615e-06,5.594995192078347
100,gsx2,adamts17,-2.8127448e-05,2.8127448e-05,0.7912607168098971,0.10168039486415152
101,meis1b,adamts17,-0.0010453541,0.0010453541,5.148594128424784e-06,5.28831134292379
102,meis2a,adamts17,-0.0005180991,0.0005180991,0.003532164737125641,2.4519590495009753
103,phox2a,adamts17,-0.00065083324,0.00065083324,1.7282031239162485e-09,8.762405214165247
104,nr2f1b,adamts17,0.00039185476,0.00039185476,0.03504979464195138,1.4553145222373682
105,nr6a1b,adamts17,-0.0010914487,0.0010914487,4.2293665834217077e-07,6.373724670431867
106,gbx2,adamts17,-9.404259e-06,9.404259e-06,0.8651641137467307,0.06290150301588285
107,vsx1,adamts17,-6.9735615e-05,6.9735615e-05,0.47701173466123625,0.3214709370271062
108,hnf1bb,adamts17,0.00010608021,0.00010608021,0.2962770129366119,0.5283020425532026
109,msx1b,adamts17,0.0014065233,0.0014065233,1.6807933302054225e-05,4.77448568398426
110,sox8a,adamts17,-0.00026312203,0.00026312203,0.001147960209778842,2.9400731650503866
111,alx4a,adamts17,0.00181577,0.00181577,1.0207789523258619e-14,13.991068293347613
112,pnx,adamts17,-0.00053858745,0.00053858745,0.001972812161334823,2.7049142635462315
113,sox7,adamts17,0.00043642955,0.00043642955,0.0034880043630160134,2.457422980496181
114,hoxc13b,adamts17,-0.000113916736,0.000113916736,0.0405323047136077,1.39219870107092
115,ebf3a,adamts17,0.0015229862,0.0015229862,6.306182838679854e-06,5.200233441663186
116,dlx4a,adamts17,-0.00058466056,0.00058466056,8.136718285356525e-05,4.089550720164286
117,fli1b,adamts17,-0.0010603161,0.0010603161,6.117261111873987e-06,5.213442981489152
118,hoxc8a,adamts17,-0.0009100168,0.0009100168,1.1289684118964545e-05,4.947318209298222
119,barhl1b,adamts17,0.0006972869,0.0006972869,3.303718967964087e-07,6.480996903195914
120,foxg1a,adamts17,-0.00057383266,0.00057383266,0.002047380567693135,2.688801423049676
121,mef2b,adamts17,-8.476794e-05,8.476794e-05,0.031246385615772424,1.505200211852991
122,osr1,adamts17,0.0013568363,0.0013568363,7.406709906826551e-12,11.130374664708691
123,hoxb6b,adamts17,0.00061046914,0.00061046914,0.05200367919349267,1.283965929501598
124,dlx3b,adamts17,7.020564e-05,7.020564e-05,0.6158918203749033,0.21049556371236433
