,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,-0.00050061295,0.00050061295,0.0007655594109452702,3.116021100400732
1,fli1b,adamts10,-0.00050479156,0.00050479156,0.001361598370545523,2.865950976988858
2,ebf3a,adamts10,0.002348767,0.002348767,1.1844637364353082e-07,6.926478231105947
3,tfap2a,adamts10,-9.3485745e-05,9.3485745e-05,0.1401888073691254,0.8532866589219132
4,mafbb,adamts10,-2.8359544e-05,2.8359544e-05,0.8214989405504697,0.08539299231824578
5,ebf3b,adamts10,-0.00034275392,0.00034275392,0.0037710143771863824,2.423541811821161
6,foxg1a,adamts10,-0.00038946173,0.00038946173,0.030036922209633932,1.5223445701982348
7,spi1b,adamts10,0.00011777875,0.00011777875,0.23761438197338608,0.6241272765584706
8,esr2a,adamts10,-0.000857484,0.000857484,1.84092846610225e-06,5.734963086770642
9,ebf1b,adamts10,0.00026229033,0.00026229033,0.003690265300499192,2.432942410426007
10,bcl11ab,adamts10,-0.0010918523,0.0010918523,3.4703525646684635e-07,6.459626401545744
11,mef2b,adamts10,-0.00096378545,0.00096378545,8.298187937753134e-07,6.081016733473683
12,tbx16,adamts10,-0.0009969047,0.0009969047,1.321751920335694e-07,6.878850049948317
13,foxa2,adamts10,0.000654893,0.000654893,1.806792708762034e-06,5.7430916706846995
14,foxn3,adamts10,0.00021423974,0.00021423974,0.05448947868915152,1.2636873470510732
15,nhlh2,adamts10,-0.00022382816,0.00022382816,0.010031799945371485,1.9986211371480822
16,ebf2,adamts10,0.0013996969,0.0013996969,9.708970937875648e-08,7.0128267988958894
17,tbx4,adamts10,-9.475468e-05,9.475468e-05,0.5129327906802474,0.2899395365429664
18,elk3,adamts10,0.00077910844,0.00077910844,3.387844257857571e-05,4.470076562776904
19,myod1,adamts10,0.00059785164,0.00059785164,0.00010452747974974305,3.9807695207031117
20,etv4,adamts10,0.00038488474,0.00038488474,0.05329747185876057,1.2732933910452835
21,foxp1b,adamts10,0.0012614075,0.0012614075,1.6987216796682083e-05,4.769877770563406
22,tbx20,adamts10,0.0007695708,0.0007695708,2.5424947906153553e-05,4.594739928241727
23,mef2aa,adamts10,-0.00032281253,0.00032281253,0.003527004981383139,2.452593926954092
24,foxi3b,adamts10,-0.0004551201,0.0004551201,0.0009046270044931966,3.0435304520451827
25,dmrt2a,adamts10,0.002455819,0.002455819,3.1955575775687045e-05,4.495453352925285
26,tbx5a,adamts10,0.00041111786,0.00041111786,1.3624553516834478e-05,4.8656777208569855
27,mef2ca,adamts10,2.783549e-05,2.783549e-05,0.5720790008862964,0.24254399344492977
28,foxi3a,adamts10,-0.0003560421,0.0003560421,0.0004684377897060056,3.3293480768815145
29,dmrt2b,adamts10,-0.00041121073,0.00041121073,0.001432654323475673,2.8438585852600244
30,myog,adamts10,-7.53118e-05,7.53118e-05,0.06063955661272781,1.217243982860001
31,tbx2b,adamts10,0.00011638111,0.00011638111,0.29417868124745256,0.5313888032334525
32,mef2d,adamts10,0.00082641025,0.00082641025,1.25805583979032e-06,5.900300081963405
33,fli1a,adamts10,0.00048007286,0.00048007286,3.212589892029795e-05,4.493144711422108
34,tal1,adamts10,-0.00030665292,0.00030665292,0.0030757217959977955,2.512052949731182
35,foxi2,adamts10,-0.00032010075,0.00032010075,0.059919352253126,1.2224328901419275
36,etv1,adamts10,0.00022235837,0.00022235837,0.4208454546756457,0.3758773590427829
37,tfap2e,adamts10,-0.00026807352,0.00026807352,0.15414172940176496,0.8120797727314156
38,nr2e3,adamts10,-0.00051814696,0.00051814696,0.0045044659874501755,2.346356688025718
39,tcf21,adamts10,0.00061547593,0.00061547593,0.002210236786026729,2.655561197194448
40,etv2,adamts10,-0.00063346146,0.00063346146,9.146282816113236e-05,4.0387553737427435
41,im:7142702,adamts10,-0.00012590783,0.00012590783,0.2454114602108605,0.6101051604756567
42,rxrab,adamts10,-0.00070170977,0.00070170977,4.0859675122668697e-08,7.388705090787105
43,tfap2c,adamts10,0.0003489615,0.0003489615,0.0006960673610250338,3.157348730064887
44,mef2cb,adamts10,0.00023374824,0.00023374824,0.0014620175563289483,2.8350474122133122
45,foxd5,adamts10,0.0005015335,0.0005015335,0.0004984218547853308,3.302402923001014
46,myf5,adamts10,0.00044626268,0.00044626268,0.001288721927444213,2.889840781951964
47,ascl1a,adamts10,0.00085226726,0.00085226726,7.564098708730493e-07,6.121242812405361
48,tbx2a,adamts10,-0.00072347966,0.00072347966,7.783841991813699e-07,6.108805988615848
49,bhlha15,adamts10,-0.0006609894,0.0006609894,0.0009159169483347714,3.038143904623812
50,tbx3a,adamts10,-0.0007790588,0.0007790588,4.513977328210116e-06,5.345440626529406
51,irf8,adamts10,0.00089495094,0.00089495094,2.8717384254682363e-06,5.541855120679488
52,bcl11aa,adamts10,0.00015271374,0.00015271374,0.12619292430238876,0.8989649955085015
53,foxd3,adamts10,0.00033270207,0.00033270207,6.074772779176764e-07,6.216469961778245
54,foxj1a,adamts10,-0.0001604002,0.0001604002,0.37372003052007075,0.42745362435746626
55,rxraa,adamts10,-0.0002806799,0.0002806799,0.003357063267345771,2.4740404739440525
56,foxd1,adamts10,0.0010898606,0.0010898606,4.428488747973499e-05,4.353744454452193
57,mafba,adamts10,0.00044595488,0.00044595488,0.000422940385456322,3.3737208432441657
58,esrrga,adamts10,-0.0010075694,0.0010075694,4.304512351727455e-08,7.366076041643456
59,tfap2b,adamts10,-0.0005249604,0.0005249604,0.00011488491389695935,3.9397369969118925
60,smad3a,adamts17,0.00068165606,0.00068165606,2.9256345369987703e-09,8.533779925810752
61,uncx4.1,adamts17,-5.777446e-05,5.777446e-05,0.43790869929497445,0.3586164272256022
62,esr2a,adamts17,9.9109035e-05,9.9109035e-05,0.30125536567824024,0.5210652091018922
63,meis3,adamts17,0.00028948742,0.00028948742,2.8141104419686702e-06,5.550658862339669
64,lhx2b,adamts17,-0.00015651053,0.00015651053,0.0073418804181275945,2.134192693404663
65,gfi1b,adamts17,0.00031340803,0.00031340803,5.199619844476392e-05,4.284028407419318
66,dlx5a,adamts17,6.323043e-05,6.323043e-05,0.4475988591363158,0.34911102909505953
67,egr3,adamts17,-0.0002762871,0.0002762871,0.007215003231487207,2.1417634700567314
68,barx1,adamts17,5.1481486e-05,5.1481486e-05,0.6426455451377868,0.19202849867076846
