,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,0.0012587691,0.0012587691,5.851977153449833e-13,12.232697378061086
1,fli1b,adamts10,-0.0014513504,0.0014513504,1.726935757148738e-06,5.762723818098292
2,ebf3a,adamts10,0.0038114795,0.0038114795,9.808877954876569e-12,11.00838066905998
3,tfap2a,adamts10,0.000847016,0.000847016,6.801295456005905e-06,5.16740835849805
4,mafbb,adamts10,-0.00022251622,0.00022251622,0.04429731730380874,1.3536225743509953
5,ebf3b,adamts10,7.537074e-05,7.537074e-05,0.2026951417014365,0.6931566605696619
6,foxg1a,adamts10,0.0006411755,0.0006411755,0.0023628339774098934,2.6265667926409333
7,spi1b,adamts10,-0.0003718741,0.0003718741,0.01987481011049858,1.7016970120227675
8,esr2a,adamts10,-0.00092817267,0.00092817267,1.9602105712902744e-09,8.707697273012231
9,ebf1b,adamts10,-0.00058568834,0.00058568834,0.0007440785338244238,3.128381224391455
10,bcl11ab,adamts10,-0.0008612698,0.0008612698,7.921180165110394e-06,5.101210108686763
11,mef2b,adamts10,8.288722e-05,8.288722e-05,0.26426589763308317,0.5779588770701214
12,tbx16,adamts10,-0.0027633703,0.0027633703,1.3128229319519977e-10,9.881793845777915
13,foxa2,adamts10,0.00042896246,0.00042896246,3.9967846740251163e-07,6.398289248637995
14,foxn3,adamts10,0.0006982938,0.0006982938,0.0113022036208546,1.9468368727046435
15,nhlh2,adamts10,0.0001585746,0.0001585746,0.13568397638633947,0.8674714373652204
16,ebf2,adamts10,0.0008494551,0.0008494551,0.00011996382258008933,3.9209497041413397
17,tbx4,adamts10,-0.00024566913,0.00024566913,0.0014981041491106616,2.8244579931707565
18,elk3,adamts10,0.0020173895,0.0020173895,1.1664114966406022e-09,8.93314820841656
19,myod1,adamts10,0.003811497,0.003811497,6.779264260080612e-08,7.168817436682396
20,etv4,adamts10,0.0016789078,0.0016789078,5.288817221286959e-12,11.27664144170821
21,foxp1b,adamts10,-0.0023368709,0.0023368709,3.4882506096696223e-09,8.457392321191636
22,tbx20,adamts10,0.00015846876,0.00015846876,0.2938869444247808,0.5318197065106286
23,mef2aa,adamts10,3.6890327e-05,3.6890327e-05,0.7729725367810983,0.11183593601220979
24,foxi3b,adamts10,-0.00011811853,0.00011811853,0.001053738258325753,2.977267251629592
25,dmrt2a,adamts10,0.0024612134,0.0024612134,2.9187624375616798e-05,4.534801251450705
26,tbx5a,adamts10,-0.0008002244,0.0008002244,0.0001965655215184563,3.7064926570401977
27,mef2ca,adamts10,0.004463788,0.004463788,1.1296878582373988e-11,10.947041538969412
28,foxi3a,adamts10,-0.00011522805,0.00011522805,0.003756340196602895,2.425235082322636
29,dmrt2b,adamts10,-3.995089e-05,3.995089e-05,0.4050792754630701,0.39245997548406525
30,myog,adamts10,0.0024708821,0.0024708821,0.0003151990738693862,3.501415067242146
31,tbx2b,adamts10,0.00054391753,0.00054391753,9.042846250960517e-06,5.043694853094124
32,mef2d,adamts10,0.008538669,0.008538669,1.9035410295359826e-12,11.720437757825692
33,fli1a,adamts10,-0.00031269036,0.00031269036,0.17178389054839535,0.7650175656152137
34,tal1,adamts10,0.0008740748,0.0008740748,0.0016688050047895238,2.777594406455168
35,foxi2,adamts10,-0.0005307311,0.0005307311,9.424903251717684e-10,9.025723099208196
36,etv1,adamts10,0.000109094595,0.000109094595,0.07298266679064187,1.1367802715372783
37,tfap2e,adamts10,0.00040391108,0.00040391108,2.743580475202436e-05,4.561682296476189
38,nr2e3,adamts10,9.339731e-06,9.339731e-06,0.8564431780353171,0.06730144563989009
39,tcf21,adamts10,-0.0010704156,0.0010704156,2.1979502582371092e-10,9.657982140309974
40,etv2,adamts10,-0.00027586333,0.00027586333,0.3141847098007749,0.5028149542760932
41,im:7142702,adamts10,-0.0006976241,0.0006976241,1.7628754744553475e-09,8.753778364199217
42,rxrab,adamts10,-0.0012132423,0.0012132423,8.443692075983165e-07,6.073467612898695
43,tfap2c,adamts10,-0.00037414324,0.00037414324,4.376921427234178e-05,4.358831249600025
44,mef2cb,adamts10,0.0003904225,0.0003904225,0.20173851088020558,0.6952111892126227
45,foxd5,adamts10,-0.00019317679,0.00019317679,0.050499107974995405,1.2967162932666607
46,myf5,adamts10,-0.001149109,0.001149109,1.1781782125573252e-06,5.928789012709869
47,ascl1a,adamts10,-0.00029767142,0.00029767142,5.883858954026835e-06,5.230337746587273
48,tbx2a,adamts10,0.0003180186,0.0003180186,0.03755359498638631,1.4253484818817221
49,bhlha15,adamts10,-0.00058039784,0.00058039784,0.0003686390740610071,3.4333986334422395
50,tbx3a,adamts10,-0.00028970174,0.00028970174,0.0001582911618679107,3.80054333314239
51,irf8,adamts10,2.8521441e-05,2.8521441e-05,0.5354499346102232,0.2712811301336949
52,bcl11aa,adamts10,-0.00054605486,0.00054605486,4.882380389950544e-08,7.3113683873889554
53,foxd3,adamts10,0.0011504164,0.0011504164,2.4325150275300726e-05,4.613944468077811
54,foxj1a,adamts10,0.0006848909,0.0006848909,2.83381567374455e-07,6.547628401964018
55,rxraa,adamts10,0.00050742837,0.00050742837,0.04480268892253475,1.3486959201720579
56,foxd1,adamts10,-0.0014829327,0.0014829327,7.8459686222287e-12,11.10535343304311
57,mafba,adamts10,-0.00062720105,0.00062720105,0.0005320401913234152,3.2740555590382674
58,esrrga,adamts10,0.00081268355,0.00081268355,0.0009246044105111468,3.0340440392387493
59,tfap2b,adamts10,-0.00019199472,0.00019199472,0.009848415139862817,2.0066336528923734
60,smad3a,adamts17,0.0011379104,0.0011379104,1.7520545328007745e-05,4.756452380516178
61,uncx4.1,adamts17,0.0021657266,0.0021657266,5.976995580405308e-09,8.223517065298374
62,esr2a,adamts17,-0.00055503467,0.00055503467,1.4947222754664697e-05,4.825439493250573
63,meis3,adamts17,0.0003421837,0.0003421837,0.009498975345868221,2.022323239514898
64,lhx2b,adamts17,4.3157394e-05,4.3157394e-05,0.7633377367077092,0.11728326711032809
65,gfi1b,adamts17,0.0002970477,0.0002970477,0.007539217439967531,2.1226737309394856
66,dlx5a,adamts17,0.00063262525,0.00063262525,4.861802006963883e-07,6.313202731431371
67,egr3,adamts17,0.00017720326,0.00017720326,3.7397407207179707e-05,4.427158506747332
68,barx1,adamts17,-0.00010071699,0.00010071699,0.016884256749042464,1.772518052404589
69,rorb,adamts17,0.00020036068,0.00020036068,0.14572390683039305,0.8364691939210843
70,gata2a,adamts17,-0.00060467265,0.00060467265,6.425525063790514e-06,5.1920913780371745
71,otpa,adamts17,-0.00060142134,0.00060142134,1.638342780924559e-10,9.785595228161942
72,etv4,adamts17,-0.00087287574,0.00087287574,9.915712531883489e-05,4.003676072427251
73,sox3,adamts17,-0.000608695,0.000608695,0.0033954362688177957,2.4691044166802305
