,source,target,coef_mean,coef_abs,p,-logp
0,dmrta2,adamts10,0.00079222873,0.00079222873,4.4654680624313125e-05,4.350133012413247
1,fli1b,adamts10,-0.00067136274,0.00067136274,0.0010607558872627394,2.9743845491926204
2,ebf3a,adamts10,0.0023377305,0.0023377305,4.6719954991576645e-12,11.33049758428006
3,tfap2a,adamts10,0.0009103969,0.0009103969,0.00018420450058130274,3.7346997630981966
4,mafbb,adamts10,0.0023564007,0.0023564007,6.149454394731463e-11,10.211163414934967
5,ebf3b,adamts10,-0.0007506706,0.0007506706,4.631111570213957e-07,6.3343147560942965
6,foxg1a,adamts10,0.0005767654,0.0005767654,0.010441685947652305,1.9812293731108153
7,spi1b,adamts10,-0.00176892,0.00176892,2.187849068774342e-08,7.659982641597916
8,esr2a,adamts10,-5.0394672e-05,5.0394672e-05,0.7047663440416763,0.15195484373616708
9,ebf1b,adamts10,-0.0003662093,0.0003662093,0.03892514501771504,1.4097697607694477
10,bcl11ab,adamts10,-0.00031095187,0.00031095187,0.09723601019879294,1.0121728694934162
11,mef2b,adamts10,0.0003133636,0.0003133636,0.04113951929872204,1.3857407871948226
12,tbx16,adamts10,-0.0016165581,0.0016165581,1.3585361301298547e-05,4.866928807075039
13,foxa2,adamts10,-0.00080592,0.00080592,2.3474940064729106e-09,8.629395507883604
14,foxn3,adamts10,0.0012435331,0.0012435331,1.2263777854497918e-05,4.911375724872494
15,nhlh2,adamts10,0.00061676634,0.00061676634,3.124946422550946e-05,4.505157424268689
16,ebf2,adamts10,0.0013792409,0.0013792409,2.749927282830832e-08,7.560678790199867
17,tbx4,adamts10,-0.00020309372,0.00020309372,0.0008874612309281884,3.0518506101733984
18,elk3,adamts10,0.00039497038,0.00039497038,0.008239340289490511,2.0841075601601364
19,myod1,adamts10,0.0041015376,0.0041015376,2.4997062906638545e-08,7.602111016862945
20,etv4,adamts10,0.00057860883,0.00057860883,0.004741676173030475,2.324068108955076
