,gene,n_celltypes,celltypes,total_peaks,peaks_in_optic_cup_early,peaks_in_hatching_gland,peaks_in_unassigned,peaks_in_tail_bud_late,peaks_in_muscle,peaks_in_lateral_plate,peaks_in_PSM,peaks_in_enteric_neurons,peaks_in_hemangioblasts,peaks_in_floor_plate,peaks_in_diff_neurons,peaks_in_midbrain_hindbrain_boundary,peaks_in_NMPs,peaks_in_hematopoietic_vasculature,peaks_in_fast_muscle,peaks_in_neural,peaks_in_endoderm,peaks_in_heart_myocardium,peaks_in_hindbrain,peaks_in_notochord,peaks_in_epidermis,peaks_in_endo_pancreas,peaks_in_neural_crest
8511,acss2,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8520,sema6e,3,"optic_cup_early,hatching_gland,unassigned",5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8544,ret,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631,phactr3b,3,"unassigned,tail_bud_late,fast_muscle",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8663,tspan18b,3,"optic_cup_early,tail_bud_late,hematopoietic_vasculature",5,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8709,sema5bb,3,"optic_cup_early,unassigned,hindbrain",5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8786,usp43b,3,"unassigned,tail_bud_late,heart_myocardium",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8895,CR388132.2,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8952,tmie,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,nitr9,3,"unassigned,tail_bud_late,fast_muscle",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9145,BX072554.1,3,"optic_cup_early,unassigned,hematopoietic_vasculature",5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9164,b4galnt3b,3,"unassigned,tail_bud_late,notochord",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9166,nectin4a,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,MAP3K13,3,"unassigned,tail_bud_late,hindbrain",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9235,adra1aa,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,elavl4,3,"optic_cup_early,unassigned,enteric_neurons",5,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9402,LO018196.1,3,"unassigned,tail_bud_late,floor_plate",5,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
9431,sorcs3b,3,"unassigned,tail_bud_late,fast_muscle",5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9492,wnk1b,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9685,celsr3,3,"optic_cup_early,unassigned,neural_crest",5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9712,itga8,3,"unassigned,tail_bud_late,neural_crest",5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9725,cnbd1,3,"hatching_gland,unassigned,heart_myocardium",5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
9734,plekhg5a,3,"hatching_gland,unassigned,hematopoietic_vasculature",5,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9745,mgat5,3,"optic_cup_early,unassigned,lateral_plate",5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9772,cacna2d1a,3,"unassigned,tail_bud_late,fast_muscle",5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9788,rapgef5b,3,"optic_cup_early,unassigned,hemangioblasts",5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9940,BX323459.2,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10010,FO744838.1,3,"unassigned,enteric_neurons,diff_neurons",5,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10052,pdxkb,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10061,BX664610.1,3,"unassigned,midbrain_hindbrain_boundary,hindbrain",5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10105,rab11fip3,3,"optic_cup_early,hatching_gland,unassigned",5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10133,mctp1b,3,"optic_cup_early,unassigned,hindbrain",5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10155,tpra,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10179,depdc5,3,"optic_cup_early,unassigned,PSM",5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10221,atxn2,3,"optic_cup_early,hatching_gland,unassigned",5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10308,cog6,3,"unassigned,tail_bud_late,hindbrain",5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
10327,CR589876.1,3,"optic_cup_early,unassigned,muscle",5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10487,myh9a,3,"hatching_gland,unassigned,epidermis",5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10512,myh7,3,"optic_cup_early,unassigned,heart_myocardium",5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10516,dlg5a,3,"optic_cup_early,unassigned,tail_bud_late",5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10591,sun1,3,"unassigned,tail_bud_late,hemangioblasts",5,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10673,tanc2a,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10691,march4,3,"optic_cup_early,unassigned,enteric_neurons",5,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10747,trioa,3,"unassigned,tail_bud_late,muscle",5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10901,tyw1,3,"optic_cup_early,unassigned,tail_bud_late",5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10954,sema3d,3,"unassigned,tail_bud_late,muscle",5,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10987,fgfr1b,3,"unassigned,tail_bud_late,floor_plate",5,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11099,specc1la,3,"unassigned,tail_bud_late,hemangioblasts",5,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11137,FP101883.1,3,"optic_cup_early,unassigned,hemangioblasts",5,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11151,armc9,3,"hatching_gland,unassigned,notochord",5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11168,kifap3b,3,"optic_cup_early,unassigned,lateral_plate",5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11177,ldb1a,3,"unassigned,PSM,diff_neurons",5,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,FO907089.1,3,"optic_cup_early,unassigned,tail_bud_late",4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,slc25a13,3,"unassigned,PSM,epidermis",4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,sept12,3,"unassigned,floor_plate,endoderm",4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
119,gpr78a,3,"optic_cup_early,unassigned,hemangioblasts",4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,dtnbp1a,3,"unassigned,tail_bud_late,hematopoietic_vasculature",4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
232,ankib1b,3,"optic_cup_early,unassigned,enteric_neurons",4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,BX601646.1,3,"optic_cup_early,unassigned,diff_neurons",4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
367,unc119.2,3,"tail_bud_late,hemangioblasts,hematopoietic_vasculature",4,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
386,matn4,3,"unassigned,PSM,fast_muscle",4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
407,zgc:194930,3,"optic_cup_early,hatching_gland,unassigned",4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,grip2a,3,"unassigned,tail_bud_late,muscle",4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,dock8,3,"unassigned,tail_bud_late,hemangioblasts",4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,pir,3,"unassigned,tail_bud_late,PSM",4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,kremen1,3,"tail_bud_late,midbrain_hindbrain_boundary,epidermis",4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
596,ccar1,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,rfx4,3,"unassigned,tail_bud_late,floor_plate",4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
677,ldb3a,3,"unassigned,muscle,endo_pancreas",4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,mipol1,3,"optic_cup_early,unassigned,endoderm",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
745,si:ch211-130m23.3,3,"optic_cup_early,unassigned,hemangioblasts",4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,pcdh1g9,3,"unassigned,tail_bud_late,floor_plate",4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
892,suco,3,"optic_cup_early,hatching_gland,unassigned",4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,scn4ba,3,"optic_cup_early,unassigned,enteric_neurons",4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,atp6v0a1b,3,"optic_cup_early,unassigned,heart_myocardium",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
984,rac2,3,"unassigned,enteric_neurons,epidermis",4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
986,gabra4,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,poc1bl,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,eif3hb,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,BX649231.1,3,"unassigned,floor_plate,fast_muscle",4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1161,ralgapb,3,"optic_cup_early,unassigned,hematopoietic_vasculature",4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1162,GFUS,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,bmp7b,3,"optic_cup_early,unassigned,PSM",4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,phldb1a,3,"unassigned,PSM,diff_neurons",4,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1205,madd,3,"hatching_gland,unassigned,tail_bud_late",4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,btd,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,BX005124.1,3,"unassigned,tail_bud_late,diff_neurons",4,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1365,mdn1,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,BX649481.1,3,"unassigned,enteric_neurons,endo_pancreas",4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1391,dnmbp,3,"unassigned,floor_plate,midbrain_hindbrain_boundary",4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1483,wasf1,3,"optic_cup_early,hatching_gland,tail_bud_late",4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,USP53,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,BX323067.1,3,"optic_cup_early,unassigned,floor_plate",4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,gtf2f2b,3,"optic_cup_early,notochord,neural_crest",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1594,fut8a,3,"optic_cup_early,tail_bud_late,hematopoietic_vasculature",4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1628,gabrb1,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,f13a1b,3,"unassigned,hemangioblasts,hematopoietic_vasculature",4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1662,BX649266.1,3,"optic_cup_early,unassigned,floor_plate",4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,BX000460.1,3,"optic_cup_early,unassigned,heart_myocardium",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1842,pfkpb,3,"optic_cup_early,hatching_gland,unassigned",4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,adamts9,3,"optic_cup_early,unassigned,neural",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1873,rgs6,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,znf532,3,"optic_cup_early,unassigned,floor_plate",4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,vps35,3,"optic_cup_early,tail_bud_late,hemangioblasts",4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,kirrel1a,3,"unassigned,tail_bud_late,floor_plate",4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,myog,3,"unassigned,muscle,fast_muscle",4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,akap13,3,"optic_cup_early,unassigned,hemangioblasts",4,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,atp11a,3,"unassigned,tail_bud_late,hindbrain",4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2067,serpinh2,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,mlx,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,CR356233.1,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,mettl15,3,"optic_cup_early,unassigned,hindbrain",4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,SLC4A5,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,cers5,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,hibch,3,"optic_cup_early,hatching_gland,unassigned",4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,rnpc3,3,"optic_cup_early,unassigned,muscle",4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,efna5a,3,"unassigned,tail_bud_late,floor_plate",4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,ANKFN1,3,"unassigned,tail_bud_late,neural_crest",4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2270,kif26ab,3,"optic_cup_early,tail_bud_late,NMPs",4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2300,disp1,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,cubn,3,"optic_cup_early,unassigned,hindbrain",4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2363,wwp2,3,"optic_cup_early,unassigned,NMPs",4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2382,FP016208.2,3,"optic_cup_early,hemangioblasts,hematopoietic_vasculature",4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2419,zswim7,3,"unassigned,tail_bud_late,enteric_neurons",4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,si:dkey-15b23.3,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,BX005154.1,3,"optic_cup_early,unassigned,diff_neurons",4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2473,si:dkey-12j5.1,3,"unassigned,tail_bud_late,enteric_neurons",4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,gabra5,3,"optic_cup_early,unassigned,hindbrain",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2532,kcng2,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,CU459155.1,3,"tail_bud_late,hemangioblasts,hematopoietic_vasculature",4,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2596,nipbla,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,galnt13,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,strip2,3,"optic_cup_early,unassigned,midbrain_hindbrain_boundary",4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2620,si:ch211-1o7.3,3,"optic_cup_early,unassigned,PSM",4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,cacna2d3,3,"optic_cup_early,unassigned,tail_bud_late",4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2692,pld1a,3,"optic_cup_early,unassigned,notochord",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2719,pacsin1b,3,"unassigned,enteric_neurons,diff_neurons",4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2730,pdzrn3b,3,"optic_cup_early,unassigned,hindbrain",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2756,txlnba,3,"optic_cup_early,hatching_gland,muscle",4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,RAPGEF4,3,"optic_cup_early,unassigned,hematopoietic_vasculature",4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2815,ABCA7,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,syt13,3,"optic_cup_early,unassigned,enteric_neurons",4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,camk1b,3,"hatching_gland,unassigned,tail_bud_late",4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,CR812468.1,3,"unassigned,lateral_plate,floor_plate",4,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,ppp1r37,3,"hatching_gland,unassigned,tail_bud_late",4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896,unc45b,3,"unassigned,tail_bud_late,muscle",4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,uba7,3,"unassigned,muscle,hematopoietic_vasculature",4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3031,flrt2,3,"optic_cup_early,unassigned,neural",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3075,dachc,3,"optic_cup_early,unassigned,tail_bud_late",4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,tspan18a,3,"optic_cup_early,hatching_gland,unassigned",4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,tjp2b,3,"unassigned,tail_bud_late,hematopoietic_vasculature",4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3459,BX571674.1,3,"optic_cup_early,unassigned,fast_muscle",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3484,map7d1a,3,"optic_cup_early,unassigned,floor_plate",4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,mrpl4,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3494,poln,3,"unassigned,diff_neurons,hindbrain",4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
3504,sirt2,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,BX957260.1,3,"unassigned,tail_bud_late,muscle",4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,BX005254.1,3,"unassigned,PSM,diff_neurons",4,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3712,vegfba,3,"unassigned,tail_bud_late,midbrain_hindbrain_boundary",4,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3751,col28a2a,3,"optic_cup_early,unassigned,hindbrain",4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3853,CU927890.1,3,"optic_cup_early,hatching_gland,hindbrain",4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3862,mpped2a,3,"optic_cup_early,unassigned,hematopoietic_vasculature",4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3866,myrfl,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,ppp2r2bb,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,ndrg2,3,"optic_cup_early,unassigned,tail_bud_late",4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,ppp2r2ca,3,"optic_cup_early,unassigned,muscle",4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,adamts16,3,"optic_cup_early,tail_bud_late,notochord",4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4209,trit1,3,"unassigned,PSM,NMPs",4,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4240,fbxo4,3,"unassigned,tail_bud_late,lateral_plate",4,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,dlg3,3,"unassigned,tail_bud_late,hemangioblasts",4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4352,rhoca,3,"unassigned,tail_bud_late,hematopoietic_vasculature",4,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
