"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"hmga1a",124,29,95,0.0427170868347339,0.0514162914187105,0.285057471264368,0.0666666666666667,0.218390804597701,8485,0.0604122304689625,1,0.0046868338043665,-0.241514990515399,0.0866063339440613,2,3,5.88639578022237,0.641944444444445,"Connector Hub"
"meis3",19,0,19,0.0292397660818713,0.0243771270574911,0.0436781609195402,0,0.0436781609195402,0,0.0627875645537748,0.00957307353184758,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,0,0.807723081016815,0.659279778393352,"Connector"
"irx3a",85,1,84,0.0271708683473389,0.0331433097811203,0.195402298850575,0.00229885057471264,0.193103448275862,1570,0.0684295690883435,0.0969031563170534,0.00169130114982124,-0.241514990515399,0.0866063339440613,2,0,5.83036660510615,0.71916955017301,"Connector Hub"
"pax7a",25,9,16,0.06,0.0993940068594115,0.0574712643678161,0.0206896551724138,0.0367816091954023,326,0.758329874698205,0.0166967531749538,0.0046151045412246,-0.241514990515399,0.0866063339440613,1,1,2.92959953628658,0.6496,"Connector Hub"
"sox21a",69,7,62,0.0618964003511853,0.0663915179111898,0.158620689655172,0.0160919540229885,0.142528735632184,1315,0.0355311606073107,0.241285684020597,0.00187290059978176,-0.241514990515399,0.0866063339440613,2,3,2.8421271298465,0.657006920415225,"Connector Hub"
"pax6a",39,10,29,0.085348506401138,0.0872487401761526,0.0896551724137931,0.0229885057471264,0.0666666666666667,3146,0.0794840225809202,0.0260594508071215,0.00237168795077939,-0.241514990515399,0.0866063339440613,1,2,2.29228642692702,0.660664819944598,"Connector"
"rx1",99,0,99,0.0107194392908679,0.011577670682019,0.227586206896552,0,0.227586206896552,0,0.0456816893532456,0.215951500028029,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,5.46649665603259,0.580961126415672,"Connector Hub"
"rfx4",33,4,29,0.0549242424242424,0.0479792038202785,0.0758620689655172,0.00919540229885057,0.0666666666666667,562,0.0487173220752793,0.0332538664624338,0.00179246402610373,-0.241514990515399,0.0866063339440613,1,2,2.11538972517059,0.644628099173554,"Connector"
"her9",28,3,25,0.0899470899470899,0.081016985093044,0.064367816091954,0.00689655172413793,0.0574712643678161,476,0.0679073306965867,0.0488904576423017,0.00169690695927618,-0.241514990515399,0.0866063339440613,2,3,1.1625306330874,0.538265306122449,"Peripheral"
"myog",33,0,33,0.0340909090909091,0.0285126868657631,0.0758620689655172,0,0.0758620689655172,0,0.0645478415825532,0.0652307017021225,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,1.26750541413484,0.600550964187328,"Peripheral"
"tp53",16,0,16,0,0,0.0367816091954023,0,0.0367816091954023,0,1.96212452941975,0.0144720272440234,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,0,0.205005858126096,0.7109375,"Connector"
"mef2d",34,0,34,0.0249554367201426,0.0309176476414159,0.0781609195402299,0,0.0781609195402299,0,0.0646161477086285,0.0161547417398854,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,3.35366663746557,0.468858131487889,"Connector Hub"
"nr2f1b",33,3,30,0.0482758620689655,0.051238214463502,0.0758620689655172,0.00689655172413793,0.0689655172413793,2511,0.0677073622584749,0.0151844074395641,0.00176392633607896,-0.241514990515399,0.0866063339440613,1,2,3.530563339222,0.295555555555556,"Connector Hub"
"sox6",70,1,69,0.0434782608695652,0.0442072487841391,0.160919540229885,0.00229885057471264,0.158620689655172,97,0.0531329279160226,0.114542632335873,0.0017099766787696,-0.241514990515399,0.0866063339440613,2,3,2.63217756775161,0.67380802352447,"Connector Hub"
"sox11b",59,5,54,0.0344611528822055,0.0374084758683457,0.135632183908046,0.0114942528735632,0.124137931034483,3849,0.0693607847845581,0.10834110821368,0.00179335470146329,-0.241514990515399,0.0866063339440613,2,2,3.70746004097842,0.6709756848261,"Connector Hub"
"mef2aa",22,0,22,0.0216450216450216,0.0221701500583202,0.0505747126436782,0,0.0505747126436782,0,0.0595650110000175,0.0130815404333033,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,1.05400951463204,0.628099173553719,"Connector"
"msx1b",26,5,21,0.0633333333333333,0.0518248523462768,0.0597701149425287,0.0114942528735632,0.0482758620689655,910,0.0570495178529427,0.0215801804014878,0.00230947444615275,-0.241514990515399,0.0866063339440613,1,2,1.58469961990131,0.608,"Peripheral"
"thrab",7,0,7,0.0476190476190476,0.0308325235972452,0.0160919540229885,0,0.0160919540229885,0,0.0444025562727125,0.0037619190378473,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,1,-0.0283640342379053,0.693877551020408,"Connector"
"en2b",61,7,54,0.0367231638418079,0.0428955707404624,0.140229885057471,0.0160919540229885,0.124137931034483,3060,0.0526953033583056,0.0839154823642361,0.00241961754813313,-0.241514990515399,0.0866063339440613,2,1,5.59176674975861,0.711666666666667,"Connector Hub"
"nr2f6b",33,1,32,0.0643939393939394,0.0604692146319073,0.0758620689655172,0.00229885057471264,0.0735632183908046,2021,0.0756629659366262,0.0186092190542288,0.00164950973575343,-0.241514990515399,0.0866063339440613,1,2,2.82297653219629,0.549127640036731,"Connector Hub"
"tbx2a",13,0,13,0,0,0.0298850574712644,0,0.0298850574712644,0,2.76382900151274,0.011195342949056,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,0,0.606817340053242,0.556213017751479,"Peripheral"
"mef2ca",14,0,14,0.0549450549450549,0.0669182062043872,0.032183908045977,0,0.032183908045977,0,0.0502466703082073,0.0112714948429277,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,1,0.563228679866992,0.704081632653061,"Connector"
"six3b",29,0,29,0.00738916256157635,0.00554498364855289,0.0666666666666667,0,0.0666666666666667,0,0.0649916425865725,0.0411407472819957,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,3,1.26750541413484,0.520808561236623,"Peripheral"
"pbx3b",12,3,9,0.151515151515152,0.133203160987776,0.0275862068965517,0.00689655172413793,0.0206896551724138,296,3.70974968886886,0.018305418841734,0.00169323432136556,-0.241514990515399,0.0866063339440613,1,2,0.169526005849909,0.611111111111111,"Peripheral"
"foxn3",18,0,18,0,0,0.0413793103448276,0,0.0413793103448276,0,2.17928334245491,0.0054975067810943,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,1.05400951463204,0.549382716049383,"Peripheral"
"foxd1",25,0,25,0.01,0.00898735873911214,0.0574712643678161,0,0.0574712643678161,0,0.0503412630826336,0.0138554584647705,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,0,1.81225178583468,0.6016,"Peripheral"
"foxg1d",24,0,24,0.0289855072463768,0.0262877409533277,0.0551724137931034,0,0.0551724137931034,0,0.052963193796766,0.0312556157501666,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,0.637656727850178,0.628472222222222,"Connector"
"pax6b",41,0,41,0.0353658536585366,0.0360722311846815,0.0942528735632184,0,0.0942528735632184,0,0.0662815052286346,0.0592189329441557,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,1.58242975727717,0.635336109458656,"Connector"
"meis2a",18,0,18,0.0261437908496732,0.0229663149042483,0.0413793103448276,0,0.0413793103448276,0,0.0450401352503338,0.00567384733510641,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,1.23090621638846,0.512345679012346,"Peripheral"
"nr6a1b",7,0,7,0,0,0.0160919540229885,0,0.0160919540229885,0,0.0297199589688695,0.00200194803094887,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,-0.00737069590651643,0.408163265306123,"Peripheral"
"hmx4",39,0,39,0.0215924426450742,0.0176208583294557,0.0896551724137931,0,0.0896551724137931,0,0.0544033073722108,0.0534930160124841,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,2.00232888146695,0.516765285996055,"Peripheral"
"mafba",1,0,1,0,0,0.00229885057471264,0,0.00229885057471264,0,18.825752002194,0.00035841657138775,0.00163512439915542,-0.241514990515399,0.0866063339440613,5,2,-0.714957502932219,0,"Ultra peripheral"
"sox13",19,1,18,0.0935672514619883,0.0794394160901984,0.0436781609195402,0.00229885057471264,0.0413793103448276,110,0.0547066350372042,0.0238347146607333,0.00170151799882545,-0.241514990515399,0.0866063339440613,1,2,1.23090621638846,0.542936288088643,"Peripheral"
"dbx1a",4,1,3,0.333333333333333,0.237473223177771,0.00919540229885057,0.00229885057471264,0.00689655172413793,115,11.3459867786805,0.0176397673750727,0.00164375258757636,-0.241514990515399,0.0866063339440613,2,0,-0.397711364764624,0.375,"Peripheral"
"dlx2b",3,0,3,0,0,0.00689655172413793,0,0.00689655172413793,0,10.0581784150063,0.00265310945467899,0.00163512439915542,-0.241514990515399,0.0866063339440613,5,0,-0.598617105728197,0.444444444444444,"Peripheral"
"pax5",13,3,10,0,0,0.0298850574712644,0.00689655172413793,0.0229885057471264,166,4.22760362718921,0.00607832686633951,0.00358831079995105,-0.241514990515399,0.0866063339440613,4,2,0.346422707606335,0.627218934911243,"Connector"
"pax3a",33,17,16,0.0700757575757576,0.0783290093505468,0.0758620689655172,0.0390804597701149,0.0367816091954023,1506,0.0488640530250844,0.0359160046139892,0.00451472278574747,-0.241514990515399,0.0866063339440613,1,2,2.29228642692702,0.620752984389348,"Connector"
"vsx2",5,0,5,0,0,0.0114942528735632,0,0.0114942528735632,0,6.26075950650941,0.00236590928513235,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,-0.307116301576818,0.32,"Peripheral"
"etv4",31,0,31,0.0344086021505376,0.033242949778318,0.071264367816092,0,0.071264367816092,0,0.0550821963579412,0.0574065591000242,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,1.26750541413484,0.559833506763788,"Peripheral"
"msx1a",28,0,28,0.0158730158730159,0.017825909068505,0.064367816091954,0,0.064367816091954,0,0.0466870224446889,0.0382300826199191,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,0.742631508897622,0.635204081632653,"Connector"
"hoxc3a",14,4,10,0.0769230769230769,0.0943911334604446,0.032183908045977,0.00919540229885057,0.0229885057471264,711,0.0342620346963673,0.00311033142952633,0.00235287245561737,-0.241514990515399,0.0866063339440613,1,0,0.807723081016815,0.5,"Peripheral"
"nkx2.2a",3,0,3,0,0,0.00689655172413793,0,0.00689655172413793,0,0.038988444591419,0.00117322945181019,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,2,-0.361164099419368,0,"Ultra peripheral"
"mef2cb",24,0,24,0.0615942028985507,0.065361210643505,0.0551724137931034,0,0.0551724137931034,0,0.0544824195331572,0.0193777282867711,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,1,1.74641410807679,0.725694444444444,"Connector"
"her6",14,0,14,0.043956043956044,0.0459321004251995,0.032183908045977,0,0.032183908045977,0,0.0456333534526468,0.0119370110828501,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,3,0.217757603660402,0.530612244897959,"Peripheral"
"tbx18",5,0,5,0,0,0.0114942528735632,0,0.0114942528735632,0,6.70140581622115,0.0018666851682538,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,0,-0.397711364764624,0.48,"Peripheral"
"pax2a",2,1,1,0,0,0.00459770114942529,0.00229885057471264,0.00229885057471264,204,1.27784839934741,0.00108034791680287,0.00166028641878414,-0.241514990515399,0.0866063339440613,4,1,-0.619956748342802,0.5,"Peripheral"
"tbx2b",13,0,13,0,0,0.0298850574712644,0,0.0298850574712644,0,3.13771403688819,0.01062780649802,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,0,0.00410011716252248,0.710059171597633,"Connector"
"zic2a",4,0,4,0,0,0.00919540229885057,0,0.00919540229885057,0,9.95511547042964,0.00121426109118108,0.00163512439915542,-0.241514990515399,0.0866063339440613,1,3,-0.517065863671706,0.625,"Connector"
"hoxa4a",24,2,22,0.0276679841897233,0.0360004464674236,0.0551724137931034,0.00459770114942529,0.0505747126436782,965,0.039054488812207,0.0171356550493649,0.00183680892012308,-0.241514990515399,0.0866063339440613,2,0,1.41044030390754,0.642722117202268,"Connector"
"sox11a",46,13,33,0.0484848484848485,0.055283357796039,0.105747126436782,0.0298850574712644,0.0758620689655172,1820,0.0570543353625717,0.0247996146134898,0.00380456618523754,-0.241514990515399,0.0866063339440613,1,2,3.88435674273485,0.582716049382716,"Connector Hub"
"neurod4",5,0,5,0,0,0.0114942528735632,0,0.0114942528735632,0,6.11458337919271,0.000449589909475121,0.00163512439915542,-0.241514990515399,0.0866063339440613,6,2,-0.00737069590651643,0,"Ultra peripheral"
"irx6a",20,0,20,0,0,0.0459770114942529,0,0.0459770114942529,0,2.28189550359839,0.0103883901445222,0.00163512439915542,-0.241514990515399,0.0866063339440613,2,1,1.15482139397189,0.65,"Connector"
