source,target,coef_abs
hoxc3a,hoxb3a,0.050880454
sox11b,lrrn1,0.050877627
irx3a,hmga1a,0.050874382
sox11b,hmgb1b,0.050775852
nkx2.2a,ntn1a,0.050542198
rx1,tuba1a,0.05051782
mef2cb,ncl,0.05049243
sox21a,her15.2,0.050480124
six3b,serbp1a,0.050346
her6,cntfr,0.05020041
rx1,abcf1,0.05018204
tbx18,mcm2,0.050179947
hmga1a,tpm4a,0.050068825
tp53,pcna,0.050022483
sox6,robo1,0.050007153
sox11b,mki67,0.04983528
rx1,prmt1,0.04980804
sox11b,kpna2,0.049786095
pax2a,pax5,0.04963862
msx1b,neo1a,0.04940967
rx1,hsp90ab1,0.049337
hoxc3a,cntfr,0.04918052
sox6,mdka,0.049132064
mef2ca,pax6a,0.048866414
tbx2b,ncl,0.048746962
six3b,hspa8,0.048706576
her9,pa2g4a,0.048617832
zic2a,histh1l,0.048483275
sox6,rps20,0.04838433
sox21a,hmgn2,0.048383508
rx1,mibp2,0.048228286
rx1,fgfr3,0.048130475
hoxa4a,stmn1a,0.047966704
rx1,rpl18a,0.04795526
hmga1a,gnl3,0.047927413
her9,rplp0,0.04784156
hmga1a,c1qbp,0.047716632
sox21a,rpl12,0.04743268
pax6a,ek1,0.047217987
her6,ntn1a,0.047105934
pax3a,pax7b,0.047086604
sox11a,actc1b,0.04696593
rx1,fbl,0.0468273
irx3a,rpl3,0.04655639
neurod4,elavl3,0.046356756
rx1,ptmaa,0.046249002
myog,fabp11a,0.046184663
rx1,fabp3,0.046167724
sox21a,si:ch73-21g5.7,0.046106737
irx6a,rbm28,0.046094783
sox21a,hmgb1b,0.0459963
hmx4,snu13b,0.045915674
irx3a,cirbpa,0.045881018
sox11a,dla,0.045875408
hmx4,rpsa,0.04575526
sox21a,nme2b.1,0.04568641
rx1,eif5a2,0.045653008
irx1b,histh1l,0.04553922
myog,cntfr,0.045501627
nr2f6b,tenm4,0.045008045
foxn3,efna2a,0.044852547
rorb,tenm4,0.044588733
sox6,meis1a,0.044576075
hmga1a,top2a,0.044516582
irx3a,gfap,0.04449916
sox6,hmga1a,0.04447344
nr2f6b,pax3a,0.044366162
rx1,eef1a1l1,0.04410163
irx1b,serbp1a,0.044101156
pax6b,hspe1,0.04385565
nr2f1b,pcdh19,0.043762416
mef2d,epha7,0.04375769
irx1b,rpl3,0.04362022
nr2e1,lig1,0.043504365
msx1b,cntfr,0.04341614
her9,eef1a1l1,0.043408416
tbx18,cdon,0.043347776
nr2f1b,kirrel3l,0.04313653
pax3a,cntfr,0.043117326
sox21a,rps2,0.043008596
myog,tenm4,0.042962585
hmga1a,baz1b,0.042960797
hmga1a,paics,0.04295626
irx3a,nop56,0.04264191
rx1,rplp1,0.04259331
sox6,cdon,0.042580567
sox11b,top2a,0.042507492
sox11b,rps20,0.0424655
myog,h3f3b.1,0.042370934
hmga1a,cdc6,0.042268045
im:7142702,tenm4,0.042228494
pax6b,pax6a,0.042084005
en2a,en2b,0.042079903
hoxb3a,epha7,0.04185748
mef2aa,tuba1a,0.04180465
rx1,hmgb2a,0.04170685
irx3a,egfl6,0.041321695
rfx4,neo1a,0.041204408
myog,ppiaa,0.041132294
myog,eef2b,0.04111675
sox6,ncam1b,0.041094016
nr3c2,ntn1a,0.041080352
pbx3b,rnf220a,0.041052308
rx1,eef2b,0.041043457
sox21a,dla,0.04103025
irx3a,apoc1,0.041028276
tp53,cdon,0.040850826
nr2f6b,kirrel3l,0.040791098
fosab,mdka,0.04065817
myog,serbp1a,0.040446065
pax6a,cntfr,0.040440023
hmga1a,robo1,0.040398348
sox21a,seta,0.040312275
foxg1d,mcm2,0.040305413
pknox2,tenm4,0.04023303
sox21a,tmsb,0.040213134
sox11b,rpsa,0.04016154
sox21a,tuba8l4,0.040123604
sox6,rpsa,0.04001069
en2b,lig1,0.039950132
mef2d,robo1,0.03991715
dbx1b,rpl3,0.03984528
irx1b,nucks1a,0.039821193
sp9,tenm4,0.03980216
irx1b,pcna,0.039776344
hoxa2b,tpt1,0.03971523
rx1,rplp0,0.039701667
rx1,pa2g4a,0.039658785
mef2cb,cirbpa,0.039602507
hoxb3a,ncam1b,0.039532173
irx3a,fabp7a,0.03952231
myog,rpl7a,0.039465055
sox21a,rpl7a,0.039446395
sox6,hapln1a,0.0394209
hoxb3a,col28a2a,0.039375022
rx1,nap1l1,0.03933374
irx3a,mcm2,0.03928901
rx1,rsl1d1,0.039245307
irx3a,prmt1,0.03914805
irx3a,rbm28,0.039135654
mef2aa,sulf2a,0.039110955
rx1,rps2,0.0390829
hmga1a,si:dkey-23i12.5,0.039013863
foxb1a,mcm2,0.038999327
sox21a,actc1b,0.038968567
rx1,c1qbp,0.038914297
sox11b,gadd45gb.1,0.038856525
myog,hmgb2b,0.03881744
irx3a,fgfr3,0.038745858
foxg1d,boc,0.038626138
rx1,ppa1b,0.038622864
sox11b,ccnb1,0.038620815
etv4,seta,0.038610015
sox11b,tuba8l,0.038568515
sox13,gli3,0.038457867
sox6,seta,0.03836115
mef2aa,rbm28,0.03813796
foxd1,rpl3,0.038105015
sox11a,lrrn1,0.038089138
vsx2,fabp7a,0.03805807
pax7a,mdka,0.037998218
hmga1a,pwp1,0.037969295
mef2cb,efna2a,0.037912823
pax7a,mab21l2,0.037799165
mef2cb,npm1a,0.037729524
gsx1,ntn1a,0.037659902
irx1b,mcm2,0.037548773
foxp1b,rnf220a,0.03749774
rxraa,apoc1,0.0374497
irx3a,serbp1a,0.03743684
nr2f1b,robo1,0.03740371
rx1,cfl1,0.037347816
sox11b,plk1,0.037289824
her9,rpl24,0.03714898
pax6b,rpl12,0.037128758
etv4,pcna,0.03711661
tbx2a,mibp2,0.037096977
pax6b,fgfr3,0.037075214
sox11b,dlgap5,0.03705766
her9,ptmab,0.037020247
tbx2a,nucks1a,0.03700707
sox6,hmgn2,0.037002474
sox21a,rpl24,0.03695193
nr2f1b,sox11a,0.036930498
sox11a,gadd45gb.1,0.036824916
neurod4,lrrn1,0.036787014
rorb,fgfr2,0.036746804
sox6,h3f3d,0.036742315
mef2aa,rpl3,0.036736008
hoxb8a,hspa8,0.036731683
six3b,snu13b,0.036711164
sox11b,ppiaa,0.03666057
rxraa,neo1a,0.036659986
sox21a,tuba8l,0.03662551
sox11b,dld,0.036554847
rx1,rps6,0.036507446
rx1,hmgn2,0.036369383
gata2a,tenm4,0.036342263
etv4,serbp1a,0.036252975
mef2d,bcam,0.036251165
foxn3,mycn,0.03623026
myog,id1,0.036200766
tbx2b,nucks1a,0.03618876
zic1,rpsa,0.03617784
neurod4,dlb,0.036167067
hmga1a,hspd1,0.03611087
hoxa2b,cirbpa,0.036067825
sox11b,hspa8,0.03603722
six3b,tpt1,0.03602149
sox21a,rplp1,0.035997115
rx1,tubb2b,0.03584691
zic1,fabp3,0.035829097
tp53,rps27l,0.0357044
foxd1,pcna,0.035644908
hmga1a,epha4a,0.035564266
irx3a,si:ch211-121a2.2,0.035559762
sox11b,cenpe,0.035543136
irx3a,seta,0.03553596
pax6b,vim,0.035409804
sox11b,cdk1,0.035346873
sox13,boc,0.035316225
msx3,mdkb,0.035286136
rfx4,dacha,0.035254084
gsx2,mdkb,0.03522098
myog,cirbpa,0.035218336
mef2aa,bcam,0.03519747
tp53,nop56,0.03508142
hmx4,nme2b.1,0.035013624
rfx4,lrrn1,0.034937784
sox13,seta,0.03491661
mef2aa,epha7,0.034884155
sox21a,hsp90ab1,0.034866963
pax6b,hspa8,0.03486081
mef2aa,ncl,0.034837835
foxg1a,mcm2,0.034834795
rx1,rpl24,0.03479182
rxraa,epha4b,0.034785036
pax6a,pcdh19,0.03475176
sox1b,mdka,0.03475027
vax2,fgfr3,0.034708798
hmx4,tenm4,0.034674156
pbx1a,pax3a,0.034670506
nr2f1b,epha4a,0.034631245
nr6a1b,mdka,0.03455407
nkx2.2b,ntn1a,0.034547668
pax7a,atp2b1a,0.034510184
en2b,epha7,0.034479924
irx3a,ppiaa,0.034472395
pax6a,fgfr2,0.03445951
pax6a,robo1,0.034442175
raraa,slc1a3a,0.034421407
sox6,hmgb2a,0.03440503
irx6a,mcm2,0.03434691
irx3a,rps20,0.034327373
sox11a,mibp2,0.034319557
nr2f1b,sulf2a,0.034306508
foxd1,histh1l,0.03429162
sox11a,pcna,0.034269758
hmga1a,epha7,0.034264058
nr2f1b,si:ch73-21g5.7,0.034256123
pax5,ntn1a,0.034240644
hoxb2a,ptmaa,0.03422421
hoxb3a,rnf220a,0.034184325
pax6b,tuba1a,0.034086455
pax6b,serbp1a,0.034047727
pax6b,banf1,0.034042682
rx1,si:ch211-217k17.7,0.03403559
irx3a,her9,0.03403538
rx1,gnl3,0.034029264
en2b,hmga1a,0.034025263
irx3a,mki67,0.033985958
sox11b,ptmaa,0.033985104
hoxc6b,hoxc3a,0.03398111
pax6b,fabp3,0.03397222
sox11b,kif11,0.033930603
hoxa2b,h3f3b.1,0.033791427
six3b,abcf1,0.033731107
zic1,mibp2,0.0336915
sox13,neo1a,0.03368792
her6,cfl1,0.03368626
mef2ca,cfl1,0.03363608
hoxb6b,cntfr,0.03363114
rxraa,si:ch73-21g5.7,0.0335664
myog,si:ch211-121a2.2,0.03351874
mef2cb,pax3a,0.0335038
sox11a,dld,0.033496913
en2b,cntfr,0.033486303
irx3a,nusap1,0.03345154
foxd3,histh1l,0.033395413
meis3,ntn1a,0.03331882
irx7,mdka,0.033284828
nr2e1,pcna,0.03320789
rx1,ncl,0.03315065
nr2e1,hmga1a,0.033069957
etv4,hspa8,0.033013973
rfx4,seta,0.032993205
etv4,cirbpa,0.032958705
meis1a,hoxc3a,0.032939784
sox6,neo1a,0.032905027
mef2cb,rbm28,0.032819677
sox21a,mibp,0.03276373
hmga1a,krt18a.1,0.032673243
myog,tuba8l4,0.03264564
rx1,ddx21,0.03247288
her6,fabp3,0.032420445
nr2f6b,tpt1,0.032389257
rx1,banf1,0.03238662
foxd3,ptmaa,0.032373488
foxb1a,slbp,0.032373156
pax6a,ncam1b,0.03236405
irx3a,banf1,0.032095775
pax6b,h3f3d,0.032057095
zbtb18,gadd45gb.1,0.03205709
en2b,pcdh19,0.032052994
irx1b,hspa8,0.032048482
irx3a,fgfr2,0.032036886
mef2d,nop56,0.032027215
mef2ca,en2b,0.03201778
rx1,lig1,0.03197701
zbtb18,boc,0.031923965
en2b,ncl,0.03186227
irx1b,rrm2,0.03185814
en2b,prmt1,0.031741805
pax6b,tpt1,0.03164418
rx1,mdkb,0.0316275
hmga1a,calm1a,0.03161367
foxd1,serbp1a,0.031582624
sox6,hoxb3a,0.03151081
her9,cdon,0.031464137
irx1b,banf1,0.031445343
irx3a,h3f3d,0.031439524
msx1b,gli3,0.031419907
en2b,h3f3d,0.031394463
sox11b,tuba1b,0.031382304
sox11a,boc,0.031330004
sox6,npm1a,0.031215044
foxd3,lig1,0.031089207
foxg1d,rps20,0.031084089
myog,nme2b.1,0.031071411
hoxa4a,slbp,0.031033842
meis1a,pax3a,0.03092838
sox21a,lrrn1,0.030918896
en2b,banf1,0.030868689
irx1b,cirbpa,0.030867418
her6,seta,0.030804839
sox6,chl1a,0.030792015
hoxb3a,dacha,0.030776776
rxraa,hs6st1a,0.030714406
ascl1a,id1,0.03070782
hoxa2b,hspa8,0.030658428
nr2f1b,pax6a,0.030596474
myog,rpl24,0.03057849
sox11b,tpx2,0.030562261
tbx2b,pa2g4a,0.030503107
sox21a,cdca7a,0.0304865
hmx4,h3f3b.1,0.030470889
tcf21,apoc1,0.030418629
sox6,lrrn1,0.030383777
msx1a,rpl3,0.030323375
sox21a,setb,0.030315088
hoxa4a,hoxb3a,0.030304192
meis2a,pcdh19,0.030258108
rfx4,epha4b,0.030242585
nfia,fabp7a,0.030230379
hoxb8a,rpl3,0.030158738
sox21a,eef1a1l1,0.030147918
rx1,tktb,0.030144347
rx1,ssb,0.030105432
phox2bb,tenm4,0.03009711
hoxc3a,atp1a1b,0.030093867
irx3a,slc6a9,0.030076932
rxraa,gli3,0.030039232
mef2cb,sulf2a,0.030032452
sox21a,nop56,0.030019345
pax7b,mdka,0.029983232
hmga1a,ddx27,0.02995924
rfx4,adgrv1,0.029883899
sox6,ptmab,0.02986718
sox11a,si:ch73-21g5.7,0.029864682
sox6,si:ch73-281n10.2,0.029858703
sox6,fabp3,0.029810656
esr1,tenm4,0.029703036
meis2a,cdh6,0.029686987
irx3a,sox21a,0.029684449
rx3,rpl3,0.029681217
her6,tpt1,0.029681206
nr6a1b,col18a1a,0.029629933
etv4,h3f3d,0.029604755
rx1,pdap1a,0.029593647
msx1a,h3f3d,0.02958906
msx1a,hmga1a,0.029575745
nr2f6b,h3f3b.1,0.029559616
sox21a,hmgb1a,0.02953401
sox6,cyp26b1,0.02953105
sox6,tuba8l4,0.029520562
zic3,boc,0.02950691
rx1,hspd1,0.029494211
pax6a,bcam,0.02945834
foxp1b,nop56,0.029444396
nr2f1b,ptprn2,0.029442796
zbtb18,si:ch73-21g5.7,0.029417742
rx1,cdca7a,0.029411746
sox11a,neo1a,0.02929863
en2b,ppa1b,0.029298473
sox21a,abcf1,0.029279679
sox6,rpl7a,0.029211994
pax7b,rps20,0.029204872
pax7a,efnb3b,0.029199304
etv4,mibp2,0.029198652
hmx4,rpl18a,0.02919171
pknox2,fgfr2,0.029188128
her9,mibp2,0.02917891
her6,nme2b.1,0.029170563
six6b,tenm4,0.029136006
irx1b,h3f3b.1,0.02911573
hoxa4a,her15.2,0.029112509
atoh1a,msx1b,0.02907074
etv4,hmga1a,0.029028028
pax7b,hspe1,0.029021433
hmx4,ppa1b,0.028976455
hoxc6b,rpl3,0.028974878
hoxb2a,tenm4,0.028961152
sox6,mibp2,0.028921869
foxg1d,nme2b.1,0.02888419
irx3a,rpsa,0.028835336
dmrt2a,sox11a,0.02881812
myog,eef1a1l1,0.028796177
six3b,epha7,0.028781962
foxg1d,hspa8,0.028765162
meis2a,lrrn1,0.028711613
sox11b,eif5a2,0.028692575
hmx4,ppiaa,0.028690444
irx3a,si:ch73-281n10.2,0.028687937
lef1,id1,0.028687207
irx7,rbm28,0.02867682
pax6b,mibp2,0.028635353
mef2cb,pcdh19,0.028618883
hoxa2b,rpsa,0.028607333
en2b,rnf220a,0.028583467
foxb1a,h3f3b.1,0.028578185
pbx1a,mdka,0.028557083
mef2d,tuba1a,0.028532853
tp53,rplp0,0.02851737
tbx2a,rps6,0.028503656
irx1b,ppiaa,0.028503265
hmga1a,ssb,0.028501445
hoxa13a,rpl3,0.028499797
myog,pa2g4a,0.028489254
tbx5a,cdon,0.02844913
sox5,cdon,0.02836511
rx1,twistnb,0.028364515
hmga1a,cd3eap,0.028351445
hmx4,pcna,0.028321574
phox2bb,rpl3,0.028306354
pax6b,col18a1a,0.028299818
rfx4,lrp8,0.028291622
rxraa,pax3a,0.028289868
mef2d,top2a,0.028252058
pax7b,ncl,0.02824119
irx3a,tuba1a,0.028207948
sox11a,nucks1a,0.028177286
pax6b,ppiaa,0.028162735
egr2b,cdon,0.028149156
rfx4,ptmaa,0.028144
rfx4,rpsa,0.028129663
irx1b,hmga1a,0.02811639
sox11b,cirbpa,0.028079197
rfx4,bcam,0.028069519
pax6b,hmga1a,0.028051758
sox11a,robo1,0.028049998
sox21a,si:ch73-281n10.2,0.028015548
rx1,si:ch73-281n10.2,0.027966905
hoxa2b,ppiaa,0.02796442
rxraa,dacha,0.027952122
rx1,cd3eap,0.027937062
sox6,hoxb6b,0.027933868
myog,hsp90ab1,0.027916778
etv4,tpt1,0.027899053
hoxa2b,hmga1a,0.027892543
pax6b,actc1b,0.027886318
pknox2,histh1l,0.027852977
otpb,sox11a,0.027833823
hmx4,nop58,0.027812341
foxb1a,pax6a,0.027791535
hmx4,rpl12,0.027783886
dmrt2a,mdka,0.027781093
rfx4,hmga1a,0.027761782
hmga1a,rgcc,0.02775595
hoxa2b,rps20,0.027725475
meis3,pcdh19,0.027703183
pbx1a,cdh6,0.027640946
nr2e1,cntfr,0.02763239
hoxa4a,tenm4,0.027619136
rorb,epha4b,0.027597591
mef2cb,en2b,0.027592206
hoxa4a,tuba1a,0.027538275
pknox2,pcdh19,0.027528917
myog,hmga1a,0.027509779
sox11a,fstl1a,0.02746559
irx6a,cirbpa,0.027429452
hoxb3a,raraa,0.02741707
vsx2,fabp3,0.027403472
pbx3b,sfrp5,0.02736622
en2b,stmn1a,0.027338617
sp8a,tpt1,0.027328342
neurod4,gadd45gb.1,0.027324898
nr3c2,ncl,0.02730424
vax2,pcdh19,0.02730416
hoxc3a,cyp26b1,0.027295327
sox11a,rnf220a,0.027293116
irx3a,hspa8,0.02727936
foxn3,lrrn1,0.027270054
rx1,rnf220a,0.027215466
six3b,myca,0.027174227
mef2d,h3f3d,0.02717144
rx1,mybbp1a,0.02715471
nr2f1b,tenm4,0.027125398
rx1,prps1a,0.027107278
rfx4,col18a1a,0.027062
foxd1,slbp,0.027053371
foxg1a,stmn1a,0.026988763
irx3a,hmgn2,0.026982792
irx3a,robo1,0.026955822
raraa,cirbpa,0.026935024
hoxb3a,hmga1a,0.026879547
tbx2a,pa2g4a,0.026878076
en2b,cnpy1,0.026874276
mef2ca,efnb3b,0.026864313
rx1,ntn1a,0.026854115
arid3c,h3f3d,0.0268381
etv4,rpsa,0.026814625
rorb,pax3a,0.026733305
sox6,adamts3,0.026731513
irx1b,slbp,0.026729679
en2b,cirbpa,0.026714452
foxd3,tpt1,0.026682975
raraa,nucks1a,0.02667826
hmx4,rplp1,0.026658127
sox11b,cdkn1ca,0.026640672
rfx4,boc,0.026630197
pax5,stmn1a,0.026611552
rfx4,dla,0.026601424
sox11a,aspm,0.026597094
foxb1a,pax3a,0.026591003
hmga1a,ctnna2,0.02658485
her9,mcm6,0.0265558
mef2aa,tpt1,0.026535282
nkx6.2,ptmaa,0.026455026
nr2e1,h3f3b.1,0.026413139
nr2f1b,sulf2b,0.02640571
irx1b,mibp2,0.026378952
tbx2b,si:ch73-21g5.7,0.02637827
foxg1a,rnf220a,0.026361667
cux2b,cntfr,0.026316844
irx3a,dlgap5,0.026309347
mef2cb,h3f3b.1,0.026299413
hoxb2a,cirbpa,0.026295194
jun,rps20,0.02627537
foxd1,nme2b.1,0.026266877
irx3a,pcna,0.02625028
hoxa2b,fabp3,0.026227932
sox6,sox21a,0.026206758
hoxc6b,col28a2a,0.026195074
en2b,pcna,0.02619366
sox6,rpl12,0.026193572
six3b,nop56,0.026157307
pbx1b,mcm2,0.02615202
en2b,mibp,0.026133144
rx1,ube2c,0.026100958
hmga1a,en2b,0.026096955
foxp1b,hmgb1b,0.026094723
pax7a,ncl,0.026083047
nr2f6b,hs6st1a,0.026081642
sox5,actc1b,0.026073169
pax3a,gli3,0.026057415
nfia,ntn1a,0.026048293
irx1b,rpsa,0.02603573
hmga1a,tpx2,0.026009105
rxraa,fgfr3,0.025982277
foxd3,tubb2b,0.025978109
meis2a,si:ch73-21g5.7,0.025965124
sp8a,gfap,0.025911849
en2b,jag2b,0.025881508
nr2f1b,gli3,0.025856297
rfx4,pcna,0.02578066
sox6,her15.2,0.025772689
irx3a,zgc:153405,0.025766054
raraa,rxraa,0.025743911
sox11a,cfl1,0.025743145
meis1a,ntn1a,0.025723781
pax6b,stmn1a,0.025701508
nfic,id1,0.02562974
zic4,histh1l,0.025616135
six3b,eif5a2,0.02561106
sox21a,greb1l,0.025601353
her9,fabp11a,0.02559545
meox1,hspa8,0.025594885
pax6b,rplp1,0.025552802
etv4,nme2b.1,0.02555052
hmx4,nop56,0.025435949
pax6a,h3f3d,0.02540299
six3b,rpl7a,0.025351333
sox5,seta,0.025303522
si:ch211-153j24.3,tenm4,0.02528984
sox13,robo1,0.025286794
mef2d,epha4a,0.025257561
irx3a,abcf1,0.025252735
etv4,tubb2b,0.025221217
irx3a,hmgb1a,0.025220266
foxb1a,banf1,0.025192387
tbx2b,paics,0.025170308
nr2f1b,sfrp5,0.025132766
irx1b,si:ch73-21g5.7,0.02512589
gsx1,pcdh19,0.025122093
en2b,cfl1,0.025099829
irx3a,cdca7a,0.02506155
sox11b,cdc14b,0.025050204
zic1,boc,0.025045026
hmx2,tenm4,0.025042979
irx1b,tuba1a,0.0250232
six3b,rplp0,0.025017353
hoxb8a,hmga1a,0.025014753
rxraa,efnb3b,0.025002414
sox21a,cyp26b1,0.024964187
sox11b,tmsb,0.024920465
sox21a,hapln1a,0.024909848
ascl1a,tpt1,0.024902195
pax6b,seta,0.02489734
meis2a,cep131,0.024894867
sox11a,ube2c,0.024879012
sox21a,neo1a,0.024840059
sox6,banf1,0.024839755
nr2f1b,rfx4,0.02483472
etv4,banf1,0.024833221
en2b,ntn1a,0.024831813
pax6b,lig1,0.024823623
sox11b,fabp3,0.024818111
mef2aa,neo1a,0.024812244
mef2aa,cirbpa,0.024811907
hoxb6b,mki67,0.024795584
six3b,cfl1,0.024782928
twist2,fgfr3,0.024736099
klf7b,tuba8l,0.024736017
sox11b,ptmab,0.02472872
pax3a,fabp7a,0.02470047
en2b,ppiaa,0.024699552
pax3a,mdka,0.02468499
nkx6.2,rpsa,0.02467189
mef2aa,h3f3d,0.024667611
msx1b,rpl3,0.02466021
meis3,sulf2a,0.024648285
sox13,cfl1,0.024644734
hoxb1b,tenm4,0.024639381
irx1b,id1,0.024620831
tp53,slc1a3a,0.024545697
nkx2.2b,pax3a,0.02453716
sox6,pcna,0.024518047
sox21a,boc,0.024512358
mef2cb,nop56,0.024500588
meis1a,kpna2,0.024493538
irx1b,rps20,0.02447363
pax6a,cyp26b1,0.024444256
atoh1a,id1,0.024436451
sox11a,tuba8l4,0.024413971
foxn4,nusap1,0.024392055
hmga1a,si:ch211-217k17.7,0.024365485
mef2d,rbm28,0.024361035
irx1b,egfl6,0.024318265
sox11a,npm1a,0.024306566
pax6b,pa2g4a,0.024301123
tbx2a,h3f3b.1,0.024251604
hoxa4a,cdca7a,0.024246251
irx3a,hspe1,0.024244968
foxn3,ccnd1,0.024234401
