source,target,coef_abs
hmga1a,hmgb2b,0.2551619
hmga1a,stmn1a,0.17506354
hmga1a,eef2b,0.17227215
hmga1a,hsp90ab1,0.16867293
hmga1a,rplp1,0.16051118
hmga1a,rplp0,0.15667945
hmga1a,rpl7a,0.14588514
hmga1a,rps6,0.14473237
hmga1a,hmgn2,0.1404361
hmga1a,rpl12,0.13660613
hmga1a,rps2,0.12920736
hmga1a,tubb2b,0.12815033
hmga1a,rrm2,0.12804228
hmga1a,hmgb2a,0.12534556
hmga1a,tuba8l4,0.12441344
hmga1a,rpl18a,0.12241257
hmga1a,ptmab,0.12089716
hmga1a,eef1a1l1,0.12014711
irx3a,mdka,0.11857315
hmga1a,si:ch73-281n10.2,0.11234022
hmga1a,marcksl1a,0.11201871
hmga1a,eif5a2,0.11124185
hmga1a,hmgb1b,0.10989996
hmga1a,prmt1,0.10827983
hmga1a,rpl24,0.106956124
irx3a,si:ch211-121a2.2,0.1034712
hmga1a,cfl1,0.101756774
hmga1a,ncl,0.095698915
myog,si:ch211-121a2.2,0.09187454
rx1,cirbpa,0.09063871
rx1,rpl3,0.087818496
mef2ca,rbm28,0.08631783
myog,histh1l,0.082943276
rx1,rpsa,0.080673784
irx3a,mcm2,0.07676659
rx1,rps20,0.07578306
irx3a,nucks1a,0.07476161
hmga1a,tuba8l,0.07469227
her9,tpt1,0.07423931
rfx4,tenm4,0.0732889
irx3a,histh1l,0.072284505
sox21a,serbp1a,0.07130674
nr2f1b,tenm4,0.07093883
rfx4,ntn1a,0.07055244
hmga1a,dkc1,0.069932766
rx1,nme2b.1,0.069316596
rx1,fabp7a,0.069009356
rx1,snu13b,0.06828029
sox21a,rpsa,0.06774308
sox21a,nucks1a,0.06763859
rx1,rpl7a,0.06710743
hmga1a,setb,0.06699439
tp53,ccng1,0.06690598
rx1,hspe1,0.06652096
pax6b,id1,0.06607628
pax7a,mdka,0.06587567
sox21a,rps20,0.06564425
rx1,hspa8,0.06537382
sox21a,banf1,0.06513758
hmga1a,mki67,0.06463856
rx1,hmgb2b,0.06463217
rxraa,epha4b,0.06439482
tp53,serbp1a,0.064161584
sox21a,cirbpa,0.06350883
sox21a,ppiaa,0.063105315
nr2f1b,fgfr2,0.06283541
sox21a,rps6,0.06201306
sox21a,tuba1a,0.06198624
rx1,ppiaa,0.061721288
tbx2a,serbp1a,0.061675154
sox21a,id1,0.061506286
myog,apoc1,0.060996845
irx3a,rpl3,0.06087724
sox21a,hspa8,0.060812026
sox13,mdka,0.060567427
hmga1a,ddx21,0.06023696
sox6,cirbpa,0.05944821
hmga1a,nap1l1,0.059195343
irx3a,rrm2,0.05910243
rx1,fabp11a,0.05902405
sox21a,ptmaa,0.058902647
sox21a,hmgb1b,0.058784902
