Block,TF,Frequency_in_Block,Background_Frequency,Enrichment_Ratio,Count_in_Block,P_Value,Neg_Log_P,Combined_Score
HQ2,gsx1,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hmx4,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxb5a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxb4a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxb3a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxd3a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxa5a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,meox1,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxa4a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hmx3b,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hmx3a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hmx1,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,hoxd4a,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,gbx2,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ2,gbx1,1.0,0.19154228855721392,5.220779220779221,77,1.0463093586731657e-84,83.98033989013327,438.4428134523841
HQ1,foxf1,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,zgc:194189,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,foxf2a,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,foxa,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,foxd5,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,foxf2b,0.8918918918918919,0.17661691542288557,5.049866768176627,66,3.5680183096665687e-60,59.44757292566173,300.20232296605576
HQ1,foxi3b,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxl2,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxl1,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxe3,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxi3a,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxg1d,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxg1c,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxg1b,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ1,foxg1a,1.0,0.24129353233830847,4.144329896907216,74,9.376294092217294e-61,60.02796877924577,248.7757056624412
HQ3,rorca,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2f1a,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2f1b,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
HQ3,nr2f5,1.0,0.2736318407960199,3.6545454545454548,71,7.051047890886565e-51,50.151746335574394,183.28183660819008
