"","degree_all","degree_in","degree_out","clustering_coefficient","clustering_coefficient_weighted","degree_centrality_all","degree_centrality_in","degree_centrality_out","betweenness_centrality","closeness_centrality","eigenvector_centrality","page_rank","assortative_coefficient","average_path_length","community_random_walk","module","connectivity","participation","role"
"irx3a",60,0,60,0.023728813559322,0.0212794211256382,0.15748031496063,0,0.15748031496063,0,1.10753799504368,0.928919571463968,0.00167287999861148,0.104015734065541,0.017913829858747,5,0,1.42064235752217,0.676111111111111,"Connector"
"pknox2",7,0,7,0,0,0.0183727034120735,0,0.0183727034120735,0,10.266970166929,0.0803732345138689,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,0.136937683677007,0.408163265306122,"Peripheral"
"pbx1b",18,0,18,0,0,0.047244094488189,0,0.047244094488189,0,4.42210627678705,0.31992310185342,0.00167287999861148,0.104015734065541,0.017913829858747,3,0,-0.344816106194701,0.592592592592593,"Peripheral"
"hmga1a",67,32,35,0.200814111261872,0.203555278437593,0.175853018372703,0.083989501312336,0.0918635170603675,1195,2.4788398791397,1,0.00402655891480687,0.104015734065541,0.017913829858747,5,0,3.51712428318596,0.510135887725551,"Connector Hub"
"irx7",11,0,11,0,0,0.0288713910761155,0,0.0288713910761155,0,6.34797619202957,0.0735775198965739,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,0.814018452968877,0.429752066115703,"Peripheral"
"hand2",4,0,4,0,0,0.010498687664042,0,0.010498687664042,0,13.8131294375455,0.0878519604462154,0.00167287999861148,0.104015734065541,0.017913829858747,5,0,-1.11720418407083,0.375,"Peripheral"
"tbx5a",5,0,5,0,0,0.0131233595800525,0,0.0131233595800525,0,13.8734340760148,0.0556237106919178,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,-0.08875590608695,0.32,"Peripheral"
"myog",6,0,6,0,0,0.015748031496063,0,0.015748031496063,0,9.67550473162999,0.0248856525174289,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,0.362631273440963,0,"Ultra peripheral"
"sox21a",33,0,33,0.0303030303030303,0.025524682927402,0.0866141732283465,0,0.0866141732283465,0,1.29561891848602,0.540613152698652,0.00167287999861148,0.104015734065541,0.017913829858747,5,0,0.427571971681431,0.639118457300275,"Connector"
"rxraa",25,4,21,0.0266666666666667,0.0272048952460286,0.0656167979002625,0.010498687664042,0.0551181102362205,253,0.554049380471582,0.123588267997783,0.00296074497410736,0.104015734065541,0.017913829858747,3,5,3.74803511990032,0.2848,"Connector Hub"
"meis2a",8,0,8,0,0,0.020997375328084,0,0.020997375328084,0,6.63688466439085,0.101072677246361,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,0.136937683677007,0.53125,"Peripheral"
"tbx20",13,0,13,0,0,0.0341207349081365,0,0.0341207349081365,0,5.37077473699491,0.122848804499835,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,1.03971204273283,0.485207100591716,"Peripheral"
"sox7",3,0,3,0,0,0.0078740157480315,0,0.0078740157480315,0,17.7364265211863,0.0579473059186483,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,-0.540143085614863,0.444444444444445,"Peripheral"
"irx1b",38,0,38,0.0398293029871977,0.0344044916046902,0.0997375328083989,0,0.0997375328083989,0,0.910971696867034,0.468836204206401,0.00167287999861148,0.104015734065541,0.017913829858747,3,5,3.97372870966427,0.585872576177285,"Connector Hub"
"mitfa",18,0,18,0,0,0.047244094488189,0,0.047244094488189,0,5.01965921925092,0.305742197033717,0.00167287999861148,0.104015734065541,0.017913829858747,3,6,0.168795759245083,0.623456790123457,"Connector"
"phox2bb",51,0,51,0.0203921568627451,0.0190278280733795,0.133858267716535,0,0.133858267716535,0,1.1972631782559,0.898855626488715,0.00167287999861148,0.104015734065541,0.017913829858747,5,0,1.9723481274337,0.539023452518262,"Peripheral"
"etv4",38,0,38,0.0398293029871977,0.0374415831965673,0.0997375328083989,0,0.0997375328083989,0,1.08219235516216,0.647630059337175,0.00167287999861148,0.104015734065541,0.017913829858747,5,0,0.64825427964604,0.652354570637119,"Connector"
