source,target,coef_abs
irx3a,rrm2,0.040081576
irx3a,mdka,0.03939828
pknox2,histh1l,0.03793901
pbx1b,mdka,0.03381135
hmga1a,rrm2,0.032258764
irx7,actc1b,0.030384911
hand2,stmn1a,0.030108098
tbx5a,cdon,0.030066438
myog,histh1l,0.029557597
sox21a,mdka,0.02860942
rxraa,apoc1,0.028423604
meis2a,histh1l,0.028016027
tbx20,cdon,0.026821475
sox7,mdka,0.02673457
irx1b,rrm2,0.025874462
mitfa,rpl3,0.025767663
irx3a,nucks1a,0.025693562
phox2bb,rpl3,0.02541746
irx7,apoc1,0.025151378
etv4,rpl3,0.025006618
nfixa,id1,0.024805091
sox18,id1,0.024672464
pax3a,mdka,0.024287937
sox21a,nucks1a,0.024233576
irx3a,rpl3,0.024061976
hmga1a,hmgb2b,0.023819711
irx1b,rpl3,0.02352209
raraa,mdka,0.02296981
nr2f6b,mdka,0.02272753
pax3b,nucks1a,0.02268563
irx1b,mdka,0.02255327
hoxa2b,rps20,0.022402696
msx3,rpl3,0.022297528
foxf2b,serbp1a,0.022175143
sox18,nucks1a,0.021982819
nr2f6b,nucks1a,0.02186248
meis3,id1,0.021704022
zic2b,histh1l,0.021492016
nr2f6b,hmgb2b,0.021457085
phox2bb,hmgb2b,0.021444201
irx1b,histh1l,0.021211227
sp8a,id1,0.021158021
hoxa2b,mibp2,0.02106116
tp53,serbp1a,0.020934077
nkx2.1,id1,0.020872258
hoxd11a,hmgb2b,0.020759359
ptf1a,kirrel3l,0.02072513
irx3a,id1,0.02070597
sox21a,id1,0.020545555
msx1b,mdkb,0.020497514
sox11b,id1,0.020382987
zic2a,histh1l,0.02036839
twist1a,pmp22a,0.020263515
meis2a,id1,0.020169504
sox6,actc1b,0.020144759
irx3a,histh1l,0.0201365
rarga,apoc1,0.020120548
irx7,histh1l,0.02004849
foxa,nucks1a,0.019954043
pbx1b,hmgb2b,0.01985718
dbx1a,rpl3,0.019831298
foxf2b,banf1,0.019672748
irx3a,hmgb2b,0.019573897
lin28a,nucks1a,0.019562166
ptf1a,apoc1,0.019503372
atoh1a,id1,0.019446334
rxraa,lmx1bb,0.019274203
irx1b,egfl6,0.01924326
etv4,serbp1a,0.019100493
irx3a,egfl6,0.01899624
otpb,mdkb,0.018958567
meis3,si:ch73-21g5.7,0.018941196
hoxd9a,rpl3,0.018840315
twist1b,pmp22a,0.01883694
hoxa2b,tpt1,0.01880154
myog,tnni2b.1,0.018660482
irx3a,mcm2,0.018648392
otpb,rpl3,0.018593099
tfap2b,histh1l,0.018585434
cdx4,hmgb2b,0.018563528
otpa,rpl3,0.01852973
foxf2b,mcm2,0.018461525
nr2f1b,apoc1,0.018451873
hoxa2b,hspa8,0.018446958
foxa2,marcksl1a,0.018373288
en1b,hmgb2b,0.018346021
shox2,hmgb2b,0.018234229
six1b,col1a1a,0.01807683
foxf2b,tubb2b,0.018047607
hoxa2b,cirbpa,0.018024307
hoxd9a,hspa8,0.017922511
nfixa,col1a1a,0.017901642
msx3,hmgb2b,0.017885074
mafba,mdka,0.017873708
hoxa2b,rplp1,0.017602306
lhx5,tuba1a,0.017505128
tp53,rplp0,0.01746523
phox2bb,rplp0,0.017455833
dbx1b,rpl3,0.017443955
lbx1b,rpl3,0.017422862
rx3,hmgb2b,0.017418478
hoxa2b,hsp90ab1,0.017409727
zic1,histh1l,0.017392375
sox18,lrrn1,0.017383322
sox7,actc1b,0.017379744
foxf2b,histh1l,0.017348435
phox2a,rpl3,0.017326424
foxf2b,stmn1a,0.017311366
foxa,tpt1,0.01726611
gata6,stmn1a,0.017212965
hoxa2b,rplp0,0.017204577
sox12,nucks1a,0.01718581
hand2,nme2b.1,0.017180244
foxa2,nucks1a,0.017176956
otpb,marcksl1a,0.017148249
cdx4,rpl3,0.017145287
phox2bb,rps20,0.017128784
sp8a,nucks1a,0.01705928
hoxa2b,eef2b,0.017056067
nkx2.4b,rbm28,0.017041478
meis3,pax6a,0.017040342
irx1b,zgc:153405,0.017035771
nkx1.2lb,tenm4,0.017018305
rarga,mdka,0.01701467
meis3,hmgb2b,0.016962921
myod1,nucks1a,0.01687486
irx1b,si:ch211-121a2.2,0.016861446
meis1a,pax3a,0.016778154
fosab,mdka,0.016763167
etv4,hspa8,0.016751911
etv4,mibp2,0.016732665
hoxa9a,rpl3,0.01671844
rorb,mdka,0.016703578
phox2bb,hspa8,0.016675387
foxn3,cdon,0.016547939
mitfa,mcm2,0.016524345
shox2,rps20,0.01648113
irx1b,hmgb2b,0.016471868
foxf2b,rps6,0.016389616
hoxd9a,hmgb2b,0.01637447
lmx1al,tuba1a,0.016374404
foxf2b,rplp1,0.016362252
irx3a,si:ch211-121a2.2,0.016340552
hoxa2b,rpsa,0.016314162
etv4,tpt1,0.01627414
foxf2b,h3f3b.1,0.016268063
foxf2a,mcm2,0.016260134
phox2a,marcksl1a,0.016244322
esr1,apoc1,0.016165972
etv4,cirbpa,0.01616172
tcf21,apoc1,0.016068688
rx3,cirbpa,0.016000843
msx3,mdkb,0.015959347
irx3a,serbp1a,0.015887188
gata6,rpl3,0.015823118
rxraa,col18a1a,0.015777068
nkx1.2lb,rps20,0.015757598
foxf2b,tpt1,0.015739724
lmx1bb,hmgb2b,0.015728734
vsx1,rpl3,0.015671583
foxa2,rplp1,0.015656706
irx1b,rbm28,0.015637733
lhx9,hmgb2b,0.015630718
pax6a,nucks1a,0.015626399
hoxb1b,tpt1,0.015623223
foxa,rplp0,0.01559602
phox2bb,tpt1,0.015594354
im:7142702,tenm4,0.015557046
sox11b,mdka,0.015546173
nr2f6b,tpt1,0.01553702
meis1a,id1,0.015526368
pbx1b,si:ch211-121a2.2,0.015522667
hoxa2b,rpl12,0.0155139305
esr1,nucks1a,0.01548724
foxf2b,ppiaa,0.015486611
barhl1a,tenm4,0.01547961
etv4,rplp1,0.015446386
gli3,pleca,0.015441313
olig2,lrrn1,0.015423139
foxa2,serbp1a,0.015419082
meis1a,histh1l,0.015401028
gata6,cfl1,0.015354481
rfx4,tenm4,0.015327437
hoxb1b,stmn1a,0.015292165
sox21a,serbp1a,0.015260214
irx3a,zgc:153405,0.015255828
fosab,id1,0.015248438
gata6,serbp1a,0.015225564
etv4,hsp90ab1,0.015195458
phox2bb,h3f3b.1,0.015185135
en1b,rpl3,0.015170071
tbx16,nucks1a,0.015166789
sp8a,lrrn1,0.015165897
irx1b,id1,0.0151459975
en1b,stmn1a,0.015144572
tbr1b,tuba1a,0.015140646
zbtb18,hmgb2b,0.015123306
barhl1b,mdkb,0.015113782
hoxa2b,nme2b.1,0.015109385
shox2,rpl3,0.015098069
tfap2a,histh1l,0.015048629
cdx4,hsp90ab1,0.015017452
rxraa,pax3a,0.015016156
irx1b,nucks1a,0.015011118
etv4,eef2b,0.014999465
rorb,epha4b,0.014998874
irx1b,tenm4,0.014957905
phox2bb,rplp1,0.014945125
lhx5,rps20,0.014938905
dmrt1,mdka,0.014928437
nr2f6b,rplp0,0.014905645
hmga1a,rplp0,0.014843146
hoxa2b,ppiaa,0.014840747
lhx5,hspa8,0.014832717
rx3,rps20,0.014792046
phox2bb,mibp2,0.01476121
sox18,mdka,0.014757667
phox2bb,cirbpa,0.014735351
tcf7l2,id1,0.014708649
irx3a,gfap,0.014691719
foxa2,eef2b,0.014684926
tbx20,pleca,0.014675237
nkx1.2lb,mibp2,0.014664782
hoxd11a,rpl3,0.014661943
irx1b,cdon,0.014627618
gsx2,cirbpa,0.014623632
raraa,pax3a,0.014614238
phox2bb,tuba8l,0.014560139
hoxb8a,hmgb2b,0.014509035
fli1a,cdon,0.014505254
cdx4,rplp0,0.014487253
foxa2,rps6,0.014473982
spi1b,serbp1a,0.014472063
en1b,prmt1,0.014471697
sox5,cirbpa,0.014471145
gsx2,tuba1a,0.014435596
rxraa,kirrel3l,0.014425869
pax3b,mdka,0.014356171
foxf2b,prmt1,0.014342744
foxf2b,rps2,0.014325593
foxf2b,rpl18a,0.014274716
foxf2b,eef2b,0.014267597
phox2bb,tuba8l4,0.014256683
cdx4,rpsa,0.014242862
hmga1a,rplp1,0.014229589
hoxb1b,marcksl1a,0.014227449
